sales_order_id,item_number,customer_id,material_id,order_date,requested_delivery_date,order_quantity,net_value,currency,sales_org,plant
SO00010097,000010,C001018,MAT010036,2023-08-14,2023-08-26,37,19942.42,USD,SO01,P003
SO00010098,000010,C001038,MAT010092,2023-08-14,2023-09-03,52,48143.01,USD,SO03,P001
SO00010099,000010,C001040,MAT010175,2023-08-14,2023-09-07,65,117358.98,USD,SO03,P003
SO00010100,000010,C001040,MAT010013,2023-08-14,2023-08-29,37,14655.74,USD,SO01,P002
SO00010101,000010,C001034,MAT010064,2023-08-14,2023-08-27,18,6494.64,USD,SO01,P002
SO00010102,000010,C001010,MAT010148,2023-08-14,2023-09-05,92,45332.74,USD,SO02,P001
SO00010103,000010,C001003,MAT010139,2023-08-14,2023-08-28,72,144833.89,USD,SO01,P003
SO00010104,000010,C001001,MAT010179,2023-08-14,2023-09-06,76,21714.26,USD,SO01,P002
SO00010105,000010,C001017,MAT010014,2023-08-14,2023-08-30,30,45345.78,USD,SO03,P001
SO00010106,000010,C001017,MAT010155,2023-08-14,2023-09-05,6,8058.83,USD,SO03,P002
SO00010107,000010,C001026,MAT010182,2023-08-14,2023-09-02,43,54848.82,USD,SO03,P003
SO00010108,000010,C001006,MAT010151,2023-08-14,2023-09-07,34,40868.76,USD,SO01,P003
SO00010109,000010,C001009,MAT010137,2023-08-14,2023-08-23,98,41613.82,USD,SO03,P003
SO00010110,000010,C001038,MAT010185,2023-08-14,2023-08-26,61,45893.08,USD,SO03,P001
SO00010111,000010,C001026,MAT010007,2023-08-14,2023-08-28,92,93596.93,USD,SO01,P001
SO00010112,000010,C001006,MAT010171,2023-08-14,2023-09-01,21,41746.7,USD,SO03,P003
SO00010113,000010,C001035,MAT010009,2023-08-14,2023-08-21,57,37309.04,USD,SO01,P001
SO00010114,000010,C001019,MAT010073,2023-08-14,2023-08-24,17,11912.37,USD,SO01,P001
SO00010115,000010,C001013,MAT010039,2023-08-14,2023-09-04,63,55100.92,USD,SO01,P002
SO00010116,000010,C001032,MAT010022,2023-08-14,2023-08-25,23,20850.37,USD,SO02,P002
SO00010117,000010,C001038,MAT010038,2023-08-14,2023-08-23,68,120612.78,USD,SO01,P003
SO00010118,000010,C001019,MAT010138,2023-08-14,2023-08-26,41,80207.12,USD,SO01,P002
SO00010119,000010,C001039,MAT010141,2023-08-14,2023-08-29,28,14977.76,USD,SO01,P002
SO00010120,000010,C001022,MAT010107,2023-08-14,2023-09-04,45,24997.52,USD,SO01,P002
SO00010121,000010,C001047,MAT010064,2023-08-14,2023-09-08,12,3754.2,USD,SO01,P001
SO00010122,000010,C001005,MAT010075,2023-08-14,2023-08-24,74,83226.83,USD,SO01,P001
SO00010123,000010,C001012,MAT010121,2023-08-14,2023-09-11,9,1402.82,USD,SO01,P002
SO00010124,000010,C001025,MAT010008,2023-08-14,2023-09-10,9,8827.94,USD,SO01,P001
SO00010125,000010,C001040,MAT010158,2023-08-14,2023-08-21,25,32432.29,USD,SO01,P001
SO00010126,000010,C001037,MAT010076,2023-08-14,2023-08-22,85,142470.8,USD,SO01,P001
SO00010127,000010,C001031,MAT010006,2023-08-14,2023-09-07,73,99052.97,USD,SO01,P003
SO00010128,000010,C001035,MAT010170,2023-08-14,2023-08-29,40,25407.19,USD,SO02,P003
SO00010129,000010,C001048,MAT010079,2023-08-14,2023-09-12,50,7667.3,USD,SO01,P002
SO00010130,000010,C001029,MAT010178,2023-08-14,2023-09-05,5,10299.06,USD,SO01,P002
SO00010131,000010,C001028,MAT010125,2023-08-14,2023-09-13,21,5809.59,USD,SO02,P002
SO00010132,000010,C001047,MAT010146,2023-08-15,2023-09-08,90,160135.52,USD,SO01,P002
SO00010133,000010,C001009,MAT010143,2023-08-15,2023-08-28,95,47870.06,USD,SO03,P003
SO00010134,000010,C001005,MAT010110,2023-08-15,2023-08-28,45,64574.77,USD,SO02,P001
SO00010135,000010,C001027,MAT010054,2023-08-15,2023-09-13,15,35884.67,USD,SO01,P002
SO00010136,000010,C001017,MAT010137,2023-08-15,2023-08-24,17,4784.29,USD,SO01,P002
SO00010137,000010,C001012,MAT010183,2023-08-15,2023-08-25,74,28622.27,USD,SO02,P001
SO00010138,000010,C001013,MAT010092,2023-08-15,2023-09-02,5,8790.23,USD,SO03,P001
SO00010139,000010,C001024,MAT010172,2023-08-15,2023-08-25,94,111706.66,USD,SO01,P001
SO00010140,000010,C001028,MAT010116,2023-08-15,2023-09-09,85,96439.02,USD,SO02,P002
SO00010141,000010,C001025,MAT010063,2023-08-15,2023-09-09,26,13632.09,USD,SO01,P002
SO00010142,000010,C001002,MAT010073,2023-08-15,2023-08-24,1,610.03,USD,SO03,P001
SO00010143,000010,C001026,MAT010020,2023-08-15,2023-09-12,44,32831.21,USD,SO02,P002
SO00010144,000010,C001023,MAT010109,2023-08-15,2023-09-09,44,28638.14,USD,SO01,P001
SO00010145,000010,C001000,MAT010052,2023-08-15,2023-09-07,50,47618.21,USD,SO02,P002
SO00010146,000010,C001006,MAT010145,2023-08-15,2023-09-10,36,39677.63,USD,SO01,P003
SO00010147,000010,C001004,MAT010163,2023-08-15,2023-08-22,41,94231.26,USD,SO03,P001
SO00010148,000010,C001041,MAT010065,2023-08-15,2023-08-31,4,1527.0,USD,SO01,P002
SO00010149,000010,C001042,MAT010029,2023-08-15,2023-09-06,19,33803.72,USD,SO02,P001
SO00010150,000010,C001047,MAT010165,2023-08-15,2023-09-04,12,13042.53,USD,SO03,P001
SO00010151,000010,C001002,MAT010181,2023-08-15,2023-09-03,83,99311.12,USD,SO02,P001
SO00010152,000010,C001049,MAT010012,2023-08-15,2023-08-30,3,1915.1,USD,SO03,P002
SO00010153,000010,C001047,MAT010154,2023-08-15,2023-09-12,47,61546.37,USD,SO03,P003
SO00010154,000010,C001006,MAT010123,2023-08-15,2023-09-14,38,5816.41,USD,SO02,P003
SO00010155,000010,C001011,MAT010159,2023-08-15,2023-09-07,21,25248.4,USD,SO01,P003
SO00010156,000010,C001000,MAT010055,2023-08-15,2023-08-28,77,42293.62,USD,SO01,P001
SO00010157,000010,C001009,MAT010073,2023-08-15,2023-09-02,13,7350.33,USD,SO01,P003
SO00010158,000010,C001007,MAT010194,2023-08-15,2023-09-10,67,95485.71,USD,SO01,P002
SO00010159,000010,C001006,MAT010031,2023-08-15,2023-09-10,96,15079.22,USD,SO01,P002
SO00010160,000010,C001006,MAT010054,2023-08-15,2023-09-05,99,160449.5,USD,SO02,P001
SO00010161,000010,C001034,MAT010022,2023-08-15,2023-08-27,96,80345.01,USD,SO02,P002
SO00010162,000010,C001043,MAT010047,2023-08-15,2023-08-22,61,17650.9,USD,SO02,P002
SO00010163,000010,C001018,MAT010050,2023-08-16,2023-09-13,51,36388.04,USD,SO01,P003
SO00010164,000010,C001005,MAT010171,2023-08-16,2023-09-12,82,158084.42,USD,SO02,P001
SO00010165,000010,C001027,MAT010078,2023-08-16,2023-09-05,94,179698.73,USD,SO02,P002
SO00010166,000010,C001012,MAT010051,2023-08-16,2023-09-12,69,79830.39,USD,SO03,P003
SO00010167,000010,C001021,MAT010062,2023-08-16,2023-08-28,64,15879.99,USD,SO01,P001
SO00010168,000010,C001022,MAT010145,2023-08-16,2023-09-09,1,1157.55,USD,SO02,P001
SO00010169,000010,C001034,MAT010134,2023-08-16,2023-09-04,4,2069.54,USD,SO03,P002
SO00010170,000010,C001010,MAT010003,2023-08-16,2023-09-04,30,25608.29,USD,SO02,P001
SO00010171,000010,C001014,MAT010032,2023-08-16,2023-08-27,33,30383.45,USD,SO03,P003
SO00010172,000010,C001032,MAT010152,2023-08-16,2023-09-13,96,42766.14,USD,SO03,P002
SO00010173,000010,C001011,MAT010127,2023-08-16,2023-08-25,38,4459.84,USD,SO02,P002
SO00010174,000010,C001003,MAT010137,2023-08-16,2023-08-23,75,21829.76,USD,SO03,P001
SO00010175,000010,C001046,MAT010082,2023-08-16,2023-09-11,7,3804.15,USD,SO01,P002
SO00010176,000010,C001028,MAT010115,2023-08-16,2023-09-01,93,148711.66,USD,SO02,P001
SO00010177,000010,C001003,MAT010105,2023-08-16,2023-08-31,41,30193.45,USD,SO01,P002
SO00010178,000010,C001016,MAT010111,2023-08-16,2023-08-31,89,7338.52,USD,SO01,P002
SO00010179,000010,C001028,MAT010106,2023-08-16,2023-09-11,81,77146.55,USD,SO01,P003
SO00010180,000010,C001040,MAT010062,2023-08-16,2023-08-31,67,18141.37,USD,SO02,P001
SO00010181,000010,C001041,MAT010064,2023-08-16,2023-08-31,83,25408.64,USD,SO03,P002
SO00010182,000010,C001010,MAT010168,2023-08-16,2023-08-24,86,121775.66,USD,SO01,P001
SO00010183,000010,C001002,MAT010132,2023-08-16,2023-09-01,54,48920.12,USD,SO01,P002
SO00010184,000010,C001004,MAT010134,2023-08-16,2023-08-23,8,4034.98,USD,SO01,P001
SO00010185,000010,C001013,MAT010063,2023-08-16,2023-09-02,47,27531.9,USD,SO01,P003
SO00010186,000010,C001014,MAT010152,2023-08-16,2023-08-31,85,27291.48,USD,SO03,P001
SO00010187,000010,C001021,MAT010013,2023-08-16,2023-08-28,58,26081.74,USD,SO03,P001
SO00010188,000010,C001031,MAT010189,2023-08-16,2023-08-25,74,68139.19,USD,SO02,P002
SO00010189,000010,C001032,MAT010106,2023-08-16,2023-08-26,35,52567.53,USD,SO02,P001
SO00010190,000010,C001030,MAT010166,2023-08-16,2023-09-03,58,98640.23,USD,SO03,P002
SO00010191,000010,C001034,MAT010100,2023-08-16,2023-08-26,71,63918.16,USD,SO02,P001
SO00010192,000010,C001007,MAT010175,2023-08-16,2023-09-11,79,102201.02,USD,SO03,P002
SO00010193,000010,C001038,MAT010052,2023-08-16,2023-08-26,80,103078.84,USD,SO01,P003
SO00010194,000010,C001010,MAT010043,2023-08-16,2023-09-05,21,7822.77,USD,SO03,P003
SO00010195,000010,C001024,MAT010025,2023-08-16,2023-08-26,46,59924.86,USD,SO01,P001
SO00010196,000010,C001029,MAT010061,2023-08-17,2023-09-01,49,16773.04,USD,SO03,P002
SO00010197,000010,C001027,MAT010123,2023-08-17,2023-09-07,62,9399.59,USD,SO03,P002
SO00010198,000010,C001046,MAT010140,2023-08-17,2023-08-25,49,46380.56,USD,SO03,P002
SO00010199,000010,C001013,MAT010173,2023-08-17,2023-09-14,46,43044.81,USD,SO01,P003
SO00010200,000010,C001013,MAT010151,2023-08-17,2023-09-11,40,51195.63,USD,SO03,P003
SO00010201,000010,C001015,MAT010030,2023-08-17,2023-08-24,20,2570.39,USD,SO03,P003
SO00010202,000010,C001011,MAT010073,2023-08-17,2023-08-27,22,13773.96,USD,SO01,P001
SO00010203,000010,C001032,MAT010025,2023-08-17,2023-09-03,67,81511.98,USD,SO01,P002
SO00010204,000010,C001002,MAT010128,2023-08-17,2023-08-28,31,52995.17,USD,SO02,P003
SO00010205,000010,C001028,MAT010114,2023-08-17,2023-08-31,43,35657.9,USD,SO01,P003
SO00010206,000010,C001006,MAT010093,2023-08-17,2023-09-06,93,101532.5,USD,SO02,P003
SO00010207,000010,C001015,MAT010193,2023-08-17,2023-08-27,16,21985.54,USD,SO03,P003
SO00010208,000010,C001039,MAT010179,2023-08-17,2023-08-29,5,2433.9,USD,SO03,P001
SO00010209,000010,C001025,MAT010183,2023-08-17,2023-08-25,78,42772.12,USD,SO02,P001
SO00010210,000010,C001023,MAT010070,2023-08-17,2023-09-08,2,1022.12,USD,SO01,P001
SO00010211,000010,C001002,MAT010137,2023-08-17,2023-08-31,94,33770.29,USD,SO01,P001
SO00010212,000010,C001017,MAT010028,2023-08-17,2023-09-02,72,11322.94,USD,SO01,P001
SO00010213,000010,C001020,MAT010072,2023-08-17,2023-09-08,95,5589.48,USD,SO02,P002
SO00010214,000010,C001043,MAT010116,2023-08-17,2023-09-15,76,87604.73,USD,SO01,P003
SO00010215,000010,C001020,MAT010172,2023-08-17,2023-08-24,83,55156.89,USD,SO02,P001
SO00010216,000010,C001017,MAT010174,2023-08-17,2023-09-11,63,126074.16,USD,SO02,P001
SO00010217,000010,C001021,MAT010072,2023-08-17,2023-09-08,78,4329.02,USD,SO02,P002
SO00010218,000010,C001048,MAT010022,2023-08-17,2023-09-01,45,46637.58,USD,SO01,P002
SO00010219,000010,C001003,MAT010082,2023-08-17,2023-08-27,76,72177.79,USD,SO02,P001
SO00010220,000010,C001003,MAT010037,2023-08-17,2023-09-06,66,76720.63,USD,SO02,P001
SO00010221,000010,C001007,MAT010155,2023-08-17,2023-08-31,71,88179.32,USD,SO01,P003
SO00010222,000010,C001048,MAT010153,2023-08-17,2023-09-04,82,16298.31,USD,SO02,P002
SO00010223,000010,C001004,MAT010024,2023-08-17,2023-09-12,55,33257.18,USD,SO02,P003
SO00010224,000010,C001049,MAT010068,2023-08-17,2023-08-29,21,6800.82,USD,SO03,P002
SO00010225,000010,C001003,MAT010085,2023-08-17,2023-09-08,30,30621.91,USD,SO01,P001
SO00010226,000010,C001006,MAT010086,2023-08-17,2023-09-08,34,36134.51,USD,SO01,P001
SO00010227,000010,C001000,MAT010164,2023-08-17,2023-09-12,87,108484.06,USD,SO01,P003
SO00010228,000010,C001017,MAT010182,2023-08-17,2023-09-03,86,111431.37,USD,SO02,P002
SO00010229,000010,C001028,MAT010060,2023-08-17,2023-08-27,98,49960.39,USD,SO02,P001
SO00010230,000010,C001012,MAT010116,2023-08-17,2023-08-30,88,110125.32,USD,SO01,P002
SO00010231,000010,C001038,MAT010035,2023-08-17,2023-08-31,51,64319.79,USD,SO01,P003
SO00010232,000010,C001026,MAT010116,2023-08-17,2023-09-05,100,154727.07,USD,SO03,P003
SO00010233,000010,C001013,MAT010074,2023-08-17,2023-09-16,11,6403.9,USD,SO02,P001
SO00010234,000010,C001043,MAT010023,2023-08-17,2023-09-13,46,74760.88,USD,SO01,P003
SO00010235,000010,C001009,MAT010179,2023-08-17,2023-08-24,14,5581.05,USD,SO01,P003
SO00010236,000010,C001029,MAT010142,2023-08-17,2023-08-31,35,3016.91,USD,SO02,P003
SO00010237,000010,C001018,MAT010105,2023-08-17,2023-09-16,31,23112.25,USD,SO03,P001
SO00010238,000010,C001034,MAT010073,2023-08-17,2023-08-25,60,30634.57,USD,SO01,P001
SO00010239,000010,C001006,MAT010099,2023-08-17,2023-09-01,10,1769.26,USD,SO01,P002
SO00010240,000010,C001026,MAT010192,2023-08-17,2023-09-14,10,4530.86,USD,SO02,P003
SO00010241,000010,C001019,MAT010061,2023-08-17,2023-09-16,16,7834.13,USD,SO03,P001
SO00010242,000010,C001049,MAT010094,2023-08-17,2023-08-27,53,60287.34,USD,SO03,P002
SO00010243,000010,C001010,MAT010169,2023-08-17,2023-08-29,60,16432.86,USD,SO01,P002
SO00010244,000010,C001016,MAT010048,2023-08-17,2023-09-10,27,30814.56,USD,SO02,P001
SO00010245,000010,C001001,MAT010024,2023-08-17,2023-08-27,94,47023.06,USD,SO02,P002
SO00010246,000010,C001020,MAT010142,2023-08-17,2023-09-06,45,6003.1,USD,SO02,P002
SO00010247,000010,C001001,MAT010139,2023-08-17,2023-08-27,25,29130.38,USD,SO02,P003
SO00010248,000010,C001010,MAT010139,2023-08-17,2023-08-29,69,101785.07,USD,SO02,P002
SO00010249,000010,C001012,MAT010068,2023-08-17,2023-09-16,30,9128.6,USD,SO01,P001
SO00010250,000010,C001025,MAT010105,2023-08-17,2023-09-09,70,68510.63,USD,SO03,P002
SO00010251,000010,C001047,MAT010018,2023-08-18,2023-08-28,71,50618.06,USD,SO02,P003
SO00010252,000010,C001024,MAT010172,2023-08-18,2023-09-10,86,70420.08,USD,SO03,P001
SO00010253,000010,C001029,MAT010075,2023-08-18,2023-09-07,52,59840.48,USD,SO01,P003
SO00010254,000010,C001038,MAT010086,2023-08-18,2023-09-15,68,73049.64,USD,SO02,P001
SO00010255,000010,C001025,MAT010157,2023-08-18,2023-08-26,66,80363.82,USD,SO03,P001
SO00010256,000010,C001005,MAT010009,2023-08-18,2023-09-06,37,23730.02,USD,SO03,P001
SO00010257,000010,C001006,MAT010118,2023-08-18,2023-08-30,72,36181.34,USD,SO02,P001
SO00010258,000010,C001049,MAT010000,2023-08-18,2023-09-16,60,6752.82,USD,SO02,P001
SO00010259,000010,C001001,MAT010151,2023-08-18,2023-09-07,70,105637.71,USD,SO01,P001
SO00010260,000010,C001019,MAT010123,2023-08-18,2023-09-16,34,5900.37,USD,SO01,P003
SO00010261,000010,C001030,MAT010046,2023-08-18,2023-08-29,11,14841.45,USD,SO01,P003
SO00010262,000010,C001024,MAT010099,2023-08-18,2023-09-17,95,13047.37,USD,SO01,P002
SO00010263,000010,C001010,MAT010020,2023-08-18,2023-09-01,44,20486.34,USD,SO01,P003
SO00010264,000010,C001020,MAT010073,2023-08-18,2023-09-01,68,50642.59,USD,SO02,P003
SO00010265,000010,C001024,MAT010037,2023-08-18,2023-09-06,15,19966.97,USD,SO02,P002
SO00010266,000010,C001012,MAT010166,2023-08-18,2023-08-30,53,69085.95,USD,SO03,P002
SO00010267,000010,C001036,MAT010054,2023-08-18,2023-09-07,26,49154.08,USD,SO03,P001
SO00010268,000010,C001030,MAT010056,2023-08-18,2023-09-17,27,1237.03,USD,SO02,P003
SO00010269,000010,C001033,MAT010123,2023-08-18,2023-08-30,17,3593.13,USD,SO03,P002
SO00010270,000010,C001002,MAT010045,2023-08-18,2023-08-28,90,133813.87,USD,SO03,P001
SO00010271,000010,C001048,MAT010144,2023-08-18,2023-08-31,47,59181.47,USD,SO03,P003
SO00010272,000010,C001013,MAT010092,2023-08-18,2023-09-10,24,30168.14,USD,SO03,P001
SO00010273,000010,C001015,MAT010038,2023-08-18,2023-08-27,5,11213.85,USD,SO01,P002
SO00010274,000010,C001009,MAT010163,2023-08-18,2023-08-26,63,79505.4,USD,SO03,P001
SO00010275,000010,C001044,MAT010189,2023-08-18,2023-08-27,32,33114.95,USD,SO03,P002
SO00010276,000010,C001041,MAT010048,2023-08-18,2023-09-06,98,137069.7,USD,SO01,P001
SO00010277,000010,C001019,MAT010159,2023-08-18,2023-09-13,66,114469.18,USD,SO01,P002
SO00010278,000010,C001043,MAT010035,2023-08-18,2023-09-16,21,24560.41,USD,SO03,P002
SO00010279,000010,C001029,MAT010045,2023-08-18,2023-08-25,68,84957.29,USD,SO02,P003
SO00010280,000010,C001005,MAT010126,2023-08-18,2023-08-27,4,2055.98,USD,SO02,P002
SO00010281,000010,C001049,MAT010145,2023-08-18,2023-09-10,69,67516.29,USD,SO03,P003
SO00010282,000010,C001044,MAT010131,2023-08-18,2023-09-14,32,42997.83,USD,SO01,P003
SO00010283,000010,C001033,MAT010160,2023-08-18,2023-09-14,83,94119.56,USD,SO03,P001
SO00010284,000010,C001026,MAT010079,2023-08-18,2023-09-11,97,28384.12,USD,SO01,P001
SO00010285,000010,C001035,MAT010117,2023-08-18,2023-09-10,58,106286.13,USD,SO01,P002
SO00010286,000010,C001048,MAT010153,2023-08-18,2023-09-01,55,13176.7,USD,SO03,P002
SO00010287,000010,C001025,MAT010071,2023-08-18,2023-09-07,32,22731.74,USD,SO03,P003
SO00010288,000010,C001011,MAT010035,2023-08-21,2023-09-02,20,20404.43,USD,SO01,P002
SO00010289,000010,C001007,MAT010013,2023-08-21,2023-09-13,22,11446.41,USD,SO02,P001
SO00010290,000010,C001019,MAT010100,2023-08-21,2023-09-10,87,72617.93,USD,SO03,P001
SO00010291,000010,C001044,MAT010101,2023-08-21,2023-09-19,30,61306.83,USD,SO02,P002
SO00010292,000010,C001028,MAT010079,2023-08-21,2023-09-18,71,10313.58,USD,SO03,P002
SO00010293,000010,C001006,MAT010051,2023-08-21,2023-08-30,50,45380.68,USD,SO02,P003
SO00010294,000010,C001010,MAT010173,2023-08-21,2023-09-14,10,16900.43,USD,SO01,P002
SO00010295,000010,C001021,MAT010064,2023-08-21,2023-09-02,38,10956.5,USD,SO01,P003
SO00010296,000010,C001032,MAT010040,2023-08-21,2023-09-01,26,4687.38,USD,SO02,P003
SO00010297,000010,C001020,MAT010128,2023-08-21,2023-09-07,58,84049.0,USD,SO02,P001
SO00010298,000010,C001014,MAT010130,2023-08-21,2023-09-14,28,30529.94,USD,SO03,P003
SO00010299,000010,C001041,MAT010112,2023-08-21,2023-09-12,55,15128.43,USD,SO01,P001
SO00010300,000010,C001046,MAT010084,2023-08-21,2023-09-10,58,54687.93,USD,SO01,P003
SO00010301,000010,C001046,MAT010156,2023-08-21,2023-09-03,54,109364.31,USD,SO03,P003
SO00010302,000010,C001037,MAT010183,2023-08-21,2023-08-30,88,35738.02,USD,SO03,P001
SO00010303,000010,C001020,MAT010102,2023-08-21,2023-09-15,53,32366.69,USD,SO01,P002
SO00010304,000010,C001038,MAT010059,2023-08-21,2023-09-06,47,16225.76,USD,SO01,P003
SO00010305,000010,C001005,MAT010189,2023-08-21,2023-09-05,53,58306.64,USD,SO03,P001
SO00010306,000010,C001005,MAT010029,2023-08-21,2023-09-19,54,79490.2,USD,SO01,P003
SO00010307,000010,C001040,MAT010007,2023-08-21,2023-09-08,32,24263.02,USD,SO02,P001
SO00010308,000010,C001020,MAT010126,2023-08-21,2023-09-04,65,34099.4,USD,SO02,P002
SO00010309,000010,C001046,MAT010161,2023-08-21,2023-09-12,58,74165.31,USD,SO03,P002
SO00010310,000010,C001045,MAT010124,2023-08-21,2023-09-16,73,39194.51,USD,SO02,P002
SO00010311,000010,C001016,MAT010075,2023-08-21,2023-08-30,65,66735.04,USD,SO03,P003
SO00010312,000010,C001010,MAT010195,2023-08-21,2023-09-03,66,35303.16,USD,SO02,P002
SO00010313,000010,C001002,MAT010137,2023-08-21,2023-09-15,40,13203.47,USD,SO01,P001
SO00010314,000010,C001036,MAT010173,2023-08-21,2023-09-09,98,144190.84,USD,SO01,P002
SO00010315,000010,C001020,MAT010193,2023-08-21,2023-09-07,17,19070.32,USD,SO01,P001
SO00010316,000010,C001026,MAT010086,2023-08-21,2023-09-09,45,44881.06,USD,SO02,P003
SO00010317,000010,C001002,MAT010157,2023-08-21,2023-09-12,8,6537.93,USD,SO03,P001
SO00010318,000010,C001036,MAT010157,2023-08-21,2023-09-15,80,76137.3,USD,SO03,P003
SO00010319,000010,C001008,MAT010117,2023-08-21,2023-08-31,10,21441.71,USD,SO03,P001
SO00010320,000010,C001044,MAT010040,2023-08-21,2023-09-10,30,4381.37,USD,SO01,P001
SO00010321,000010,C001035,MAT010197,2023-08-21,2023-09-04,76,34827.7,USD,SO03,P003
SO00010322,000010,C001012,MAT010044,2023-08-21,2023-09-12,4,1974.83,USD,SO02,P001
SO00010323,000010,C001007,MAT010065,2023-08-21,2023-09-16,81,19430.3,USD,SO03,P001
SO00010324,000010,C001034,MAT010030,2023-08-21,2023-09-07,66,10968.56,USD,SO02,P001
SO00010325,000010,C001019,MAT010064,2023-08-21,2023-08-31,2,613.31,USD,SO03,P003
SO00010326,000010,C001049,MAT010165,2023-08-21,2023-08-28,60,73364.96,USD,SO02,P003
SO00010327,000010,C001038,MAT010171,2023-08-21,2023-09-16,96,144123.83,USD,SO01,P003
SO00010328,000010,C001016,MAT010038,2023-08-21,2023-09-16,11,15395.61,USD,SO02,P001
SO00010329,000010,C001021,MAT010044,2023-08-21,2023-09-08,22,14156.28,USD,SO03,P002
SO00010330,000010,C001012,MAT010105,2023-08-21,2023-08-29,24,16811.89,USD,SO01,P002
SO00010331,000010,C001022,MAT010176,2023-08-21,2023-09-08,48,40225.15,USD,SO02,P002
SO00010332,000010,C001004,MAT010197,2023-08-21,2023-09-03,39,21250.99,USD,SO03,P001
SO00010333,000010,C001020,MAT010159,2023-08-21,2023-08-28,72,87675.86,USD,SO03,P003
SO00010334,000010,C001040,MAT010090,2023-08-21,2023-08-28,64,92791.54,USD,SO02,P002
SO00010335,000010,C001025,MAT010004,2023-08-21,2023-09-07,8,8919.83,USD,SO02,P002
SO00010336,000010,C001038,MAT010062,2023-08-21,2023-09-17,27,5674.6,USD,SO02,P001
SO00010337,000010,C001048,MAT010033,2023-08-21,2023-08-28,7,1240.45,USD,SO01,P003
SO00010338,000010,C001026,MAT010147,2023-08-21,2023-08-31,56,101280.89,USD,SO02,P003
SO00010339,000010,C001001,MAT010057,2023-08-21,2023-09-03,9,16760.28,USD,SO01,P002
SO00010340,000010,C001001,MAT010067,2023-08-21,2023-09-19,49,78856.27,USD,SO01,P002
SO00010341,000010,C001022,MAT010158,2023-08-22,2023-09-17,89,102175.72,USD,SO02,P003
SO00010342,000010,C001011,MAT010128,2023-08-22,2023-08-31,76,90787.88,USD,SO02,P001
SO00010343,000010,C001001,MAT010031,2023-08-22,2023-09-10,30,8442.93,USD,SO03,P002
SO00010344,000010,C001025,MAT010048,2023-08-22,2023-09-09,43,57521.98,USD,SO02,P002
SO00010345,000010,C001027,MAT010160,2023-08-22,2023-09-04,3,3040.26,USD,SO02,P001
SO00010346,000010,C001029,MAT010091,2023-08-22,2023-09-04,54,13255.12,USD,SO01,P003
SO00010347,000010,C001046,MAT010133,2023-08-22,2023-09-18,70,59704.01,USD,SO02,P003
SO00010348,000010,C001009,MAT010157,2023-08-22,2023-09-11,91,104256.04,USD,SO03,P002
SO00010349,000010,C001035,MAT010158,2023-08-22,2023-09-15,49,71488.46,USD,SO03,P003
SO00010350,000010,C001022,MAT010036,2023-08-22,2023-09-12,88,32425.47,USD,SO02,P003
SO00010351,000010,C001030,MAT010133,2023-08-22,2023-09-01,72,54521.11,USD,SO02,P003
SO00010352,000010,C001033,MAT010001,2023-08-22,2023-09-05,3,1467.33,USD,SO02,P003
SO00010353,000010,C001012,MAT010128,2023-08-22,2023-09-01,57,79413.77,USD,SO01,P003
SO00010354,000010,C001040,MAT010094,2023-08-22,2023-09-16,50,56690.47,USD,SO01,P002
SO00010355,000010,C001032,MAT010087,2023-08-22,2023-09-03,79,32272.05,USD,SO01,P003
SO00010356,000010,C001022,MAT010091,2023-08-22,2023-09-04,96,45332.26,USD,SO01,P003
SO00010357,000010,C001037,MAT010102,2023-08-22,2023-09-07,83,55156.12,USD,SO01,P001
SO00010358,000010,C001022,MAT010167,2023-08-22,2023-09-04,88,54584.48,USD,SO02,P003
SO00010359,000010,C001019,MAT010020,2023-08-22,2023-09-12,42,26360.79,USD,SO03,P003
SO00010360,000010,C001036,MAT010196,2023-08-22,2023-08-30,77,69430.82,USD,SO02,P001
SO00010361,000010,C001047,MAT010100,2023-08-22,2023-09-15,44,48217.8,USD,SO02,P001
SO00010362,000010,C001020,MAT010098,2023-08-22,2023-09-18,32,19514.97,USD,SO01,P002
SO00010363,000010,C001020,MAT010148,2023-08-22,2023-09-14,45,18589.63,USD,SO01,P002
SO00010364,000010,C001034,MAT010093,2023-08-22,2023-09-19,90,66872.81,USD,SO02,P001
SO00010365,000010,C001044,MAT010095,2023-08-22,2023-09-05,7,2397.1,USD,SO02,P002
SO00010366,000010,C001027,MAT010142,2023-08-22,2023-09-10,59,6448.3,USD,SO02,P003
SO00010367,000010,C001047,MAT010011,2023-08-22,2023-09-19,47,20933.12,USD,SO03,P003
SO00010368,000010,C001042,MAT010025,2023-08-22,2023-09-21,26,41590.23,USD,SO01,P002
SO00010369,000010,C001033,MAT010068,2023-08-22,2023-09-04,77,21913.56,USD,SO02,P001
SO00010370,000010,C001032,MAT010142,2023-08-22,2023-09-08,76,7942.47,USD,SO02,P002
SO00010371,000010,C001023,MAT010181,2023-08-22,2023-09-02,75,163682.22,USD,SO01,P003
SO00010372,000010,C001006,MAT010085,2023-08-22,2023-09-19,40,47229.52,USD,SO01,P001
SO00010373,000010,C001026,MAT010046,2023-08-22,2023-09-20,69,136160.69,USD,SO02,P002
SO00010374,000010,C001017,MAT010014,2023-08-22,2023-09-21,27,42157.06,USD,SO03,P001
