company_code,asset_number,sub_number,fiscal_year,acquisition_value,accumulated_depreciation,net_book_value,currency
US01,A0000428,0,2025,52035.87,16540.35,35495.52,USD
US01,A0000429,0,2023,50051.1,11236.66,38814.44,USD
US01,A0000429,0,2024,56854.28,18445.54,38408.74,USD
US01,A0000429,0,2025,38909.63,16511.96,22397.67,USD
DE01,A0000430,0,2023,39210.25,8802.85,30407.4,USD
DE01,A0000430,0,2024,56867.48,18449.82,38417.66,USD
DE01,A0000430,0,2025,38951.83,16529.87,22421.96,USD
DE01,A0000431,0,2023,46074.75,7694.89,38379.86,USD
DE01,A0000431,0,2024,59701.69,15936.8,43764.89,USD
DE01,A0000431,0,2025,45372.14,16645.77,28726.37,USD
DE01,A0000432,0,2023,27853.89,5849.13,22004.76,USD
DE01,A0000432,0,2024,54439.06,16872.01,37567.05,USD
DE01,A0000432,0,2025,68222.38,27961.37,40261.01,USD
DE01,A0000433,0,2023,62439.3,7795.3,54644.0,USD
DE01,A0000433,0,2024,49554.32,11138.7,38415.62,USD
DE01,A0000433,0,2025,53133.63,17252.97,35880.66,USD
IN01,A0000434,0,2023,65834.95,12220.7,53614.25,USD
IN01,A0000434,0,2024,52699.54,15048.77,37650.77,USD
IN01,A0000434,0,2025,38764.32,14943.23,23821.09,USD
US01,A0000435,0,2023,66763.21,11734.97,55028.24,USD
US01,A0000435,0,2024,29157.26,8038.7,21118.56,USD
US01,A0000435,0,2025,25574.56,9606.65,15967.91,USD
IN01,A0000436,0,2023,69042.91,15500.39,53542.52,USD
IN01,A0000436,0,2024,63931.14,20741.52,43189.62,USD
IN01,A0000436,0,2025,59714.32,25340.78,34373.54,USD
IN01,A0000437,0,2023,34858.87,7730.51,27128.36,USD
IN01,A0000437,0,2024,33758.42,10860.0,22898.42,USD
IN01,A0000437,0,2025,74506.66,31414.17,43092.49,USD
DE01,A0000438,0,2023,41945.35,8211.07,33734.28,USD
DE01,A0000438,0,2024,72589.49,21463.83,51125.66,USD
DE01,A0000438,0,2025,47940.36,18966.14,28974.22,USD
US01,A0000439,0,2023,66691.35,7906.19,58785.16,USD
US01,A0000439,0,2024,30497.25,6663.05,23834.2,USD
US01,A0000439,0,2025,66460.74,21161.9,45298.84,USD
IN01,A0000440,0,2023,29294.78,6576.79,22717.99,USD
IN01,A0000440,0,2024,56457.31,18316.75,38140.56,USD
IN01,A0000440,0,2025,62173.24,26384.26,35788.98,USD
DE01,A0000441,0,2023,58601.01,13124.06,45476.95,USD
DE01,A0000441,0,2024,66142.85,21422.86,44719.99,USD
DE01,A0000441,0,2025,68704.79,29118.42,39586.37,USD
US01,A0000442,0,2023,30307.84,3651.05,26656.79,USD
US01,A0000442,0,2024,63969.17,14098.61,49870.56,USD
US01,A0000442,0,2025,26381.44,8450.73,17930.71,USD
DE01,A0000443,0,2023,54063.67,11634.24,42429.43,USD
DE01,A0000443,0,2024,40700.44,12825.79,27874.65,USD
DE01,A0000443,0,2025,41287.79,17136.83,24150.96,USD
IN01,A0000444,0,2023,45237.19,7604.55,37632.64,USD
IN01,A0000444,0,2024,49164.13,13177.74,35986.39,USD
IN01,A0000444,0,2025,42792.9,15746.38,27046.52,USD
US01,A0000445,0,2023,43671.01,6540.19,37130.82,USD
US01,A0000445,0,2024,46700.33,11660.7,35039.63,USD
US01,A0000445,0,2025,46997.48,16431.43,30566.05,USD
US01,A0000446,0,2023,33198.14,5017.21,28180.93,USD
US01,A0000446,0,2024,28559.85,7170.26,21389.59,USD
US01,A0000446,0,2025,53936.0,18931.13,35004.87,USD
US01,A0000447,0,2023,39290.01,8820.76,30469.25,USD
US01,A0000447,0,2024,32179.04,10440.02,21739.02,USD
US01,A0000447,0,2025,27015.69,11464.56,15551.13,USD
DE01,A0000448,0,2023,71206.44,8909.33,62297.11,USD
DE01,A0000448,0,2024,74197.34,16698.21,57499.13,USD
DE01,A0000448,0,2025,46267.97,15036.3,31231.67,USD
US01,A0000449,0,2023,51764.48,11621.32,40143.16,USD
US01,A0000449,0,2024,54894.58,17809.74,37084.84,USD
US01,A0000449,0,2025,79028.47,33537.06,45491.41,USD
IN01,A0000450,0,2023,38343.84,4986.54,33357.3,USD
IN01,A0000450,0,2024,55889.5,12853.44,43036.06,USD
IN01,A0000450,0,2025,72147.19,23802.15,48345.04,USD
US01,A0000451,0,2023,58097.97,10180.07,47917.9,USD
US01,A0000451,0,2024,43377.43,11935.47,31441.96,USD
US01,A0000451,0,2025,34012.63,12757.65,21254.98,USD
DE01,A0000452,0,2023,59484.84,8012.74,51472.1,USD
DE01,A0000452,0,2024,44319.83,10398.93,33920.9,USD
DE01,A0000452,0,2025,62843.96,21025.41,41818.55,USD
US01,A0000453,0,2023,43603.67,7879.1,35724.57,USD
US01,A0000453,0,2024,25798.24,7239.75,18558.49,USD
US01,A0000453,0,2025,53135.67,20221.38,32914.29,USD
US01,A0000454,0,2023,52226.54,7292.41,44934.13,USD
US01,A0000454,0,2024,46431.99,11123.34,35308.65,USD
US01,A0000454,0,2025,20415.68,6930.99,13484.69,USD
US01,A0000455,0,2023,20573.41,3728.84,16844.57,USD
US01,A0000455,0,2024,50922.72,14318.31,36604.41,USD
US01,A0000455,0,2025,34750.87,13243.86,21507.01,USD
US01,A0000456,0,2023,37978.03,8526.21,29451.82,USD
US01,A0000456,0,2024,59008.54,19144.45,39864.09,USD
US01,A0000456,0,2025,48490.53,20577.77,27912.76,USD
IN01,A0000457,0,2023,40659.09,9128.12,31530.97,USD
IN01,A0000457,0,2024,68550.07,22240.06,46310.01,USD
IN01,A0000457,0,2025,65883.34,27958.71,37924.63,USD
DE01,A0000458,0,2023,30564.73,4870.27,25694.46,USD
DE01,A0000458,0,2024,42703.84,11072.02,31631.82,USD
DE01,A0000458,0,2025,62690.97,22518.97,40172.0,USD
IN01,A0000459,0,2023,9134.24,2050.67,7083.57,USD
IN01,A0000459,0,2024,78086.66,25334.07,52752.59,USD
IN01,A0000459,0,2025,42997.59,18246.75,24750.84,USD
IN01,A0000460,0,2023,47546.36,10674.34,36872.02,USD
IN01,A0000460,0,2024,70774.71,22961.82,47812.89,USD
IN01,A0000460,0,2025,45472.82,19297.16,26175.66,USD
IN01,A0000461,0,2023,59128.55,11639.54,47489.01,USD
IN01,A0000461,0,2024,36290.21,10770.32,25519.89,USD
IN01,A0000461,0,2025,41399.79,16423.9,24975.89,USD
US01,A0000462,0,2023,29333.6,6553.38,22780.22,USD
US01,A0000462,0,2024,28505.17,9216.87,19288.3,USD
US01,A0000462,0,2025,51547.14,21818.45,29728.69,USD
DE01,A0000463,0,2023,55965.27,12564.41,43400.86,USD
DE01,A0000463,0,2024,33947.75,11013.85,22933.9,USD
DE01,A0000463,0,2025,49304.62,20923.25,28381.37,USD
IN01,A0000464,0,2023,66524.76,11601.99,54922.77,USD
IN01,A0000464,0,2024,59894.32,16430.97,43463.35,USD
IN01,A0000464,0,2025,25164.98,9418.35,15746.63,USD
US01,A0000465,0,2023,46874.96,10305.43,36569.53,USD
US01,A0000465,0,2024,63294.23,20240.29,43053.94,USD
US01,A0000465,0,2025,33790.79,14182.42,19608.37,USD
US01,A0000466,0,2023,29238.09,5579.45,23658.64,USD
US01,A0000466,0,2024,50550.7,14698.11,35852.59,USD
US01,A0000466,0,2025,39391.7,15389.99,24001.71,USD
IN01,A0000467,0,2023,30762.65,4632.3,26130.35,USD
IN01,A0000467,0,2024,51361.73,12866.8,38494.93,USD
IN01,A0000467,0,2025,64918.97,22750.52,42168.45,USD
DE01,A0000468,0,2023,48052.79,10788.03,37264.76,USD
DE01,A0000468,0,2024,49385.64,16022.45,33363.19,USD
DE01,A0000468,0,2025,55812.97,23685.18,32127.79,USD
DE01,A0000469,0,2023,59794.43,13227.62,46566.81,USD
DE01,A0000469,0,2024,40015.09,12850.84,27164.25,USD
DE01,A0000469,0,2025,54851.72,23097.04,31754.68,USD
IN01,A0000470,0,2023,85041.97,19092.24,65949.73,USD
IN01,A0000470,0,2024,60779.65,19719.07,41060.58,USD
IN01,A0000470,0,2025,53460.06,22686.68,30773.38,USD
DE01,A0000471,0,2023,53365.46,11980.75,41384.71,USD
DE01,A0000471,0,2024,50614.98,16421.29,34193.69,USD
DE01,A0000471,0,2025,34064.27,14455.75,19608.52,USD
US01,A0000472,0,2023,73186.43,16430.63,56755.8,USD
US01,A0000472,0,2024,44063.69,14295.82,29767.87,USD
US01,A0000472,0,2025,49292.57,20918.13,28374.44,USD
US01,A0000473,0,2023,53798.76,9250.0,44548.76,USD
US01,A0000473,0,2024,25857.45,7029.83,18827.62,USD
US01,A0000473,0,2025,75546.2,28088.09,47458.11,USD
DE01,A0000474,0,2023,76982.3,9779.54,67202.76,USD
DE01,A0000474,0,2024,53522.6,12147.91,41374.69,USD
DE01,A0000474,0,2025,73637.04,24071.9,49565.14,USD
IN01,A0000475,0,2023,60254.69,13527.4,46727.29,USD
IN01,A0000475,0,2024,28997.03,9407.66,19589.37,USD
IN01,A0000475,0,2025,84275.04,35763.54,48511.5,USD
US01,A0000476,0,2023,41955.35,8959.66,32995.69,USD
US01,A0000476,0,2024,62192.51,19496.35,42696.16,USD
US01,A0000476,0,2025,31333.48,12953.75,18379.73,USD
US01,A0000477,0,2023,32565.04,7310.97,25254.07,USD
US01,A0000477,0,2024,53426.84,17333.55,36093.29,USD
US01,A0000477,0,2025,60777.13,25791.8,34985.33,USD
IN01,A0000478,0,2023,55557.38,9445.9,46111.48,USD
IN01,A0000478,0,2024,56683.06,15301.71,41381.35,USD
IN01,A0000478,0,2025,38926.51,14398.28,24528.23,USD
IN01,A0000479,0,2023,41600.43,9054.71,32545.72,USD
IN01,A0000479,0,2024,45943.22,14591.14,31352.08,USD
IN01,A0000479,0,2025,72991.22,30475.46,42515.76,USD
DE01,A0000480,0,2023,55621.57,8604.02,47017.55,USD
DE01,A0000480,0,2024,41658.51,10607.09,31051.42,USD
DE01,A0000480,0,2025,33796.05,11982.45,21813.6,USD
DE01,A0000481,0,2023,49514.61,11116.22,38398.39,USD
DE01,A0000481,0,2024,58658.06,19030.75,39627.31,USD
DE01,A0000481,0,2025,37094.38,15741.63,21352.75,USD
DE01,A0000482,0,2023,74127.73,11527.6,62600.13,USD
DE01,A0000482,0,2024,83665.7,21371.69,62294.01,USD
DE01,A0000482,0,2025,57566.03,20457.41,37108.62,USD
DE01,A0000483,0,2023,40667.16,9129.93,31537.23,USD
DE01,A0000483,0,2024,54890.43,17808.39,37082.04,USD
DE01,A0000483,0,2025,32975.2,13993.58,18981.62,USD
IN01,A0000484,0,2023,31150.63,6993.43,24157.2,USD
IN01,A0000484,0,2024,33595.28,10899.5,22695.78,USD
IN01,A0000484,0,2025,29455.2,12499.81,16955.39,USD
DE01,A0000485,0,2023,54096.37,11330.25,42766.12,USD
DE01,A0000485,0,2024,65518.12,20269.81,45248.31,USD
DE01,A0000485,0,2025,53537.34,21913.3,31624.04,USD
DE01,A0000486,0,2023,67681.79,8801.88,58879.91,USD
DE01,A0000486,0,2024,22945.32,5276.95,17668.37,USD
DE01,A0000486,0,2025,33481.47,11045.91,22435.56,USD
DE01,A0000487,0,2023,33990.54,3592.16,30398.38,USD
DE01,A0000487,0,2024,65664.46,13501.44,52163.02,USD
DE01,A0000487,0,2025,41363.7,12638.44,28725.26,USD
DE01,A0000488,0,2023,32434.75,7281.72,25153.03,USD
DE01,A0000488,0,2024,54482.92,17676.18,36806.74,USD
DE01,A0000488,0,2025,33466.13,14201.92,19264.21,USD
US01,A0000489,0,2023,58071.84,13037.35,45034.49,USD
US01,A0000489,0,2024,32920.76,10680.66,22240.1,USD
US01,A0000489,0,2025,63739.39,27048.89,36690.5,USD
US01,A0000490,0,2023,54279.91,10090.64,44189.27,USD
US01,A0000490,0,2024,18730.28,5353.71,13376.57,USD
US01,A0000490,0,2025,58440.96,22544.37,35896.59,USD
IN01,A0000491,0,2023,56463.89,12676.36,43787.53,USD
IN01,A0000491,0,2024,24667.84,8003.12,16664.72,USD
IN01,A0000491,0,2025,54658.06,23195.07,31462.99,USD
DE01,A0000492,0,2023,69078.88,8662.05,60416.83,USD
DE01,A0000492,0,2024,60213.65,13567.65,46646.0,USD
DE01,A0000492,0,2025,58023.12,18872.41,39150.71,USD
IN01,A0000493,0,2023,32458.25,7287.0,25171.25,USD
IN01,A0000493,0,2024,38758.3,12574.56,26183.74,USD
IN01,A0000493,0,2025,18395.03,7806.24,10588.79,USD
DE01,A0000494,0,2023,43346.05,8615.81,34730.24,USD
DE01,A0000494,0,2024,50864.05,15193.07,35670.98,USD
DE01,A0000494,0,2025,58887.64,23474.44,35413.2,USD
IN01,A0000495,0,2023,63374.36,14227.78,49146.58,USD
IN01,A0000495,0,2024,31667.96,10274.2,21393.76,USD
IN01,A0000495,0,2025,58885.17,24988.92,33896.25,USD
US01,A0000496,0,2023,13675.35,3047.7,10627.65,USD
US01,A0000496,0,2024,42417.31,13691.99,28725.32,USD
US01,A0000496,0,2025,53773.08,22731.18,31041.9,USD
US01,A0000497,0,2023,52534.13,11794.11,40740.02,USD
US01,A0000497,0,2024,45484.63,14756.82,30727.81,USD
US01,A0000497,0,2025,61111.11,25933.53,35177.58,USD
US01,A0000498,0,2023,55156.25,12382.79,42773.46,USD
US01,A0000498,0,2024,48482.27,15729.36,32752.91,USD
US01,A0000498,0,2025,41013.44,17404.75,23608.69,USD
DE01,A0000499,0,2023,53110.11,11923.42,41186.69,USD
DE01,A0000499,0,2024,8615.66,2795.22,5820.44,USD
DE01,A0000499,0,2025,68768.64,29183.13,39585.51,USD
US01,A0000500,0,2023,28865.33,2995.2,25870.13,USD
US01,A0000500,0,2024,63498.1,12934.32,50563.78,USD
US01,A0000500,0,2025,50948.62,15469.41,35479.21,USD
IN01,A0000501,0,2023,31840.93,3460.88,28380.05,USD
IN01,A0000501,0,2024,50655.44,10567.95,40087.49,USD
IN01,A0000501,0,2025,51218.87,15803.88,35414.99,USD
DE01,A0000502,0,2023,52514.07,11789.61,40724.46,USD
DE01,A0000502,0,2024,66145.39,21459.9,44685.49,USD
DE01,A0000502,0,2025,45906.77,19481.31,26425.46,USD
IN01,A0000503,0,2023,36832.23,5253.82,31578.41,USD
IN01,A0000503,0,2024,50979.95,12366.39,38613.56,USD
IN01,A0000503,0,2025,52013.21,17814.79,34198.42,USD
US01,A0000504,0,2023,54573.98,9472.94,45101.04,USD
US01,A0000504,0,2024,47084.82,12878.23,34206.59,USD
US01,A0000504,0,2025,54581.84,20383.2,34198.64,USD
DE01,A0000505,0,2023,78524.08,13544.19,64979.89,USD
DE01,A0000505,0,2024,49781.58,13561.31,36220.27,USD
DE01,A0000505,0,2025,48655.04,18116.59,30538.45,USD
US01,A0000506,0,2023,48478.9,6915.13,41563.77,USD
US01,A0000506,0,2024,67660.27,16412.59,51247.68,USD
US01,A0000506,0,2025,23879.52,8178.86,15700.66,USD
DE01,A0000507,0,2023,42938.42,9639.84,33298.58,USD
DE01,A0000507,0,2024,55486.76,18001.86,37484.9,USD
DE01,A0000507,0,2025,34757.8,14750.06,20007.74,USD
IN01,A0000508,0,2023,60138.94,7820.94,52318.0,USD
IN01,A0000508,0,2024,44220.19,10169.74,34050.45,USD
IN01,A0000508,0,2025,35026.75,11555.71,23471.04,USD
IN01,A0000509,0,2023,22886.94,3609.28,19277.66,USD
IN01,A0000509,0,2024,65257.13,16812.31,48444.82,USD
IN01,A0000509,0,2025,42838.45,15317.46,27520.99,USD
US01,A0000510,0,2023,84020.97,18863.02,65157.95,USD
US01,A0000510,0,2024,47131.55,15291.14,31840.41,USD
US01,A0000510,0,2025,40458.83,17169.39,23289.44,USD
US01,A0000511,0,2023,36258.55,8140.18,28118.37,USD
US01,A0000511,0,2024,43097.88,13982.47,29115.41,USD
US01,A0000511,0,2025,18994.04,8060.44,10933.6,USD
IN01,A0000512,0,2023,55253.05,7064.52,48188.53,USD
IN01,A0000512,0,2024,50372.15,11474.23,38897.92,USD
IN01,A0000512,0,2025,31346.75,10272.98,21073.77,USD
IN01,A0000513,0,2023,58474.98,12183.29,46291.69,USD
IN01,A0000513,0,2024,73636.48,22700.8,50935.68,USD
IN01,A0000513,0,2025,38159.38,15577.18,22582.2,USD
US01,A0000514,0,2023,40572.34,9108.64,31463.7,USD
US01,A0000514,0,2024,52584.88,17060.39,35524.49,USD
US01,A0000514,0,2025,35764.29,15177.18,20587.11,USD
DE01,A0000515,0,2023,58156.0,8327.33,49828.67,USD
DE01,A0000515,0,2024,56036.62,13623.69,42412.93,USD
DE01,A0000515,0,2025,29862.99,10244.58,19618.41,USD
IN01,A0000516,0,2023,47746.9,10719.36,37027.54,USD
IN01,A0000516,0,2024,29860.5,9687.8,20172.7,USD
IN01,A0000516,0,2025,68647.27,29131.63,39515.64,USD
US01,A0000517,0,2023,39350.16,6582.6,32767.56,USD
US01,A0000517,0,2024,68760.63,18373.82,50386.81,USD
US01,A0000517,0,2025,31599.6,11601.66,19997.94,USD
DE01,A0000518,0,2023,76364.2,15910.52,60453.68,USD
DE01,A0000518,0,2024,40762.1,12566.22,28195.88,USD
DE01,A0000518,0,2025,72036.81,29406.4,42630.41,USD
US01,A0000519,0,2023,29715.72,4368.88,25346.84,USD
US01,A0000519,0,2024,64491.35,15926.41,48564.94,USD
US01,A0000519,0,2025,46382.81,16089.53,30293.28,USD
IN01,A0000520,0,2023,43182.59,9694.65,33487.94,USD
IN01,A0000520,0,2024,68349.74,22175.07,46174.67,USD
IN01,A0000520,0,2025,42748.73,18141.14,24607.59,USD
IN01,A0000521,0,2023,61363.58,13776.35,47587.23,USD
IN01,A0000521,0,2024,39320.08,12756.82,26563.26,USD
IN01,A0000521,0,2025,54264.58,23028.09,31236.49,USD
US01,A0000522,0,2023,52896.25,8196.93,44699.32,USD
US01,A0000522,0,2024,44707.69,11395.72,33311.97,USD
US01,A0000522,0,2025,36232.36,12856.16,23376.2,USD
US01,A0000523,0,2023,49991.29,11223.23,38768.06,USD
US01,A0000523,0,2024,47982.06,15567.07,32414.99,USD
US01,A0000523,0,2025,56086.31,23801.17,32285.14,USD
US01,A0000524,0,2023,52231.57,11726.18,40505.39,USD
US01,A0000524,0,2024,38157.33,12379.59,25777.74,USD
US01,A0000524,0,2025,47401.23,20115.51,27285.72,USD
DE01,A0000525,0,2023,34138.13,4028.35,30109.78,USD
DE01,A0000525,0,2024,55099.7,12008.04,43091.66,USD
DE01,A0000525,0,2025,27595.67,8771.68,18823.99,USD
IN01,A0000526,0,2023,31696.45,7115.97,24580.48,USD
IN01,A0000526,0,2024,53914.08,17491.63,36422.45,USD
IN01,A0000526,0,2025,57167.89,24260.16,32907.73,USD
DE01,A0000527,0,2023,56113.41,12597.67,43515.74,USD
DE01,A0000527,0,2024,46265.6,15010.19,31255.41,USD
DE01,A0000527,0,2025,69262.93,29392.89,39870.04,USD
IN01,A0000528,0,2023,47201.28,9472.56,37728.72,USD
IN01,A0000529,0,2023,34311.54,7195.79,27115.75,USD
IN01,A0000529,0,2024,55658.56,17234.72,38423.84,USD
IN01,A0000529,0,2025,43416.97,17782.83,25634.14,USD
DE01,A0000530,0,2023,63625.61,14284.19,49341.42,USD
DE01,A0000530,0,2024,25398.29,8240.1,17158.19,USD
DE01,A0000530,0,2025,20192.85,8569.18,11623.67,USD
IN01,A0000531,0,2023,33993.76,3573.88,30419.88,USD
IN01,A0000531,0,2024,46966.25,9631.14,37335.11,USD
IN01,A0000531,0,2025,22243.5,6784.19,15459.31,USD
IN01,A0000532,0,2023,17893.49,3772.21,14121.28,USD
IN01,A0000532,0,2024,46631.06,14490.42,32140.64,USD
IN01,A0000532,0,2025,98784.23,40568.47,58215.76,USD
US01,A0000533,0,2023,46174.8,5309.63,40865.17,USD
US01,A0000533,0,2024,46561.85,10007.13,36554.72,USD
US01,A0000533,0,2025,28751.73,9052.56,19699.17,USD
IN01,A0000534,0,2023,46771.18,4712.33,42058.85,USD
IN01,A0000534,0,2024,54101.24,10857.28,43243.96,USD
IN01,A0000534,0,2025,50040.8,15043.07,34997.73,USD
IN01,A0000535,0,2023,44806.57,9261.86,35544.71,USD
IN01,A0000535,0,2024,49039.21,15037.35,34001.86,USD
IN01,A0000535,0,2025,63756.65,25921.59,37835.06,USD
DE01,A0000536,0,2023,52058.6,11687.35,40371.25,USD
DE01,A0000536,0,2024,58122.33,18856.94,39265.39,USD
DE01,A0000536,0,2025,47465.65,20142.85,27322.8,USD
DE01,A0000537,0,2023,53897.2,11229.51,42667.69,USD
DE01,A0000537,0,2024,34266.78,10563.83,23702.95,USD
DE01,A0000537,0,2025,57745.95,23572.68,34173.27,USD
US01,A0000538,0,2023,53529.4,6858.8,46670.6,USD
US01,A0000538,0,2024,72020.21,16425.14,55595.07,USD
US01,A0000538,0,2025,50326.27,16506.74,33819.53,USD
US01,A0000539,0,2023,30103.55,6692.43,23411.12,USD
US01,A0000539,0,2024,55529.34,17894.05,37635.29,USD
US01,A0000539,0,2025,62535.01,26400.82,36134.19,USD
IN01,A0000540,0,2023,63573.37,9190.07,54383.3,USD
IN01,A0000540,0,2024,23720.34,5799.39,17920.95,USD
IN01,A0000540,0,2025,72193.24,24864.91,47328.33,USD
DE01,A0000541,0,2023,55015.45,8841.63,46173.82,USD
DE01,A0000541,0,2024,64874.06,16909.0,47965.06,USD
DE01,A0000541,0,2025,80753.74,29117.78,51635.96,USD
IN01,A0000542,0,2023,25696.88,4924.8,20772.08,USD
IN01,A0000542,0,2024,37699.27,10992.39,26706.88,USD
IN01,A0000542,0,2025,66354.77,25978.73,40376.04,USD
US01,A0000543,0,2023,31524.02,5411.52,26112.5,USD
US01,A0000543,0,2024,35311.28,9590.36,25720.92,USD
US01,A0000543,0,2025,74079.87,27522.62,46557.25,USD
DE01,A0000544,0,2023,37492.49,8417.21,29075.28,USD
DE01,A0000544,0,2024,41181.83,13360.84,27820.99,USD
DE01,A0000544,0,2025,49810.06,21137.74,28672.32,USD
IN01,A0000545,0,2023,41735.15,9369.7,32365.45,USD
IN01,A0000545,0,2024,64785.1,21018.57,43766.53,USD
IN01,A0000545,0,2025,12665.1,5374.65,7290.45,USD
DE01,A0000546,0,2023,49956.71,7344.76,42611.95,USD
US01,A0000547,0,2023,58178.34,8457.96,49720.38,USD
US01,A0000547,0,2024,50668.14,12429.47,38238.67,USD
US01,A0000547,0,2025,58880.31,20328.01,38552.3,USD
IN01,A0000548,0,2023,47236.33,7164.66,40071.67,USD
US01,A0000549,0,2023,68091.2,15286.73,52804.47,USD
US01,A0000549,0,2024,49962.94,16209.74,33753.2,USD
US01,A0000549,0,2025,35930.97,15247.91,20683.06,USD
DE01,A0000550,0,2023,30803.08,4857.65,25945.43,USD
DE01,A0000550,0,2024,53254.09,13719.94,39534.15,USD
DE01,A0000550,0,2025,34400.57,12300.38,22100.19,USD
IN01,A0000551,0,2023,35099.74,7880.02,27219.72,USD
IN01,A0000551,0,2024,40644.09,13186.38,27457.71,USD
IN01,A0000551,0,2025,43205.33,18334.91,24870.42,USD
US01,A0000552,0,2023,28855.07,3934.24,24920.83,USD
US01,A0000552,0,2024,20457.19,4833.55,15623.64,USD
US01,A0000552,0,2025,65587.31,22050.98,43536.33,USD
IN01,A0000553,0,2023,26551.84,2944.15,23607.69,USD
IN01,A0000553,0,2024,72557.5,15296.17,57261.33,USD
IN01,A0000553,0,2025,81984.49,25476.36,56508.13,USD
DE01,A0000554,0,2023,43692.22,9462.16,34230.06,USD
DE01,A0000554,0,2024,38458.54,12171.96,26286.58,USD
DE01,A0000554,0,2025,50801.14,21154.97,29646.17,USD
IN01,A0000555,0,2023,55763.75,8977.16,46786.59,USD
IN01,A0000555,0,2024,36401.49,9497.77,26903.72,USD
IN01,A0000555,0,2025,56361.81,20338.09,36023.72,USD
US01,A0000556,0,2023,59539.76,7433.3,52106.46,USD
US01,A0000556,0,2024,49059.42,11027.46,38031.96,USD
US01,A0000556,0,2025,51046.39,16575.23,34471.16,USD
DE01,A0000557,0,2023,47160.12,10587.62,36572.5,USD
DE01,A0000557,0,2024,40063.36,12997.97,27065.39,USD
DE01,A0000557,0,2025,47661.68,20226.04,27435.64,USD
IN01,A0000558,0,2023,68179.98,15306.66,52873.32,USD
IN01,A0000558,0,2024,62704.62,20343.59,42361.03,USD
IN01,A0000558,0,2025,65034.22,27598.37,37435.85,USD
IN01,A0000559,0,2023,32679.97,5448.9,27231.07,USD
IN01,A0000559,0,2024,69022.85,18406.09,50616.76,USD
IN01,A0000559,0,2025,48674.56,17844.01,30830.55,USD
IN01,A0000560,0,2023,34216.7,6154.79,28061.91,USD
IN01,A0000560,0,2024,55890.3,15638.57,40251.73,USD
IN01,A0000560,0,2025,26805.59,10179.15,16626.44,USD
US01,A0000561,0,2023,53057.14,5999.34,47057.8,USD
US01,A0000561,0,2024,46750.35,9958.05,36792.3,USD
US01,A0000561,0,2025,46720.45,14620.53,32099.92,USD
US01,A0000562,0,2023,53563.88,11688.0,41875.88,USD
US01,A0000562,0,2024,47544.82,15125.83,32418.99,USD
US01,A0000562,0,2025,23492.76,9821.61,13671.15,USD
IN01,A0000563,0,2023,53218.9,11117.32,42101.58,USD
IN01,A0000563,0,2024,39658.16,12247.61,27410.55,USD
IN01,A0000563,0,2025,60867.83,24880.4,35987.43,USD
US01,A0000564,0,2023,59202.2,13291.12,45911.08,USD
US01,A0000564,0,2024,40111.41,13013.56,27097.85,USD
US01,A0000564,0,2025,34893.71,14807.73,20085.98,USD
IN01,A0000565,0,2023,68598.39,8845.95,59752.44,USD
IN01,A0000565,0,2024,38721.35,8862.71,29858.64,USD
IN01,A0000565,0,2025,53565.18,17613.08,35952.1,USD
IN01,A0000566,0,2023,43870.26,4456.09,39414.17,USD
IN01,A0000566,0,2024,71756.1,14459.27,57296.83,USD
IN01,A0000566,0,2025,61525.19,18545.99,42979.2,USD
IN01,A0000567,0,2023,41645.15,7559.41,34085.74,USD
IN01,A0000567,0,2024,54282.63,15277.9,39004.73,USD
IN01,A0000567,0,2025,26474.6,10096.95,16377.65,USD
US01,A0000568,0,2023,49967.23,11217.83,38749.4,USD
US01,A0000568,0,2024,37111.2,12040.18,25071.02,USD
US01,A0000568,0,2025,42082.87,17858.58,24224.29,USD
DE01,A0000569,0,2023,61604.7,11266.79,50337.91,USD
DE01,A0000569,0,2024,48027.79,13583.22,34444.57,USD
DE01,A0000569,0,2025,55046.92,21069.29,33977.63,USD
IN01,A0000570,0,2023,55577.34,12477.32,43100.02,USD
IN01,A0000570,0,2024,55739.12,18083.74,37655.38,USD
IN01,A0000570,0,2025,44954.57,19077.23,25877.34,USD
US01,A0000571,0,2023,68471.06,11266.56,57204.5,USD
US01,A0000571,0,2024,43785.27,11580.17,32205.1,USD
US01,A0000571,0,2025,35328.87,12874.12,22454.75,USD
IN01,A0000572,0,2023,53924.8,5802.18,48122.62,USD
IN01,A0000572,0,2024,54397.19,11289.0,43108.19,USD
IN01,A0000572,0,2025,67559.61,20771.92,46787.69,USD
US01,A0000573,0,2023,60571.78,11708.06,48863.72,USD
US01,A0000573,0,2024,63473.13,18611.83,44861.3,USD
US01,A0000573,0,2025,63494.13,24963.06,38531.07,USD
US01,A0000574,0,2023,36048.72,6513.94,29534.78,USD
US01,A0000574,0,2024,57402.98,16108.98,41294.0,USD
US01,A0000574,0,2025,27099.4,10312.98,16786.42,USD
DE01,A0000575,0,2023,40079.68,5014.76,35064.92,USD
DE01,A0000575,0,2024,70402.28,15844.13,54558.15,USD
DE01,A0000575,0,2025,34337.97,11159.25,23178.72,USD
IN01,A0000576,0,2023,31184.27,7000.99,24183.28,USD
IN01,A0000576,0,2024,53509.17,17360.26,36148.91,USD
IN01,A0000576,0,2025,62385.72,26474.43,35911.29,USD
US01,A0000577,0,2023,48990.05,6505.18,42484.87,USD
