vendor_id,company_code,document_number,line_item,posting_date,document_date,clearing_date,amount_in_doc_currency,currency,debit_credit_indicator,clearing_document,open_item_status,due_date
VEND375,US01,VPAY00001506,1,2023-06-07,2023-06-07,2023-06-07,1035.48,USD,S,POINV00001505,Cleared,
VEND373,DE01,POINV00001507,1,2023-04-24,2023-04-24,2023-06-16,-798.83,EUR,H,VPAY00001508,Cleared,2023-06-08
VEND373,DE01,VPAY00001508,1,2023-06-16,2023-06-16,2023-06-16,798.83,EUR,S,POINV00001507,Cleared,
VEND208,IN01,POINV00001509,1,2023-04-24,2023-04-24,2023-05-18,-886.47,INR,H,VPAY00001510,Cleared,2023-06-17
VEND208,IN01,VPAY00001510,1,2023-05-18,2023-05-18,2023-05-18,886.47,INR,S,POINV00001509,Cleared,
VEND082,US01,POINV00001511,1,2023-04-24,2023-04-24,2023-05-31,-844.19,USD,H,VPAY00001512,Cleared,2023-06-16
VEND082,US01,VPAY00001512,1,2023-05-31,2023-05-31,2023-05-31,844.19,USD,S,POINV00001511,Cleared,
VEND410,US01,POINV00001513,1,2023-04-24,2023-04-24,2023-05-20,-756.24,USD,H,VPAY00001514,Cleared,2023-06-15
VEND410,US01,VPAY00001514,1,2023-05-20,2023-05-20,2023-05-20,756.24,USD,S,POINV00001513,Cleared,
VEND424,IN01,POINV00001515,1,2023-04-24,2023-04-24,2023-06-22,-197.69,INR,H,VPAY00001516,Cleared,2023-06-12
VEND424,IN01,VPAY00001516,1,2023-06-22,2023-06-22,2023-06-22,197.69,INR,S,POINV00001515,Cleared,
VEND452,DE01,POINV00001517,1,2023-04-24,2023-04-24,2023-05-04,-680.16,EUR,H,VPAY00001518,Cleared,2023-06-16
VEND452,DE01,VPAY00001518,1,2023-05-04,2023-05-04,2023-05-04,680.16,EUR,S,POINV00001517,Cleared,
VEND094,US01,POINV00001519,1,2023-04-24,2023-04-24,,-767.66,USD,H,,Open,2023-06-21
VEND324,IN01,POINV00001520,1,2023-04-24,2023-04-24,2023-06-02,-1515.99,INR,H,VPAY00001521,Cleared,2023-06-12
VEND324,IN01,VPAY00001521,1,2023-06-02,2023-06-02,2023-06-02,1515.99,INR,S,POINV00001520,Cleared,
VEND167,DE01,POINV00001522,1,2023-04-24,2023-04-24,2023-06-12,-680.29,EUR,H,VPAY00001523,Cleared,2023-06-10
VEND167,DE01,VPAY00001523,1,2023-06-12,2023-06-12,2023-06-12,680.29,EUR,S,POINV00001522,Cleared,
VEND377,US01,POINV00001524,1,2023-04-24,2023-04-24,2023-05-18,-1053.36,USD,H,VPAY00001525,Cleared,2023-06-14
VEND377,US01,VPAY00001525,1,2023-05-18,2023-05-18,2023-05-18,1053.36,USD,S,POINV00001524,Cleared,
VEND020,IN01,POINV00001526,1,2023-04-24,2023-04-24,2023-05-08,-832.81,INR,H,VPAY00001527,Cleared,2023-06-09
VEND020,IN01,VPAY00001527,1,2023-05-08,2023-05-08,2023-05-08,832.81,INR,S,POINV00001526,Cleared,
VEND215,IN01,POINV00001528,1,2023-04-24,2023-04-24,,-796.4,INR,H,,Open,2023-06-23
VEND113,DE01,POINV00001529,1,2023-04-24,2023-04-24,2023-06-21,-566.63,EUR,H,VPAY00001530,Cleared,2023-06-11
VEND113,DE01,VPAY00001530,1,2023-06-21,2023-06-21,2023-06-21,566.63,EUR,S,POINV00001529,Cleared,
VEND340,IN01,POINV00001531,1,2023-04-24,2023-04-24,2023-05-27,-411.27,INR,H,VPAY00001532,Cleared,2023-06-08
VEND340,IN01,VPAY00001532,1,2023-05-27,2023-05-27,2023-05-27,411.27,INR,S,POINV00001531,Cleared,
VEND498,DE01,POINV00001533,1,2023-04-24,2023-04-24,2023-05-16,-775.72,EUR,H,VPAY00001534,Cleared,2023-06-10
VEND498,DE01,VPAY00001534,1,2023-05-16,2023-05-16,2023-05-16,775.72,EUR,S,POINV00001533,Cleared,
VEND323,IN01,POINV00001535,1,2023-04-24,2023-04-24,2023-04-29,-818.11,INR,H,VPAY00001536,Cleared,2023-06-08
VEND323,IN01,VPAY00001536,1,2023-04-29,2023-04-29,2023-04-29,818.11,INR,S,POINV00001535,Cleared,
VEND368,US01,POINV00001537,1,2023-04-24,2023-04-24,2023-06-13,-579.1,USD,H,VPAY00001538,Cleared,2023-06-11
VEND368,US01,VPAY00001538,1,2023-06-13,2023-06-13,2023-06-13,579.1,USD,S,POINV00001537,Cleared,
VEND481,US01,POINV00001539,1,2023-04-24,2023-04-24,2023-06-22,-809.58,USD,H,VPAY00001540,Cleared,2023-06-16
VEND481,US01,VPAY00001540,1,2023-06-22,2023-06-22,2023-06-22,809.58,USD,S,POINV00001539,Cleared,
VEND257,IN01,POINV00001541,1,2023-04-24,2023-04-24,2023-05-27,-872.5,INR,H,VPAY00001542,Cleared,2023-06-09
VEND257,IN01,VPAY00001542,1,2023-05-27,2023-05-27,2023-05-27,872.5,INR,S,POINV00001541,Cleared,
VEND477,US01,POINV00001543,1,2023-04-24,2023-04-24,2023-05-26,-905.86,USD,H,VPAY00001544,Cleared,2023-06-08
VEND477,US01,VPAY00001544,1,2023-05-26,2023-05-26,2023-05-26,905.86,USD,S,POINV00001543,Cleared,
VEND459,IN01,POINV00001545,1,2023-04-24,2023-04-24,2023-05-29,-753.99,INR,H,VPAY00001546,Cleared,2023-06-10
VEND459,IN01,VPAY00001546,1,2023-05-29,2023-05-29,2023-05-29,753.99,INR,S,POINV00001545,Cleared,
VEND199,DE01,POINV00001547,1,2023-04-25,2023-04-25,2023-06-03,-602.93,EUR,H,VPAY00001548,Cleared,2023-06-16
VEND199,DE01,VPAY00001548,1,2023-06-03,2023-06-03,2023-06-03,602.93,EUR,S,POINV00001547,Cleared,
VEND170,DE01,POINV00001549,1,2023-04-25,2023-04-25,2023-05-03,-51.27,EUR,H,VPAY00001550,Cleared,2023-06-15
VEND170,DE01,VPAY00001550,1,2023-05-03,2023-05-03,2023-05-03,51.27,EUR,S,POINV00001549,Cleared,
VEND416,IN01,POINV00001551,1,2023-04-25,2023-04-25,2023-06-03,-516.7,INR,H,VPAY00001552,Cleared,2023-06-15
VEND416,IN01,VPAY00001552,1,2023-06-03,2023-06-03,2023-06-03,516.7,INR,S,POINV00001551,Cleared,
VEND449,IN01,POINV00001553,1,2023-04-25,2023-04-25,2023-05-10,-866.88,INR,H,VPAY00001554,Cleared,2023-06-11
VEND449,IN01,VPAY00001554,1,2023-05-10,2023-05-10,2023-05-10,866.88,INR,S,POINV00001553,Cleared,
VEND276,IN01,POINV00001555,1,2023-04-25,2023-04-25,2023-05-09,-1054.76,INR,H,VPAY00001556,Cleared,2023-06-15
VEND276,IN01,VPAY00001556,1,2023-05-09,2023-05-09,2023-05-09,1054.76,INR,S,POINV00001555,Cleared,
VEND339,DE01,POINV00001557,1,2023-04-25,2023-04-25,,-884.58,EUR,H,,Open,2023-06-09
VEND481,DE01,POINV00001558,1,2023-04-25,2023-04-25,2023-06-15,-409.57,EUR,H,VPAY00001559,Cleared,2023-06-09
VEND481,DE01,VPAY00001559,1,2023-06-15,2023-06-15,2023-06-15,409.57,EUR,S,POINV00001558,Cleared,
VEND139,US01,POINV00001560,1,2023-04-25,2023-04-25,2023-05-31,-639.9,USD,H,VPAY00001561,Cleared,2023-06-17
VEND139,US01,VPAY00001561,1,2023-05-31,2023-05-31,2023-05-31,639.9,USD,S,POINV00001560,Cleared,
VEND325,US01,POINV00001562,1,2023-04-25,2023-04-25,2023-05-05,-1295.88,USD,H,VPAY00001563,Cleared,2023-06-13
VEND325,US01,VPAY00001563,1,2023-05-05,2023-05-05,2023-05-05,1295.88,USD,S,POINV00001562,Cleared,
VEND293,DE01,POINV00001564,1,2023-04-25,2023-04-25,,-741.76,EUR,H,,Open,2023-06-19
VEND497,IN01,POINV00001565,1,2023-04-25,2023-04-25,,-475.37,INR,H,,Open,2023-06-09
VEND186,IN01,POINV00001566,1,2023-04-25,2023-04-25,2023-05-18,-856.14,INR,H,VPAY00001567,Cleared,2023-06-13
VEND186,IN01,VPAY00001567,1,2023-05-18,2023-05-18,2023-05-18,856.14,INR,S,POINV00001566,Cleared,
VEND146,US01,POINV00001568,1,2023-04-25,2023-04-25,2023-06-04,-1422.99,USD,H,VPAY00001569,Cleared,2023-06-12
VEND146,US01,VPAY00001569,1,2023-06-04,2023-06-04,2023-06-04,1422.99,USD,S,POINV00001568,Cleared,
VEND320,DE01,POINV00001570,1,2023-04-25,2023-04-25,,-516.64,EUR,H,,Open,2023-06-15
VEND017,IN01,POINV00001571,1,2023-04-25,2023-04-25,2023-05-02,-738.35,INR,H,VPAY00001572,Cleared,2023-06-23
VEND017,IN01,VPAY00001572,1,2023-05-02,2023-05-02,2023-05-02,738.35,INR,S,POINV00001571,Cleared,
VEND100,DE01,POINV00001573,1,2023-04-25,2023-04-25,2023-05-06,-1202.31,EUR,H,VPAY00001574,Cleared,2023-06-12
VEND100,DE01,VPAY00001574,1,2023-05-06,2023-05-06,2023-05-06,1202.31,EUR,S,POINV00001573,Cleared,
VEND382,DE01,POINV00001575,1,2023-04-25,2023-04-25,2023-05-06,-707.63,EUR,H,VPAY00001576,Cleared,2023-06-15
VEND382,DE01,VPAY00001576,1,2023-05-06,2023-05-06,2023-05-06,707.63,EUR,S,POINV00001575,Cleared,
VEND302,US01,POINV00001577,1,2023-04-25,2023-04-25,2023-05-08,-455.92,USD,H,VPAY00001578,Cleared,2023-06-16
VEND302,US01,VPAY00001578,1,2023-05-08,2023-05-08,2023-05-08,455.92,USD,S,POINV00001577,Cleared,
VEND005,US01,POINV00001579,1,2023-04-25,2023-04-25,2023-05-18,-480.06,USD,H,VPAY00001580,Cleared,2023-06-18
VEND005,US01,VPAY00001580,1,2023-05-18,2023-05-18,2023-05-18,480.06,USD,S,POINV00001579,Cleared,
VEND171,US01,POINV00001581,1,2023-04-25,2023-04-25,2023-06-22,-571.62,USD,H,VPAY00001582,Cleared,2023-06-17
VEND171,US01,VPAY00001582,1,2023-06-22,2023-06-22,2023-06-22,571.62,USD,S,POINV00001581,Cleared,
VEND069,US01,POINV00001583,1,2023-04-25,2023-04-25,2023-05-11,-990.83,USD,H,VPAY00001584,Cleared,2023-06-20
VEND069,US01,VPAY00001584,1,2023-05-11,2023-05-11,2023-05-11,990.83,USD,S,POINV00001583,Cleared,
VEND063,DE01,POINV00001585,1,2023-04-25,2023-04-25,2023-06-04,-1277.18,EUR,H,VPAY00001586,Cleared,2023-06-12
VEND063,DE01,VPAY00001586,1,2023-06-04,2023-06-04,2023-06-04,1277.18,EUR,S,POINV00001585,Cleared,
VEND096,IN01,POINV00001587,1,2023-04-25,2023-04-25,,-863.07,INR,H,,Open,2023-06-18
VEND249,DE01,POINV00001588,1,2023-04-25,2023-04-25,2023-05-13,-1178.81,EUR,H,VPAY00001589,Cleared,2023-06-13
VEND249,DE01,VPAY00001589,1,2023-05-13,2023-05-13,2023-05-13,1178.81,EUR,S,POINV00001588,Cleared,
VEND486,US01,POINV00001590,1,2023-04-25,2023-04-25,2023-06-07,-919.73,USD,H,VPAY00001591,Cleared,2023-06-21
VEND486,US01,VPAY00001591,1,2023-06-07,2023-06-07,2023-06-07,919.73,USD,S,POINV00001590,Cleared,
VEND099,US01,POINV00001592,1,2023-04-25,2023-04-25,2023-05-22,-781.72,USD,H,VPAY00001593,Cleared,2023-06-12
VEND099,US01,VPAY00001593,1,2023-05-22,2023-05-22,2023-05-22,781.72,USD,S,POINV00001592,Cleared,
VEND088,IN01,POINV00001594,1,2023-04-25,2023-04-25,,-874.0,INR,H,,Open,2023-06-19
VEND193,IN01,POINV00001595,1,2023-04-25,2023-04-25,2023-06-08,-640.31,INR,H,VPAY00001596,Cleared,2023-06-11
VEND193,IN01,VPAY00001596,1,2023-06-08,2023-06-08,2023-06-08,640.31,INR,S,POINV00001595,Cleared,
VEND423,IN01,POINV00001597,1,2023-04-25,2023-04-25,2023-06-02,-793.0,INR,H,VPAY00001598,Cleared,2023-06-13
VEND423,IN01,VPAY00001598,1,2023-06-02,2023-06-02,2023-06-02,793.0,INR,S,POINV00001597,Cleared,
VEND192,IN01,POINV00001599,1,2023-04-25,2023-04-25,,-546.98,INR,H,,Open,2023-06-10
VEND426,US01,POINV00001600,1,2023-04-25,2023-04-25,2023-05-24,-977.19,USD,H,VPAY00001601,Cleared,2023-06-12
VEND426,US01,VPAY00001601,1,2023-05-24,2023-05-24,2023-05-24,977.19,USD,S,POINV00001600,Cleared,
VEND290,DE01,POINV00001602,1,2023-04-25,2023-04-25,2023-05-27,-1098.38,EUR,H,VPAY00001603,Cleared,2023-06-11
VEND290,DE01,VPAY00001603,1,2023-05-27,2023-05-27,2023-05-27,1098.38,EUR,S,POINV00001602,Cleared,
VEND393,US01,POINV00001604,1,2023-04-25,2023-04-25,2023-05-25,-799.71,USD,H,VPAY00001605,Cleared,2023-06-24
VEND393,US01,VPAY00001605,1,2023-05-25,2023-05-25,2023-05-25,799.71,USD,S,POINV00001604,Cleared,
VEND351,DE01,POINV00001606,1,2023-04-25,2023-04-25,2023-06-07,-814.04,EUR,H,VPAY00001607,Cleared,2023-06-20
VEND351,DE01,VPAY00001607,1,2023-06-07,2023-06-07,2023-06-07,814.04,EUR,S,POINV00001606,Cleared,
VEND380,DE01,POINV00001608,1,2023-04-25,2023-04-25,2023-05-12,-815.02,EUR,H,VPAY00001609,Cleared,2023-06-09
VEND380,DE01,VPAY00001609,1,2023-05-12,2023-05-12,2023-05-12,815.02,EUR,S,POINV00001608,Cleared,
VEND282,US01,POINV00001610,1,2023-04-25,2023-04-25,2023-05-17,-786.82,USD,H,VPAY00001611,Cleared,2023-06-10
VEND282,US01,VPAY00001611,1,2023-05-17,2023-05-17,2023-05-17,786.82,USD,S,POINV00001610,Cleared,
VEND454,IN01,POINV00001612,1,2023-04-25,2023-04-25,2023-06-05,-1240.67,INR,H,VPAY00001613,Cleared,2023-06-16
VEND454,IN01,VPAY00001613,1,2023-06-05,2023-06-05,2023-06-05,1240.67,INR,S,POINV00001612,Cleared,
VEND162,US01,POINV00001614,1,2023-04-25,2023-04-25,2023-05-08,-538.12,USD,H,VPAY00001615,Cleared,2023-06-11
VEND162,US01,VPAY00001615,1,2023-05-08,2023-05-08,2023-05-08,538.12,USD,S,POINV00001614,Cleared,
VEND357,US01,POINV00001616,1,2023-04-25,2023-04-25,,-958.83,USD,H,,Open,2023-06-14
VEND426,DE01,POINV00001617,1,2023-04-25,2023-04-25,,-1314.83,EUR,H,,Open,2023-06-24
VEND220,US01,POINV00001618,1,2023-04-25,2023-04-25,2023-05-03,-259.46,USD,H,VPAY00001619,Cleared,2023-06-14
VEND220,US01,VPAY00001619,1,2023-05-03,2023-05-03,2023-05-03,259.46,USD,S,POINV00001618,Cleared,
VEND344,IN01,POINV00001620,1,2023-04-25,2023-04-25,2023-06-10,-595.59,INR,H,VPAY00001621,Cleared,2023-06-21
VEND344,IN01,VPAY00001621,1,2023-06-10,2023-06-10,2023-06-10,595.59,INR,S,POINV00001620,Cleared,
VEND490,US01,POINV00001622,1,2023-04-25,2023-04-25,2023-05-22,-624.72,USD,H,VPAY00001623,Cleared,2023-06-22
VEND490,US01,VPAY00001623,1,2023-05-22,2023-05-22,2023-05-22,624.72,USD,S,POINV00001622,Cleared,
VEND236,US01,POINV00001624,1,2023-04-25,2023-04-25,2023-06-10,-454.95,USD,H,VPAY00001625,Cleared,2023-06-10
VEND236,US01,VPAY00001625,1,2023-06-10,2023-06-10,2023-06-10,454.95,USD,S,POINV00001624,Cleared,
VEND424,US01,POINV00001626,1,2023-04-25,2023-04-25,2023-06-04,-1266.08,USD,H,VPAY00001627,Cleared,2023-06-17
VEND424,US01,VPAY00001627,1,2023-06-04,2023-06-04,2023-06-04,1266.08,USD,S,POINV00001626,Cleared,
VEND101,US01,POINV00001628,1,2023-04-25,2023-04-25,2023-05-11,-843.86,USD,H,VPAY00001629,Cleared,2023-06-13
VEND101,US01,VPAY00001629,1,2023-05-11,2023-05-11,2023-05-11,843.86,USD,S,POINV00001628,Cleared,
VEND178,DE01,POINV00001630,1,2023-04-25,2023-04-25,2023-06-23,-854.47,EUR,H,VPAY00001631,Cleared,2023-06-16
VEND178,DE01,VPAY00001631,1,2023-06-23,2023-06-23,2023-06-23,854.47,EUR,S,POINV00001630,Cleared,
VEND442,IN01,POINV00001632,1,2023-04-25,2023-04-25,2023-05-21,-697.93,INR,H,VPAY00001633,Cleared,2023-06-13
VEND442,IN01,VPAY00001633,1,2023-05-21,2023-05-21,2023-05-21,697.93,INR,S,POINV00001632,Cleared,
VEND189,IN01,POINV00001634,1,2023-04-25,2023-04-25,2023-05-09,-469.3,INR,H,VPAY00001635,Cleared,2023-06-24
VEND189,IN01,VPAY00001635,1,2023-05-09,2023-05-09,2023-05-09,469.3,INR,S,POINV00001634,Cleared,
VEND316,IN01,POINV00001636,1,2023-04-25,2023-04-25,2023-05-03,-692.21,INR,H,VPAY00001637,Cleared,2023-06-11
VEND316,IN01,VPAY00001637,1,2023-05-03,2023-05-03,2023-05-03,692.21,INR,S,POINV00001636,Cleared,
VEND396,DE01,POINV00001638,1,2023-04-25,2023-04-25,2023-06-17,-182.25,EUR,H,VPAY00001639,Cleared,2023-06-17
VEND396,DE01,VPAY00001639,1,2023-06-17,2023-06-17,2023-06-17,182.25,EUR,S,POINV00001638,Cleared,
VEND006,US01,POINV00001640,1,2023-04-25,2023-04-25,2023-05-30,-1055.42,USD,H,VPAY00001641,Cleared,2023-06-12
VEND006,US01,VPAY00001641,1,2023-05-30,2023-05-30,2023-05-30,1055.42,USD,S,POINV00001640,Cleared,
VEND073,DE01,POINV00001642,1,2023-04-25,2023-04-25,2023-05-04,-1121.84,EUR,H,VPAY00001643,Cleared,2023-06-11
VEND073,DE01,VPAY00001643,1,2023-05-04,2023-05-04,2023-05-04,1121.84,EUR,S,POINV00001642,Cleared,
VEND311,IN01,POINV00001644,1,2023-04-25,2023-04-25,2023-06-13,-558.77,INR,H,VPAY00001645,Cleared,2023-06-24
VEND311,IN01,VPAY00001645,1,2023-06-13,2023-06-13,2023-06-13,558.77,INR,S,POINV00001644,Cleared,
VEND129,IN01,POINV00001646,1,2023-04-26,2023-04-26,2023-06-20,-970.28,INR,H,VPAY00001647,Cleared,2023-06-19
VEND129,IN01,VPAY00001647,1,2023-06-20,2023-06-20,2023-06-20,970.28,INR,S,POINV00001646,Cleared,
VEND111,DE01,POINV00001648,1,2023-04-26,2023-04-26,2023-05-11,-593.83,EUR,H,VPAY00001649,Cleared,2023-06-22
VEND111,DE01,VPAY00001649,1,2023-05-11,2023-05-11,2023-05-11,593.83,EUR,S,POINV00001648,Cleared,
VEND457,US01,POINV00001650,1,2023-04-26,2023-04-26,,-552.91,USD,H,,Open,2023-06-21
VEND362,US01,POINV00001651,1,2023-04-26,2023-04-26,2023-06-01,-1224.85,USD,H,VPAY00001652,Cleared,2023-06-14
VEND362,US01,VPAY00001652,1,2023-06-01,2023-06-01,2023-06-01,1224.85,USD,S,POINV00001651,Cleared,
VEND201,DE01,POINV00001653,1,2023-04-26,2023-04-26,2023-05-18,-649.8,EUR,H,VPAY00001654,Cleared,2023-06-11
VEND201,DE01,VPAY00001654,1,2023-05-18,2023-05-18,2023-05-18,649.8,EUR,S,POINV00001653,Cleared,
VEND212,IN01,POINV00001655,1,2023-04-26,2023-04-26,2023-05-23,-426.8,INR,H,VPAY00001656,Cleared,2023-06-13
VEND212,IN01,VPAY00001656,1,2023-05-23,2023-05-23,2023-05-23,426.8,INR,S,POINV00001655,Cleared,
VEND342,IN01,POINV00001657,1,2023-04-26,2023-04-26,2023-05-13,-948.62,INR,H,VPAY00001658,Cleared,2023-06-19
VEND342,IN01,VPAY00001658,1,2023-05-13,2023-05-13,2023-05-13,948.62,INR,S,POINV00001657,Cleared,
VEND322,DE01,POINV00001659,1,2023-04-26,2023-04-26,2023-05-13,-787.05,EUR,H,VPAY00001660,Cleared,2023-06-14
VEND322,DE01,VPAY00001660,1,2023-05-13,2023-05-13,2023-05-13,787.05,EUR,S,POINV00001659,Cleared,
VEND180,DE01,POINV00001661,1,2023-04-26,2023-04-26,2023-06-08,-1024.35,EUR,H,VPAY00001662,Cleared,2023-06-10
VEND180,DE01,VPAY00001662,1,2023-06-08,2023-06-08,2023-06-08,1024.35,EUR,S,POINV00001661,Cleared,
VEND307,US01,POINV00001663,1,2023-04-26,2023-04-26,,-810.6,USD,H,,Open,2023-06-25
VEND194,DE01,POINV00001664,1,2023-04-26,2023-04-26,,-898.39,EUR,H,,Open,2023-06-18
VEND083,IN01,POINV00001665,1,2023-04-26,2023-04-26,,-1284.13,INR,H,,Open,2023-06-22
VEND107,IN01,POINV00001666,1,2023-04-26,2023-04-26,2023-06-09,-975.29,INR,H,VPAY00001667,Cleared,2023-06-14
VEND107,IN01,VPAY00001667,1,2023-06-09,2023-06-09,2023-06-09,975.29,INR,S,POINV00001666,Cleared,
VEND012,IN01,POINV00001668,1,2023-04-26,2023-04-26,2023-06-24,-707.9,INR,H,VPAY00001669,Cleared,2023-06-19
VEND012,IN01,VPAY00001669,1,2023-06-24,2023-06-24,2023-06-24,707.9,INR,S,POINV00001668,Cleared,
VEND272,US01,POINV00001670,1,2023-04-26,2023-04-26,2023-05-20,-252.59,USD,H,VPAY00001671,Cleared,2023-06-14
VEND272,US01,VPAY00001671,1,2023-05-20,2023-05-20,2023-05-20,252.59,USD,S,POINV00001670,Cleared,
VEND231,US01,POINV00001672,1,2023-04-26,2023-04-26,2023-06-24,-421.84,USD,H,VPAY00001673,Cleared,2023-06-18
VEND231,US01,VPAY00001673,1,2023-06-24,2023-06-24,2023-06-24,421.84,USD,S,POINV00001672,Cleared,
VEND001,DE01,POINV00001674,1,2023-04-26,2023-04-26,2023-06-11,-963.48,EUR,H,VPAY00001675,Cleared,2023-06-19
VEND001,DE01,VPAY00001675,1,2023-06-11,2023-06-11,2023-06-11,963.48,EUR,S,POINV00001674,Cleared,
VEND137,US01,POINV00001676,1,2023-04-26,2023-04-26,2023-06-22,-921.31,USD,H,VPAY00001677,Cleared,2023-06-21
VEND137,US01,VPAY00001677,1,2023-06-22,2023-06-22,2023-06-22,921.31,USD,S,POINV00001676,Cleared,
VEND223,IN01,POINV00001678,1,2023-04-26,2023-04-26,2023-05-03,-963.67,INR,H,VPAY00001679,Cleared,2023-06-18
VEND223,IN01,VPAY00001679,1,2023-05-03,2023-05-03,2023-05-03,963.67,INR,S,POINV00001678,Cleared,
VEND362,IN01,POINV00001680,1,2023-04-26,2023-04-26,2023-05-30,-1071.91,INR,H,VPAY00001681,Cleared,2023-06-13
VEND362,IN01,VPAY00001681,1,2023-05-30,2023-05-30,2023-05-30,1071.91,INR,S,POINV00001680,Cleared,
VEND079,IN01,POINV00001682,1,2023-04-26,2023-04-26,2023-06-14,-823.41,INR,H,VPAY00001683,Cleared,2023-06-13
VEND079,IN01,VPAY00001683,1,2023-06-14,2023-06-14,2023-06-14,823.41,INR,S,POINV00001682,Cleared,
VEND011,US01,POINV00001684,1,2023-04-26,2023-04-26,2023-05-19,-496.3,USD,H,VPAY00001685,Cleared,2023-06-20
VEND011,US01,VPAY00001685,1,2023-05-19,2023-05-19,2023-05-19,496.3,USD,S,POINV00001684,Cleared,
VEND497,IN01,POINV00001686,1,2023-04-26,2023-04-26,2023-06-01,-735.68,INR,H,VPAY00001687,Cleared,2023-06-10
VEND497,IN01,VPAY00001687,1,2023-06-01,2023-06-01,2023-06-01,735.68,INR,S,POINV00001686,Cleared,
VEND465,US01,POINV00001688,1,2023-04-26,2023-04-26,2023-06-25,-742.66,USD,H,VPAY00001689,Cleared,2023-06-16
VEND465,US01,VPAY00001689,1,2023-06-25,2023-06-25,2023-06-25,742.66,USD,S,POINV00001688,Cleared,
VEND410,DE01,POINV00001690,1,2023-04-26,2023-04-26,2023-05-16,-427.55,EUR,H,VPAY00001691,Cleared,2023-06-15
VEND410,DE01,VPAY00001691,1,2023-05-16,2023-05-16,2023-05-16,427.55,EUR,S,POINV00001690,Cleared,
VEND217,IN01,POINV00001692,1,2023-04-26,2023-04-26,2023-05-12,-571.04,INR,H,VPAY00001693,Cleared,2023-06-16
VEND217,IN01,VPAY00001693,1,2023-05-12,2023-05-12,2023-05-12,571.04,INR,S,POINV00001692,Cleared,
VEND271,IN01,POINV00001694,1,2023-04-26,2023-04-26,2023-05-01,-781.33,INR,H,VPAY00001695,Cleared,2023-06-21
VEND271,IN01,VPAY00001695,1,2023-05-01,2023-05-01,2023-05-01,781.33,INR,S,POINV00001694,Cleared,
VEND453,DE01,POINV00001696,1,2023-04-26,2023-04-26,2023-06-13,-1060.76,EUR,H,VPAY00001697,Cleared,2023-06-22
VEND453,DE01,VPAY00001697,1,2023-06-13,2023-06-13,2023-06-13,1060.76,EUR,S,POINV00001696,Cleared,
VEND202,IN01,POINV00001698,1,2023-04-26,2023-04-26,2023-06-21,-419.22,INR,H,VPAY00001699,Cleared,2023-06-11
VEND202,IN01,VPAY00001699,1,2023-06-21,2023-06-21,2023-06-21,419.22,INR,S,POINV00001698,Cleared,
VEND295,DE01,POINV00001700,1,2023-04-26,2023-04-26,2023-05-22,-753.15,EUR,H,VPAY00001701,Cleared,2023-06-16
VEND295,DE01,VPAY00001701,1,2023-05-22,2023-05-22,2023-05-22,753.15,EUR,S,POINV00001700,Cleared,
VEND233,US01,POINV00001702,1,2023-04-26,2023-04-26,,-913.42,USD,H,,Open,2023-06-11
VEND086,IN01,POINV00001703,1,2023-04-26,2023-04-26,2023-05-02,-638.83,INR,H,VPAY00001704,Cleared,2023-06-11
VEND086,IN01,VPAY00001704,1,2023-05-02,2023-05-02,2023-05-02,638.83,INR,S,POINV00001703,Cleared,
VEND316,IN01,POINV00001705,1,2023-04-26,2023-04-26,2023-06-07,-809.85,INR,H,VPAY00001706,Cleared,2023-06-18
VEND316,IN01,VPAY00001706,1,2023-06-07,2023-06-07,2023-06-07,809.85,INR,S,POINV00001705,Cleared,
VEND487,IN01,POINV00001707,1,2023-04-26,2023-04-26,2023-06-12,-30.89,INR,H,VPAY00001708,Cleared,2023-06-15
VEND487,IN01,VPAY00001708,1,2023-06-12,2023-06-12,2023-06-12,30.89,INR,S,POINV00001707,Cleared,
VEND467,DE01,POINV00001709,1,2023-04-26,2023-04-26,2023-05-18,-454.9,EUR,H,VPAY00001710,Cleared,2023-06-23
VEND467,DE01,VPAY00001710,1,2023-05-18,2023-05-18,2023-05-18,454.9,EUR,S,POINV00001709,Cleared,
VEND076,US01,POINV00001711,1,2023-04-26,2023-04-26,2023-05-14,-694.59,USD,H,VPAY00001712,Cleared,2023-06-11
VEND076,US01,VPAY00001712,1,2023-05-14,2023-05-14,2023-05-14,694.59,USD,S,POINV00001711,Cleared,
VEND099,US01,POINV00001713,1,2023-04-26,2023-04-26,,-1045.18,USD,H,,Open,2023-06-21
VEND316,IN01,POINV00001714,1,2023-04-26,2023-04-26,2023-06-24,-614.39,INR,H,VPAY00001715,Cleared,2023-06-22
VEND316,IN01,VPAY00001715,1,2023-06-24,2023-06-24,2023-06-24,614.39,INR,S,POINV00001714,Cleared,
VEND310,US01,POINV00001716,1,2023-04-26,2023-04-26,,-876.2,USD,H,,Open,2023-06-18
VEND223,IN01,POINV00001717,1,2023-04-26,2023-04-26,2023-06-12,-318.36,INR,H,VPAY00001718,Cleared,2023-06-21
VEND223,IN01,VPAY00001718,1,2023-06-12,2023-06-12,2023-06-12,318.36,INR,S,POINV00001717,Cleared,
VEND245,DE01,POINV00001719,1,2023-04-26,2023-04-26,2023-05-23,-763.11,EUR,H,VPAY00001720,Cleared,2023-06-23
VEND245,DE01,VPAY00001720,1,2023-05-23,2023-05-23,2023-05-23,763.11,EUR,S,POINV00001719,Cleared,
