asset_movement_id,asset_number,sub_number,company_code,fiscal_year,depreciation_area,posting_date,acquisition_value,ordinary_depreciation_posted,net_book_value,movement_type
9567,A01470,0,CO02,2023,1,15-09-2023,0,611.16,,Depreciation
9568,A01471,0,CO03,2023,1,15-09-2023,0,1326.73,,Depreciation
9569,A01472,0,CO01,2023,1,15-09-2023,0,1143.76,,Depreciation
9570,A01474,0,CO01,2023,1,15-09-2023,0,3601.09,,Depreciation
9571,A01477,0,CO02,2023,1,15-09-2023,0,983.96,,Depreciation
9572,A01478,0,CO02,2023,1,15-09-2023,0,2712.97,,Depreciation
9573,A01481,0,CO03,2023,1,15-09-2023,0,1934.67,,Depreciation
9574,A01482,0,CO02,2023,1,15-09-2023,0,3470.65,,Depreciation
9575,A01486,0,CO02,2023,1,15-09-2023,0,2437.13,,Depreciation
9576,A01487,0,CO02,2023,1,15-09-2023,0,3659.94,,Depreciation
9577,A01489,0,CO01,2023,1,15-09-2023,0,4431.31,,Depreciation
9578,A01491,0,CO03,2023,1,15-09-2023,0,4705.84,,Depreciation
9579,A01492,0,CO03,2023,1,15-09-2023,0,2706.73,,Depreciation
9580,A01494,0,CO03,2023,1,15-09-2023,0,2546.82,,Depreciation
9581,A01497,0,CO01,2023,1,15-09-2023,0,1286.41,,Depreciation
9582,A01499,0,CO03,2023,1,15-09-2023,0,2967.78,,Depreciation
9583,A01501,0,CO01,2023,1,15-09-2023,0,4619.79,,Depreciation
9584,A01502,0,CO02,2023,1,15-09-2023,0,1347.51,,Depreciation
9585,A01504,0,CO02,2023,1,15-09-2023,0,3408.66,,Depreciation
9586,A01505,0,CO01,2023,1,15-09-2023,0,3713.44,,Depreciation
9587,A01506,0,CO02,2023,1,15-09-2023,0,3630.93,,Depreciation
9588,A01507,0,CO02,2023,1,15-09-2023,0,1959.72,,Depreciation
9589,A01509,0,CO03,2023,1,15-09-2023,0,3071.52,,Depreciation
9590,A01510,0,CO01,2023,1,15-09-2023,0,434.83,,Depreciation
9591,A01511,0,CO03,2023,1,15-09-2023,0,1464.03,,Depreciation
9592,A01512,0,CO03,2023,1,15-09-2023,0,310.32,,Depreciation
9593,A01513,0,CO03,2023,1,15-09-2023,0,4553.29,,Depreciation
9594,A01515,0,CO03,2023,1,15-09-2023,0,1573.57,,Depreciation
9595,A01517,0,CO01,2023,1,15-09-2023,0,4041.84,,Depreciation
9596,A01519,0,CO01,2023,1,15-09-2023,0,2717.93,,Depreciation
9597,A01521,0,CO03,2023,1,15-09-2023,0,3776.11,,Depreciation
9598,A01523,0,CO01,2023,1,15-09-2023,0,1540.68,,Depreciation
9599,A01524,0,CO01,2023,1,15-09-2023,0,2839.09,,Depreciation
9600,A01525,0,CO03,2023,1,15-09-2023,0,3411.16,,Depreciation
9601,A01530,0,CO02,2023,1,15-09-2023,0,4759.5,,Depreciation
9602,A01532,0,CO02,2023,1,15-09-2023,0,216,,Depreciation
9603,A01534,0,CO02,2023,1,15-09-2023,0,3098.5,,Depreciation
9604,A01536,0,CO02,2023,1,15-09-2023,0,4822.58,,Depreciation
9605,A01537,0,CO01,2023,1,15-09-2023,0,1817.75,,Depreciation
9606,A01538,0,CO01,2023,1,15-09-2023,0,4232.19,,Depreciation
9607,A01539,0,CO02,2023,1,15-09-2023,0,193.37,,Depreciation
9608,A01540,0,CO01,2023,1,15-09-2023,0,695.33,,Depreciation
9609,A01542,0,CO01,2023,1,15-09-2023,0,3530.36,,Depreciation
9610,A01546,0,CO03,2023,1,15-09-2023,0,1205.79,,Depreciation
9611,A01547,0,CO02,2023,1,15-09-2023,0,3439.52,,Depreciation
9612,A01548,0,CO03,2023,1,15-09-2023,0,4728.55,,Depreciation
9613,A01549,0,CO01,2023,1,15-09-2023,0,1726.08,,Depreciation
9614,A01550,0,CO02,2023,1,15-09-2023,0,2901.49,,Depreciation
9615,A01551,0,CO02,2023,1,15-09-2023,0,1679.55,,Depreciation
9616,A01553,0,CO02,2023,1,15-09-2023,0,977.83,,Depreciation
9617,A01554,0,CO02,2023,1,15-09-2023,0,3354.65,,Depreciation
9618,A01555,0,CO02,2023,1,15-09-2023,0,3921.18,,Depreciation
9619,A01556,0,CO02,2023,1,15-09-2023,0,495.22,,Depreciation
9620,A01561,0,CO02,2023,1,15-09-2023,0,2162.41,,Depreciation
9621,A01562,0,CO02,2023,1,15-09-2023,0,948.53,,Depreciation
9622,A01563,0,CO01,2023,1,15-09-2023,0,3351.74,,Depreciation
9623,A01564,0,CO01,2023,1,15-09-2023,0,161.54,,Depreciation
9624,A01565,0,CO01,2023,1,15-09-2023,0,2381.87,,Depreciation
9625,A01566,0,CO02,2023,1,15-09-2023,0,4452.99,,Depreciation
9626,A01567,0,CO03,2023,1,15-09-2023,0,501.83,,Depreciation
9627,A01568,0,CO03,2023,1,15-09-2023,0,1622.22,,Depreciation
9628,A01571,0,CO02,2023,1,15-09-2023,0,1319.66,,Depreciation
9629,A01572,0,CO01,2023,1,15-09-2023,0,555.83,,Depreciation
9630,A01573,0,CO01,2023,1,15-09-2023,0,2353.86,,Depreciation
9631,A01576,0,CO01,2023,1,15-09-2023,0,3921.72,,Depreciation
9632,A01577,0,CO02,2023,1,15-09-2023,0,497.66,,Depreciation
9633,A01578,0,CO02,2023,1,15-09-2023,0,949.58,,Depreciation
9634,A01579,0,CO02,2023,1,15-09-2023,0,4447.18,,Depreciation
9635,A01581,0,CO01,2023,1,15-09-2023,0,4830.51,,Depreciation
9636,A01584,0,CO02,2023,1,15-09-2023,0,626.26,,Depreciation
9637,A01585,0,CO01,2023,1,15-09-2023,0,2053.38,,Depreciation
9638,A01586,0,CO02,2023,1,15-09-2023,0,4216.57,,Depreciation
9639,A01587,0,CO03,2023,1,15-09-2023,0,3233.95,,Depreciation
9640,A01591,0,CO01,2023,1,15-09-2023,0,1656.37,,Depreciation
9641,A01592,0,CO03,2023,1,15-09-2023,0,4120.38,,Depreciation
9642,A01593,0,CO02,2023,1,15-09-2023,0,1377.39,,Depreciation
9643,A01594,0,CO03,2023,1,15-09-2023,0,2395.77,,Depreciation
9644,A01597,0,CO02,2023,1,15-09-2023,0,4156.3,,Depreciation
9645,A01598,0,CO03,2023,1,15-09-2023,0,4991.9,,Depreciation
9646,A01600,0,CO02,2023,1,15-09-2023,0,3003.12,,Depreciation
9647,A01603,0,CO02,2023,1,15-09-2023,0,1758.71,,Depreciation
9648,A01606,0,CO01,2023,1,15-09-2023,0,3316.91,,Depreciation
9649,A01608,0,CO01,2023,1,15-09-2023,0,2252.65,,Depreciation
9650,A01609,0,CO03,2023,1,15-09-2023,0,3908.67,,Depreciation
9651,A01610,0,CO01,2023,1,15-09-2023,0,802.99,,Depreciation
9652,A01612,0,CO03,2023,1,15-09-2023,0,3345.73,,Depreciation
9653,A01613,0,CO03,2023,1,15-09-2023,0,1127.77,,Depreciation
9654,A01615,0,CO03,2023,1,15-09-2023,0,2300.22,,Depreciation
9655,A01616,0,CO01,2023,1,15-09-2023,0,2013.68,,Depreciation
9656,A01617,0,CO03,2023,1,15-09-2023,0,3902.81,,Depreciation
9657,A01618,0,CO03,2023,1,15-09-2023,0,842.03,,Depreciation
9658,A01621,0,CO01,2023,1,15-09-2023,0,3053.52,,Depreciation
9659,A01622,0,CO02,2023,1,15-09-2023,0,905.52,,Depreciation
9660,A01624,0,CO02,2023,1,15-09-2023,0,3525.42,,Depreciation
9661,A01627,0,CO03,2023,1,15-09-2023,0,2982.36,,Depreciation
9662,A01631,0,CO01,2023,1,15-09-2023,0,4908.11,,Depreciation
9663,A01632,0,CO03,2023,1,15-09-2023,0,1693.81,,Depreciation
9664,A01633,0,CO02,2023,1,15-09-2023,0,394.54,,Depreciation
9665,A01635,0,CO01,2023,1,15-09-2023,0,2634.3,,Depreciation
9666,A01639,0,CO02,2023,1,15-09-2023,0,1089.44,,Depreciation
9667,A01640,0,CO02,2023,1,15-09-2023,0,4260.73,,Depreciation
9668,A01641,0,CO02,2023,1,15-09-2023,0,3459.33,,Depreciation
9669,A01642,0,CO03,2023,1,15-09-2023,0,2828.44,,Depreciation
9670,A01643,0,CO01,2023,1,15-09-2023,0,1331.33,,Depreciation
9671,A01645,0,CO02,2023,1,15-09-2023,0,3173.33,,Depreciation
9672,A01646,0,CO03,2023,1,15-09-2023,0,3840.92,,Depreciation
9673,A01647,0,CO02,2023,1,15-09-2023,0,3459.28,,Depreciation
9674,A01649,0,CO03,2023,1,15-09-2023,0,286.39,,Depreciation
9675,A01650,0,CO03,2023,1,15-09-2023,0,4256.99,,Depreciation
9676,A01651,0,CO02,2023,1,15-09-2023,0,2981.94,,Depreciation
9677,A01653,0,CO03,2023,1,15-09-2023,0,1048.64,,Depreciation
9678,A01654,0,CO02,2023,1,15-09-2023,0,1087.71,,Depreciation
9679,A01655,0,CO03,2023,1,15-09-2023,0,3103.13,,Depreciation
9680,A01656,0,CO02,2023,1,15-09-2023,0,4719.81,,Depreciation
9681,A01657,0,CO02,2023,1,15-09-2023,0,2409.42,,Depreciation
9682,A01658,0,CO01,2023,1,15-09-2023,0,1847.45,,Depreciation
9683,A01659,0,CO02,2023,1,15-09-2023,0,4440.86,,Depreciation
9684,A01660,0,CO02,2023,1,15-09-2023,0,3648.95,,Depreciation
9685,A01661,0,CO01,2023,1,15-09-2023,0,3396.73,,Depreciation
9686,A01663,0,CO02,2023,1,15-09-2023,0,397.25,,Depreciation
9687,A01665,0,CO03,2023,1,15-09-2023,0,2511.01,,Depreciation
9688,A01666,0,CO02,2023,1,15-09-2023,0,1795.46,,Depreciation
9689,A01667,0,CO02,2023,1,15-09-2023,0,2218.74,,Depreciation
9690,A01668,0,CO03,2023,1,15-09-2023,0,2840.22,,Depreciation
9691,A01669,0,CO01,2023,1,15-09-2023,0,3882.7,,Depreciation
9692,A01670,0,CO01,2023,1,15-09-2023,0,2818.16,,Depreciation
9693,A01672,0,CO02,2023,1,15-09-2023,0,4805.69,,Depreciation
9694,A01673,0,CO03,2023,1,15-09-2023,0,1973.63,,Depreciation
9695,A01677,0,CO01,2023,1,15-09-2023,0,549.58,,Depreciation
9696,A01679,0,CO03,2023,1,15-09-2023,0,2852.81,,Depreciation
9697,A01681,0,CO01,2023,1,15-09-2023,0,1975.57,,Depreciation
9698,A01682,0,CO01,2023,1,15-09-2023,0,4680.51,,Depreciation
9699,A01683,0,CO01,2023,1,15-09-2023,0,1495.52,,Depreciation
9700,A01684,0,CO03,2023,1,15-09-2023,0,4824.74,,Depreciation
9701,A01686,0,CO02,2023,1,15-09-2023,0,1378.95,,Depreciation
9702,A01687,0,CO02,2023,1,15-09-2023,0,2888.13,,Depreciation
9703,A01688,0,CO03,2023,1,15-09-2023,0,3011.94,,Depreciation
9704,A01690,0,CO02,2023,1,15-09-2023,0,4600.3,,Depreciation
9705,A01692,0,CO02,2023,1,15-09-2023,0,3048.58,,Depreciation
9706,A01693,0,CO02,2023,1,15-09-2023,0,4515.15,,Depreciation
9707,A01694,0,CO03,2023,1,15-09-2023,0,2501.65,,Depreciation
9708,A01695,0,CO02,2023,1,15-09-2023,0,4680.86,,Depreciation
9709,A01698,0,CO02,2023,1,15-09-2023,0,4049.99,,Depreciation
9710,A01699,0,CO03,2023,1,15-09-2023,0,1766.79,,Depreciation
9711,A01701,0,CO01,2023,1,15-09-2023,0,3451.08,,Depreciation
9712,A01704,0,CO03,2023,1,15-09-2023,0,1750,,Depreciation
9713,A01705,0,CO03,2023,1,15-09-2023,0,573.77,,Depreciation
9714,A01706,0,CO02,2023,1,15-09-2023,0,3583,,Depreciation
9715,A01707,0,CO03,2023,1,15-09-2023,0,3041.46,,Depreciation
9716,A01709,0,CO03,2023,1,15-09-2023,0,3444.48,,Depreciation
9717,A01710,0,CO03,2023,1,15-09-2023,0,4086.14,,Depreciation
9718,A01711,0,CO02,2023,1,15-09-2023,0,1293.24,,Depreciation
9719,A01712,0,CO02,2023,1,15-09-2023,0,4517.68,,Depreciation
9720,A01714,0,CO03,2023,1,15-09-2023,0,4770.3,,Depreciation
9721,A01715,0,CO02,2023,1,15-09-2023,0,4190.6,,Depreciation
9722,A01717,0,CO02,2023,1,15-09-2023,0,3030.17,,Depreciation
9723,A01719,0,CO02,2023,1,15-09-2023,0,2102.21,,Depreciation
9724,A01720,0,CO01,2023,1,15-09-2023,0,1635.41,,Depreciation
9725,A01721,0,CO02,2023,1,15-09-2023,0,3039.74,,Depreciation
9726,A01722,0,CO02,2023,1,15-09-2023,0,931.54,,Depreciation
9727,A01725,0,CO02,2023,1,15-09-2023,0,2642.77,,Depreciation
9728,A01726,0,CO03,2023,1,15-09-2023,0,374.51,,Depreciation
9729,A01727,0,CO01,2023,1,15-09-2023,0,558.2,,Depreciation
9730,A01728,0,CO03,2023,1,15-09-2023,0,2857.79,,Depreciation
9731,A01731,0,CO01,2023,1,15-09-2023,0,1454.31,,Depreciation
9732,A01732,0,CO01,2023,1,15-09-2023,0,4808.59,,Depreciation
9733,A01733,0,CO02,2023,1,15-09-2023,0,2544.25,,Depreciation
9734,A01734,0,CO03,2023,1,15-09-2023,0,1837.46,,Depreciation
9735,A01735,0,CO01,2023,1,15-09-2023,0,2416.72,,Depreciation
9736,A01737,0,CO03,2023,1,15-09-2023,0,1040.45,,Depreciation
9737,A01738,0,CO02,2023,1,15-09-2023,0,1097.03,,Depreciation
9738,A01739,0,CO01,2023,1,15-09-2023,0,4996.13,,Depreciation
9739,A01740,0,CO03,2023,1,15-09-2023,0,3390.6,,Depreciation
9740,A01741,0,CO01,2023,1,15-09-2023,0,169.56,,Depreciation
9741,A01743,0,CO02,2023,1,15-09-2023,0,2982.25,,Depreciation
9742,A01745,0,CO02,2023,1,15-09-2023,0,4185.5,,Depreciation
9743,A01746,0,CO01,2023,1,15-09-2023,0,1850.83,,Depreciation
9744,A01747,0,CO02,2023,1,15-09-2023,0,1386.61,,Depreciation
9745,A01748,0,CO03,2023,1,15-09-2023,0,1498.41,,Depreciation
9746,A01749,0,CO03,2023,1,15-09-2023,0,4334.56,,Depreciation
9747,A01751,0,CO02,2023,1,15-09-2023,0,3925.37,,Depreciation
9748,A01753,0,CO02,2023,1,15-09-2023,0,1573.32,,Depreciation
9749,A01754,0,CO03,2023,1,15-09-2023,0,2042.51,,Depreciation
9750,A01755,0,CO03,2023,1,15-09-2023,0,1018.17,,Depreciation
9751,A01757,0,CO03,2023,1,15-09-2023,0,4377.8,,Depreciation
9752,A01758,0,CO02,2023,1,15-09-2023,0,2467.86,,Depreciation
9753,A01760,0,CO03,2023,1,15-09-2023,0,1851.83,,Depreciation
9754,A01761,0,CO03,2023,1,15-09-2023,0,918.5,,Depreciation
9755,A01762,0,CO02,2023,1,15-09-2023,0,1355.63,,Depreciation
9756,A01764,0,CO02,2023,1,15-09-2023,0,4937.11,,Depreciation
9757,A01765,0,CO03,2023,1,15-09-2023,0,770.6,,Depreciation
9758,A01766,0,CO02,2023,1,15-09-2023,0,4868.74,,Depreciation
9759,A01768,0,CO02,2023,1,15-09-2023,0,2047.03,,Depreciation
9760,A01769,0,CO01,2023,1,15-09-2023,0,309.03,,Depreciation
9761,A01770,0,CO02,2023,1,15-09-2023,0,3261.78,,Depreciation
9762,A01771,0,CO03,2023,1,15-09-2023,0,3912.3,,Depreciation
9763,A01772,0,CO01,2023,1,15-09-2023,0,1752.04,,Depreciation
9764,A01773,0,CO03,2023,1,15-09-2023,0,4098.68,,Depreciation
9765,A01774,0,CO03,2023,1,15-09-2023,0,2728.72,,Depreciation
9766,A01777,0,CO03,2023,1,15-09-2023,0,2343.16,,Depreciation
9767,A01781,0,CO01,2023,1,15-09-2023,0,1134.31,,Depreciation
9768,A01783,0,CO01,2023,1,15-09-2023,0,1032.87,,Depreciation
9769,A01784,0,CO03,2023,1,15-09-2023,0,4081.93,,Depreciation
9770,A01786,0,CO01,2023,1,15-09-2023,0,1437.15,,Depreciation
9771,A01787,0,CO02,2023,1,15-09-2023,0,3877.54,,Depreciation
9772,A01791,0,CO03,2023,1,15-09-2023,0,2985.91,,Depreciation
9773,A01792,0,CO03,2023,1,15-09-2023,0,4521.83,,Depreciation
9774,A01793,0,CO02,2023,1,15-09-2023,0,3949.93,,Depreciation
9775,A01794,0,CO02,2023,1,15-09-2023,0,1635.7,,Depreciation
9776,A01795,0,CO03,2023,1,15-09-2023,0,2536.38,,Depreciation
9777,A01796,0,CO03,2023,1,15-09-2023,0,4186.9,,Depreciation
9778,A01797,0,CO02,2023,1,15-09-2023,0,1772.73,,Depreciation
9779,A01798,0,CO02,2023,1,15-09-2023,0,2874.34,,Depreciation
9780,A01801,0,CO03,2023,1,15-09-2023,0,716.76,,Depreciation
9781,A01806,0,CO02,2023,1,15-09-2023,0,3401.88,,Depreciation
9782,A01807,0,CO01,2023,1,15-09-2023,0,1625.03,,Depreciation
9783,A01809,0,CO02,2023,1,15-09-2023,0,3050.64,,Depreciation
9784,A01810,0,CO02,2023,1,15-09-2023,0,2275.18,,Depreciation
9785,A01812,0,CO02,2023,1,15-09-2023,0,104.76,,Depreciation
9786,A01815,0,CO03,2023,1,15-09-2023,0,4212.09,,Depreciation
9787,A01816,0,CO03,2023,1,15-09-2023,0,2494.39,,Depreciation
9788,A01817,0,CO02,2023,1,15-09-2023,0,512.66,,Depreciation
9789,A01818,0,CO01,2023,1,15-09-2023,0,4170.56,,Depreciation
9790,A01819,0,CO01,2023,1,15-09-2023,0,3893.38,,Depreciation
9791,A01820,0,CO03,2023,1,15-09-2023,0,3220.37,,Depreciation
9792,A01821,0,CO03,2023,1,15-09-2023,0,214.98,,Depreciation
9793,A01823,0,CO02,2023,1,15-09-2023,0,2967.43,,Depreciation
9794,A01825,0,CO02,2023,1,15-09-2023,0,1071.04,,Depreciation
9795,A01827,0,CO03,2023,1,15-09-2023,0,2496.85,,Depreciation
9796,A01829,0,CO02,2023,1,15-09-2023,0,2905.72,,Depreciation
9797,A01830,0,CO01,2023,1,15-09-2023,0,4086.01,,Depreciation
9798,A01831,0,CO03,2023,1,15-09-2023,0,1051.01,,Depreciation
9799,A01832,0,CO02,2023,1,15-09-2023,0,2586.33,,Depreciation
9800,A01834,0,CO02,2023,1,15-09-2023,0,2179.63,,Depreciation
9801,A01836,0,CO01,2023,1,15-09-2023,0,3264.6,,Depreciation
9802,A01837,0,CO01,2023,1,15-09-2023,0,3240.8,,Depreciation
9803,A01838,0,CO01,2023,1,15-09-2023,0,2798.08,,Depreciation
9804,A01839,0,CO02,2023,1,15-09-2023,0,1120.55,,Depreciation
9805,A01840,0,CO02,2023,1,15-09-2023,0,863.29,,Depreciation
9806,A01842,0,CO02,2023,1,15-09-2023,0,2885.24,,Depreciation
9807,A01844,0,CO01,2023,1,15-09-2023,0,3030.25,,Depreciation
9808,A01845,0,CO03,2023,1,15-09-2023,0,2494.75,,Depreciation
9809,A01847,0,CO02,2023,1,15-09-2023,0,1789.85,,Depreciation
9810,A01850,0,CO02,2023,1,15-09-2023,0,755.51,,Depreciation
9811,A01851,0,CO02,2023,1,15-09-2023,0,3532.58,,Depreciation
9812,A01852,0,CO03,2023,1,15-09-2023,0,4599.01,,Depreciation
9813,A01855,0,CO03,2023,1,15-09-2023,0,1304.92,,Depreciation
9814,A01856,0,CO02,2023,1,15-09-2023,0,2341.49,,Depreciation
9815,A01857,0,CO01,2023,1,15-09-2023,0,2725.75,,Depreciation
9816,A01859,0,CO03,2023,1,15-09-2023,0,2631.74,,Depreciation
9817,A01862,0,CO03,2023,1,15-09-2023,0,3395.28,,Depreciation
9818,A01863,0,CO02,2023,1,15-09-2023,0,1120.86,,Depreciation
9819,A01868,0,CO01,2023,1,15-09-2023,0,205.14,,Depreciation
9820,A01869,0,CO02,2023,1,15-09-2023,0,2959.44,,Depreciation
9821,A01870,0,CO02,2023,1,15-09-2023,0,4485.23,,Depreciation
9822,A01871,0,CO02,2023,1,15-09-2023,0,4083.06,,Depreciation
9823,A01872,0,CO03,2023,1,15-09-2023,0,4339.35,,Depreciation
9824,A01875,0,CO01,2023,1,15-09-2023,0,696.96,,Depreciation
9825,A01876,0,CO02,2023,1,15-09-2023,0,2012.67,,Depreciation
9826,A01878,0,CO01,2023,1,15-09-2023,0,4975.91,,Depreciation
9827,A01879,0,CO01,2023,1,15-09-2023,0,656.38,,Depreciation
9828,A01881,0,CO02,2023,1,15-09-2023,0,955.58,,Depreciation
9829,A01886,0,CO02,2023,1,15-09-2023,0,1596.61,,Depreciation
9830,A01887,0,CO03,2023,1,15-09-2023,0,1664.14,,Depreciation
9831,A01888,0,CO01,2023,1,15-09-2023,0,3271.17,,Depreciation
9832,A01889,0,CO01,2023,1,15-09-2023,0,2790.18,,Depreciation
9833,A01890,0,CO01,2023,1,15-09-2023,0,1878.55,,Depreciation
9834,A01891,0,CO02,2023,1,15-09-2023,0,3229.92,,Depreciation
9835,A01894,0,CO03,2023,1,15-09-2023,0,1914.64,,Depreciation
9836,A01895,0,CO03,2023,1,15-09-2023,0,2539.6,,Depreciation
9837,A01897,0,CO03,2023,1,15-09-2023,0,3916.87,,Depreciation
9838,A01899,0,CO01,2023,1,15-09-2023,0,4798.63,,Depreciation
9839,A01900,0,CO01,2023,1,15-09-2023,0,1522.32,,Depreciation
9840,A01901,0,CO02,2023,1,15-09-2023,0,1516.99,,Depreciation
9841,A01905,0,CO02,2023,1,15-09-2023,0,3135.44,,Depreciation
9842,A01906,0,CO02,2023,1,15-09-2023,0,1661.2,,Depreciation
9843,A01907,0,CO01,2023,1,15-09-2023,0,1361.13,,Depreciation
9844,A01908,0,CO02,2023,1,15-09-2023,0,904.29,,Depreciation
9845,A01911,0,CO02,2023,1,15-09-2023,0,1572.84,,Depreciation
9846,A01912,0,CO01,2023,1,15-09-2023,0,3884.66,,Depreciation
9847,A01913,0,CO01,2023,1,15-09-2023,0,976.02,,Depreciation
9848,A01914,0,CO02,2023,1,15-09-2023,0,3116.27,,Depreciation
9849,A01915,0,CO02,2023,1,15-09-2023,0,2666.46,,Depreciation
9850,A01916,0,CO01,2023,1,15-09-2023,0,2888.9,,Depreciation
9851,A01918,0,CO01,2023,1,15-09-2023,0,706.57,,Depreciation
9852,A01919,0,CO02,2023,1,15-09-2023,0,2455.44,,Depreciation
9853,A01923,0,CO02,2023,1,15-09-2023,0,2800.3,,Depreciation
9854,A01924,0,CO01,2023,1,15-09-2023,0,4590.2,,Depreciation
9855,A01925,0,CO01,2023,1,15-09-2023,0,4289.47,,Depreciation
9856,A01926,0,CO01,2023,1,15-09-2023,0,303.13,,Depreciation
9857,A01929,0,CO01,2023,1,15-09-2023,0,1558.07,,Depreciation
9858,A01930,0,CO03,2023,1,15-09-2023,0,4505.86,,Depreciation
9859,A01931,0,CO03,2023,1,15-09-2023,0,1274.77,,Depreciation
9860,A01932,0,CO02,2023,1,15-09-2023,0,1229.08,,Depreciation
9861,A01933,0,CO03,2023,1,15-09-2023,0,3816.48,,Depreciation
9862,A01934,0,CO01,2023,1,15-09-2023,0,941.23,,Depreciation
9863,A01935,0,CO02,2023,1,15-09-2023,0,2521.85,,Depreciation
9864,A01936,0,CO01,2023,1,15-09-2023,0,1852.09,,Depreciation
9865,A01937,0,CO03,2023,1,15-09-2023,0,2990.18,,Depreciation
9866,A01938,0,CO01,2023,1,15-09-2023,0,1270.18,,Depreciation
9867,A01940,0,CO02,2023,1,15-09-2023,0,3237.3,,Depreciation
9868,A01941,0,CO03,2023,1,15-09-2023,0,894.65,,Depreciation
9869,A01943,0,CO02,2023,1,15-09-2023,0,3745.15,,Depreciation
9870,A01944,0,CO03,2023,1,15-09-2023,0,4393.79,,Depreciation
9871,A01946,0,CO03,2023,1,15-09-2023,0,4313.31,,Depreciation
9872,A01950,0,CO03,2023,1,15-09-2023,0,4833.8,,Depreciation
9873,A01951,0,CO01,2023,1,15-09-2023,0,445.04,,Depreciation
9874,A01952,0,CO01,2023,1,15-09-2023,0,2468.95,,Depreciation
9875,A01953,0,CO02,2023,1,15-09-2023,0,1007.08,,Depreciation
9876,A01955,0,CO02,2023,1,15-09-2023,0,3990.42,,Depreciation
9877,A01956,0,CO02,2023,1,15-09-2023,0,4223.23,,Depreciation
9878,A01957,0,CO03,2023,1,15-09-2023,0,4837.09,,Depreciation
9879,A01958,0,CO01,2023,1,15-09-2023,0,946.12,,Depreciation
9880,A01960,0,CO03,2023,1,15-09-2023,0,4351.7,,Depreciation
9881,A01962,0,CO01,2023,1,15-09-2023,0,4229.95,,Depreciation
9882,A01963,0,CO03,2023,1,15-09-2023,0,1252.68,,Depreciation
9883,A01964,0,CO01,2023,1,15-09-2023,0,4497.13,,Depreciation
9884,A01965,0,CO01,2023,1,15-09-2023,0,1972.1,,Depreciation
9885,A01969,0,CO01,2023,1,15-09-2023,0,4034.94,,Depreciation
9886,A01971,0,CO03,2023,1,15-09-2023,0,2641.69,,Depreciation
9887,A01976,0,CO02,2023,1,15-09-2023,0,1900.89,,Depreciation
9888,A01977,0,CO03,2023,1,15-09-2023,0,124.49,,Depreciation
9889,A01979,0,CO01,2023,1,15-09-2023,0,1124.61,,Depreciation
9890,A01980,0,CO03,2023,1,15-09-2023,0,2788.46,,Depreciation
9891,A01981,0,CO02,2023,1,15-09-2023,0,182.15,,Depreciation
9892,A01982,0,CO02,2023,1,15-09-2023,0,114.26,,Depreciation
9893,A01983,0,CO03,2023,1,15-09-2023,0,3720.8,,Depreciation
9894,A01984,0,CO01,2023,1,15-09-2023,0,536.71,,Depreciation
9895,A01985,0,CO03,2023,1,15-09-2023,0,3020.78,,Depreciation
9896,A01986,0,CO01,2023,1,15-09-2023,0,4082.67,,Depreciation
9897,A01987,0,CO01,2023,1,15-09-2023,0,3091.4,,Depreciation
9898,A01989,0,CO02,2023,1,15-09-2023,0,1974.16,,Depreciation
9899,A01993,0,CO02,2023,1,15-09-2023,0,893.99,,Depreciation
9900,A01995,0,CO03,2023,1,15-09-2023,0,2073.03,,Depreciation
9901,A01998,0,CO02,2023,1,15-09-2023,0,2977.3,,Depreciation
9902,A02000,0,CO01,2023,1,15-09-2023,0,4222.18,,Depreciation
9903,A02002,0,CO03,2023,1,15-09-2023,0,2246.31,,Depreciation
9904,A02003,0,CO02,2023,1,15-09-2023,0,756.03,,Depreciation
9905,A02004,0,CO01,2023,1,15-09-2023,0,3826.05,,Depreciation
9906,A02006,0,CO03,2023,1,15-09-2023,0,1399.94,,Depreciation
9907,A02008,0,CO01,2023,1,15-09-2023,0,1230.94,,Depreciation
9908,A02009,0,CO01,2023,1,15-09-2023,0,811.12,,Depreciation
9909,A02011,0,CO01,2023,1,15-09-2023,0,4954.35,,Depreciation
9910,A02012,0,CO02,2023,1,15-09-2023,0,4998.56,,Depreciation
9911,A02015,0,CO03,2023,1,15-09-2023,0,822.92,,Depreciation
9912,A02016,0,CO02,2023,1,15-09-2023,0,1936.3,,Depreciation
9913,A02017,0,CO03,2023,1,15-09-2023,0,204.67,,Depreciation
9914,A02018,0,CO03,2023,1,15-09-2023,0,3511.21,,Depreciation
9915,A02019,0,CO01,2023,1,15-09-2023,0,4914.67,,Depreciation
9916,A02020,0,CO02,2023,1,15-09-2023,0,3984.48,,Depreciation
9917,A02022,0,CO01,2023,1,15-09-2023,0,3525.62,,Depreciation
9918,A02024,0,CO02,2023,1,15-09-2023,0,381.31,,Depreciation
9919,A02025,0,CO01,2023,1,15-09-2023,0,4504.59,,Depreciation
9920,A02027,0,CO01,2023,1,15-09-2023,0,4749.84,,Depreciation
9921,A02029,0,CO02,2023,1,15-09-2023,0,3637.36,,Depreciation
9922,A02030,0,CO02,2023,1,15-09-2023,0,3830.26,,Depreciation
9923,A02031,0,CO02,2023,1,15-09-2023,0,2531.41,,Depreciation
9924,A02033,0,CO01,2023,1,15-09-2023,0,476.97,,Depreciation
