ar_item_id,document_number,company_code,fiscal_year,line_item,customer_number,posting_date,clearing_date,due_date,amount_local,currency,debit_credit_indicator,is_open
4607,AR00004607,CO03,2023,1,CUST05763,10-10-2023,24-11-2023,22-11-2023,21556.79,USD,S,FALSE
4608,AR00004608,CO02,2023,1,CUST04250,10-10-2023,08-11-2023,24-11-2023,13849.04,USD,S,FALSE
4609,AR00004609,CO01,2023,1,CUST04121,10-10-2023,01-11-2023,23-11-2023,20749.78,USD,S,FALSE
4610,AR00004610,CO01,2023,1,CUST06036,10-10-2023,03-11-2023,18-11-2023,4432.16,USD,S,FALSE
4611,AR00004611,CO01,2023,1,CUST00529,10-10-2023,26-10-2023,30-11-2023,35648.64,USD,S,FALSE
4612,AR00004612,CO02,2023,1,CUST06675,10-10-2023,05-12-2023,02-12-2023,11994.82,USD,S,FALSE
4613,AR00004613,CO01,2023,1,CUST01892,10-10-2023,08-11-2023,01-12-2023,31984.51,USD,S,FALSE
4614,AR00004614,CO02,2023,1,CUST04541,10-10-2023,31-10-2023,20-11-2023,3061.43,USD,S,FALSE
4615,AR00004615,CO01,2023,1,CUST02227,10-10-2023,07-11-2023,29-11-2023,26466.49,USD,S,FALSE
4616,AR00004616,CO02,2023,1,CUST04122,10-10-2023,18-10-2023,22-11-2023,28959.75,USD,S,FALSE
4617,AR00004617,CO01,2023,1,CUST02717,10-10-2023,04-11-2023,24-11-2023,13052.57,USD,S,FALSE
4618,AR00004618,CO01,2023,1,CUST02047,10-10-2023,24-10-2023,27-11-2023,8869.46,USD,S,FALSE
4619,AR00004619,CO01,2023,1,CUST05982,10-10-2023,24-10-2023,25-11-2023,35943.25,USD,S,FALSE
4620,AR00004620,CO01,2023,1,CUST06584,10-10-2023,09-11-2023,18-11-2023,17559.21,USD,S,FALSE
4621,AR00004621,CO02,2023,1,CUST04793,10-10-2023,03-12-2023,27-11-2023,26382.4,USD,S,FALSE
4622,AR00004622,CO02,2023,1,CUST04537,10-10-2023,19-10-2023,18-11-2023,2103.69,USD,S,FALSE
4623,AR00004623,CO02,2023,1,CUST00168,10-10-2023,19-10-2023,25-11-2023,34659.67,USD,S,FALSE
4624,AR00004624,CO01,2023,1,CUST00215,10-10-2023,04-11-2023,22-11-2023,22958.95,USD,S,FALSE
4625,AR00004625,CO01,2023,1,CUST01525,10-10-2023,01-11-2023,19-11-2023,35961.23,USD,S,FALSE
4626,AR00004626,CO03,2023,1,CUST05592,10-10-2023,20-10-2023,30-11-2023,7045.71,USD,S,FALSE
4627,AR00004627,CO01,2023,1,CUST04587,10-10-2023,22-10-2023,15-11-2023,48206.14,USD,S,FALSE
4628,AR00004628,CO01,2023,1,CUST05372,10-10-2023,24-10-2023,26-11-2023,9256.94,USD,S,FALSE
4629,AR00004629,CO01,2023,1,CUST06795,10-10-2023,24-10-2023,24-11-2023,27045.16,USD,S,FALSE
4630,AR00004630,CO03,2023,1,CUST03312,10-10-2023,05-11-2023,11-11-2023,37737.38,USD,S,FALSE
4631,AR00004631,CO01,2023,1,CUST04780,10-10-2023,29-11-2023,22-11-2023,4697.13,USD,S,FALSE
4632,AR00004632,CO01,2023,1,CUST01116,10-10-2023,25-10-2023,23-11-2023,45406.04,USD,S,FALSE
4633,AR00004633,CO02,2023,1,CUST05401,10-10-2023,28-11-2023,26-11-2023,8524.56,USD,S,FALSE
4634,AR00004634,CO03,2023,1,CUST02083,10-10-2023,19-10-2023,14-11-2023,9027.75,USD,S,FALSE
4635,AR00004635,CO01,2023,1,CUST00004,10-10-2023,25-10-2023,15-11-2023,26000.57,USD,S,FALSE
4636,AR00004636,CO02,2023,1,CUST01464,10-10-2023,,15-11-2023,693.96,USD,S,TRUE
4637,AR00004637,CO03,2023,1,CUST02342,10-10-2023,01-11-2023,24-11-2023,20761.03,USD,S,FALSE
4638,AR00004638,CO01,2023,1,CUST00069,11-10-2023,10-11-2023,20-11-2023,43976.62,USD,S,FALSE
4639,AR00004639,CO03,2023,1,CUST03661,11-10-2023,29-10-2023,18-11-2023,31621.84,USD,S,FALSE
4640,AR00004640,CO03,2023,1,CUST01153,11-10-2023,07-12-2023,28-11-2023,23329.84,USD,S,FALSE
4641,AR00004641,CO01,2023,1,CUST05091,11-10-2023,05-11-2023,26-11-2023,20671.68,USD,S,FALSE
4642,AR00004642,CO02,2023,1,CUST05343,11-10-2023,27-10-2023,28-11-2023,18884.22,USD,S,FALSE
4643,AR00004643,CO01,2023,1,CUST05230,11-10-2023,03-12-2023,29-11-2023,45855.37,USD,S,FALSE
4644,AR00004644,CO02,2023,1,CUST01706,11-10-2023,31-10-2023,25-11-2023,13136.7,USD,S,FALSE
4645,AR00004645,CO01,2023,1,CUST02351,11-10-2023,16-10-2023,21-11-2023,45134.16,USD,S,FALSE
4646,AR00004646,CO02,2023,1,CUST04304,11-10-2023,03-11-2023,18-11-2023,43471.37,USD,S,FALSE
4647,AR00004647,CO02,2023,1,CUST05715,11-10-2023,29-10-2023,07-12-2023,37939.76,USD,S,FALSE
4648,AR00004648,CO03,2023,1,CUST03813,11-10-2023,,17-11-2023,46702.5,USD,S,TRUE
4649,AR00004649,CO02,2023,1,CUST02158,11-10-2023,29-11-2023,24-11-2023,41804.06,USD,S,FALSE
4650,AR00004650,CO02,2023,1,CUST04856,11-10-2023,10-11-2023,26-11-2023,25784.39,USD,S,FALSE
4651,AR00004651,CO01,2023,1,CUST01572,11-10-2023,03-11-2023,23-11-2023,48484.18,USD,S,FALSE
4652,AR00004652,CO01,2023,1,CUST04048,11-10-2023,25-10-2023,21-11-2023,6374.26,USD,S,FALSE
4653,AR00004653,CO02,2023,1,CUST00016,11-10-2023,08-11-2023,25-11-2023,16924.15,USD,S,FALSE
4654,AR00004654,CO02,2023,1,CUST02090,11-10-2023,28-10-2023,27-11-2023,33240.88,USD,S,FALSE
4655,AR00004655,CO02,2023,1,CUST04882,11-10-2023,21-11-2023,20-11-2023,46265.35,USD,S,FALSE
4656,AR00004656,CO01,2023,1,CUST04057,11-10-2023,30-11-2023,28-11-2023,40842.42,USD,S,FALSE
4657,AR00004657,CO03,2023,1,CUST06533,11-10-2023,24-10-2023,21-11-2023,44915.15,USD,S,FALSE
4658,AR00004658,CO01,2023,1,CUST05174,11-10-2023,13-12-2023,28-11-2023,14107.36,USD,S,FALSE
4659,AR00004659,CO01,2023,1,CUST03830,11-10-2023,05-11-2023,22-11-2023,17666.97,USD,S,FALSE
4660,AR00004660,CO02,2023,1,CUST01307,11-10-2023,28-10-2023,22-11-2023,47200.49,USD,S,FALSE
4661,AR00004661,CO02,2023,1,CUST03927,11-10-2023,23-10-2023,21-11-2023,1252.83,USD,S,FALSE
4662,AR00004662,CO02,2023,1,CUST03944,11-10-2023,26-10-2023,23-11-2023,9521.4,USD,S,FALSE
4663,AR00004663,CO01,2023,1,CUST06461,11-10-2023,25-10-2023,18-11-2023,35462.76,USD,S,FALSE
4664,AR00004664,CO01,2023,1,CUST01165,11-10-2023,06-11-2023,15-11-2023,15172.63,USD,S,FALSE
4665,AR00004665,CO01,2023,1,CUST03294,11-10-2023,19-10-2023,26-11-2023,43658.62,USD,S,FALSE
4666,AR00004666,CO02,2023,1,CUST01595,11-10-2023,31-10-2023,28-11-2023,13475.71,USD,S,FALSE
4667,AR00004667,CO02,2023,1,CUST01276,11-10-2023,20-10-2023,26-11-2023,31320.02,USD,S,FALSE
4668,AR00004668,CO03,2023,1,CUST06005,11-10-2023,02-11-2023,23-11-2023,38518.42,USD,S,FALSE
4669,AR00004669,CO01,2023,1,CUST03086,11-10-2023,19-10-2023,01-12-2023,49334.58,USD,S,FALSE
4670,AR00004670,CO02,2023,1,CUST02414,11-10-2023,03-11-2023,19-11-2023,10309.21,USD,S,FALSE
4671,AR00004671,CO02,2023,1,CUST00160,11-10-2023,,22-11-2023,4812.49,USD,S,TRUE
4672,AR00004672,CO03,2023,1,CUST04095,11-10-2023,16-10-2023,25-11-2023,34952.21,USD,S,FALSE
4673,AR00004673,CO02,2023,1,CUST02475,11-10-2023,10-12-2023,30-11-2023,42159.03,USD,S,FALSE
4674,AR00004674,CO01,2023,1,CUST06258,11-10-2023,30-10-2023,26-11-2023,38552.41,USD,S,FALSE
4675,AR00004675,CO02,2023,1,CUST04343,12-10-2023,03-11-2023,02-12-2023,19259.67,USD,S,FALSE
4676,AR00004676,CO02,2023,1,CUST01905,12-10-2023,01-11-2023,22-11-2023,48883.07,USD,S,FALSE
4677,AR00004677,CO03,2023,1,CUST04941,12-10-2023,30-10-2023,18-11-2023,7581.24,USD,S,FALSE
4678,AR00004678,CO03,2023,1,CUST00207,12-10-2023,22-10-2023,19-11-2023,9750.81,USD,S,FALSE
4679,AR00004679,CO02,2023,1,CUST04875,12-10-2023,10-11-2023,20-11-2023,896.7,USD,S,FALSE
4680,AR00004680,CO03,2023,1,CUST01498,12-10-2023,19-10-2023,28-11-2023,10773.37,USD,S,FALSE
4681,AR00004681,CO02,2023,1,CUST03701,12-10-2023,09-11-2023,29-11-2023,22555.37,USD,S,FALSE
4682,AR00004682,CO01,2023,1,CUST01103,12-10-2023,08-11-2023,17-11-2023,36698.7,USD,S,FALSE
4683,AR00004683,CO02,2023,1,CUST02506,12-10-2023,21-10-2023,20-11-2023,8521.13,USD,S,FALSE
4684,AR00004684,CO01,2023,1,CUST00631,12-10-2023,20-10-2023,23-11-2023,10216.17,USD,S,FALSE
4685,AR00004685,CO03,2023,1,CUST00916,12-10-2023,04-11-2023,25-11-2023,38987.11,USD,S,FALSE
4686,AR00004686,CO02,2023,1,CUST04327,12-10-2023,25-10-2023,29-11-2023,21978.5,USD,S,FALSE
4687,AR00004687,CO01,2023,1,CUST05641,12-10-2023,10-11-2023,28-11-2023,41919.4,USD,S,FALSE
4688,AR00004688,CO02,2023,1,CUST01438,12-10-2023,06-11-2023,27-11-2023,35199.25,USD,S,FALSE
4689,AR00004689,CO02,2023,1,CUST05001,12-10-2023,04-11-2023,24-11-2023,47613.17,USD,S,FALSE
4690,AR00004690,CO02,2023,1,CUST01477,12-10-2023,06-11-2023,21-11-2023,14348.91,USD,S,FALSE
4691,AR00004691,CO03,2023,1,CUST00292,12-10-2023,18-10-2023,02-12-2023,25480.49,USD,S,FALSE
4692,AR00004692,CO01,2023,1,CUST06122,12-10-2023,28-11-2023,24-11-2023,34843.53,USD,S,FALSE
4693,AR00004693,CO01,2023,1,CUST02588,12-10-2023,10-11-2023,25-11-2023,46036.83,USD,S,FALSE
4694,AR00004694,CO02,2023,1,CUST02319,12-10-2023,25-10-2023,22-11-2023,18233.59,USD,S,FALSE
4695,AR00004695,CO03,2023,1,CUST05779,12-10-2023,22-10-2023,25-11-2023,580.81,USD,S,FALSE
4696,AR00004696,CO02,2023,1,CUST02544,12-10-2023,19-10-2023,28-11-2023,3342.29,USD,S,FALSE
4697,AR00004697,CO02,2023,1,CUST00141,12-10-2023,23-10-2023,25-11-2023,22315.64,USD,S,FALSE
4698,AR00004698,CO03,2023,1,CUST06745,12-10-2023,24-10-2023,30-11-2023,38016.09,USD,S,FALSE
4699,AR00004699,CO03,2023,1,CUST06417,12-10-2023,29-10-2023,24-11-2023,34262.92,USD,S,FALSE
4700,AR00004700,CO01,2023,1,CUST04318,12-10-2023,09-11-2023,29-11-2023,2934.4,USD,S,FALSE
4701,AR00004701,CO03,2023,1,CUST03849,12-10-2023,18-10-2023,01-12-2023,35030.24,USD,S,FALSE
4702,AR00004702,CO01,2023,1,CUST04455,12-10-2023,20-10-2023,25-11-2023,25144.76,USD,S,FALSE
4703,AR00004703,CO02,2023,1,CUST06036,12-10-2023,21-10-2023,04-12-2023,11230.7,USD,S,FALSE
4704,AR00004704,CO03,2023,1,CUST06509,12-10-2023,29-10-2023,21-11-2023,16550.42,USD,S,FALSE
4705,AR00004705,CO01,2023,1,CUST05883,12-10-2023,04-11-2023,28-11-2023,1995.8,USD,S,FALSE
4706,AR00004706,CO02,2023,1,CUST04681,12-10-2023,07-11-2023,23-11-2023,15365.83,USD,S,FALSE
4707,AR00004707,CO02,2023,1,CUST00576,12-10-2023,26-10-2023,15-11-2023,38383.8,USD,S,FALSE
4708,AR00004708,CO02,2023,1,CUST03603,12-10-2023,01-11-2023,04-12-2023,8870.07,USD,S,FALSE
4709,AR00004709,CO01,2023,1,CUST00204,12-10-2023,28-10-2023,22-11-2023,48978.38,USD,S,FALSE
4710,AR00004710,CO03,2023,1,CUST04858,12-10-2023,08-11-2023,15-11-2023,7714.19,USD,S,FALSE
4711,AR00004711,CO01,2023,1,CUST02517,12-10-2023,24-10-2023,03-12-2023,12671.83,USD,S,FALSE
4712,AR00004712,CO03,2023,1,CUST02341,12-10-2023,21-10-2023,25-11-2023,17450.72,USD,S,FALSE
4713,AR00004713,CO02,2023,1,CUST03380,13-10-2023,17-12-2023,06-12-2023,31408.23,USD,S,FALSE
4714,AR00004714,CO01,2023,1,CUST01139,13-10-2023,,26-11-2023,35648.65,USD,S,TRUE
4715,AR00004715,CO02,2023,1,CUST06627,13-10-2023,19-10-2023,25-11-2023,9985.01,USD,S,FALSE
4716,AR00004716,CO01,2023,1,CUST05969,13-10-2023,25-10-2023,20-11-2023,49498.4,USD,S,FALSE
4717,AR00004717,CO01,2023,1,CUST03310,13-10-2023,09-11-2023,27-11-2023,5534.58,USD,S,FALSE
4718,AR00004718,CO02,2023,1,CUST04768,13-10-2023,10-11-2023,21-11-2023,36582.84,USD,S,FALSE
4719,AR00004719,CO02,2023,1,CUST01557,13-10-2023,06-11-2023,26-11-2023,1368.55,USD,S,FALSE
4720,AR00004720,CO01,2023,1,CUST00499,13-10-2023,26-10-2023,30-11-2023,20323.24,USD,S,FALSE
4721,AR00004721,CO03,2023,1,CUST00555,13-10-2023,27-10-2023,26-11-2023,24286.9,USD,S,FALSE
4722,AR00004722,CO02,2023,1,CUST02576,13-10-2023,24-10-2023,29-11-2023,16313.14,USD,S,FALSE
4723,AR00004723,CO03,2023,1,CUST01410,13-10-2023,08-11-2023,28-11-2023,30942.92,USD,S,FALSE
4724,AR00004724,CO02,2023,1,CUST01506,13-10-2023,05-11-2023,10-12-2023,19546.87,USD,S,FALSE
4725,AR00004725,CO01,2023,1,CUST06091,13-10-2023,27-10-2023,23-11-2023,8448.39,USD,S,FALSE
4726,AR00004726,CO02,2023,1,CUST05001,13-10-2023,10-11-2023,25-11-2023,40774.8,USD,S,FALSE
4727,AR00004727,CO02,2023,1,CUST00927,13-10-2023,27-10-2023,21-11-2023,6838.02,USD,S,FALSE
4728,AR00004728,CO03,2023,1,CUST00341,13-10-2023,24-10-2023,26-11-2023,38476.02,USD,S,FALSE
4729,AR00004729,CO01,2023,1,CUST06409,13-10-2023,07-11-2023,28-11-2023,27772.5,USD,S,FALSE
4730,AR00004730,CO02,2023,1,CUST06821,13-10-2023,12-11-2023,24-11-2023,876.47,USD,S,FALSE
4731,AR00004731,CO02,2023,1,CUST06953,13-10-2023,22-10-2023,25-11-2023,20369.73,USD,S,FALSE
4732,AR00004732,CO02,2023,1,CUST01378,13-10-2023,18-10-2023,02-12-2023,21583.27,USD,S,FALSE
4733,AR00004733,CO01,2023,1,CUST03208,13-10-2023,25-10-2023,25-11-2023,18885.73,USD,S,FALSE
4734,AR00004734,CO02,2023,1,CUST05869,13-10-2023,24-10-2023,28-11-2023,3118.6,USD,S,FALSE
4735,AR00004735,CO03,2023,1,CUST01072,13-10-2023,02-12-2023,24-11-2023,40708.53,USD,S,FALSE
4736,AR00004736,CO03,2023,1,CUST04704,13-10-2023,01-11-2023,21-11-2023,47176.09,USD,S,FALSE
4737,AR00004737,CO03,2023,1,CUST00766,13-10-2023,07-11-2023,29-11-2023,27502.93,USD,S,FALSE
4738,AR00004738,CO03,2023,1,CUST03095,13-10-2023,09-11-2023,26-11-2023,2848.78,USD,S,FALSE
4739,AR00004739,CO01,2023,1,CUST05862,13-10-2023,26-11-2023,18-11-2023,20442.5,USD,S,FALSE
4740,AR00004740,CO02,2023,1,CUST00884,13-10-2023,27-10-2023,29-11-2023,34978.9,USD,S,FALSE
4741,AR00004741,CO02,2023,1,CUST00462,13-10-2023,25-10-2023,25-11-2023,22505.35,USD,S,FALSE
4742,AR00004742,CO02,2023,1,CUST00056,13-10-2023,05-11-2023,29-11-2023,12815.36,USD,S,FALSE
4743,AR00004743,CO03,2023,1,CUST04320,13-10-2023,09-11-2023,22-11-2023,37947.47,USD,S,FALSE
4744,AR00004744,CO01,2023,1,CUST02610,13-10-2023,30-10-2023,28-11-2023,8166.48,USD,S,FALSE
4745,AR00004745,CO02,2023,1,CUST04253,13-10-2023,25-10-2023,21-11-2023,19847.99,USD,S,FALSE
4746,AR00004746,CO03,2023,1,CUST05338,13-10-2023,18-10-2023,03-12-2023,37613.22,USD,S,FALSE
4747,AR00004747,CO03,2023,1,CUST06491,13-10-2023,01-11-2023,20-11-2023,40859.93,USD,S,FALSE
4748,AR00004748,CO03,2023,1,CUST06720,13-10-2023,21-10-2023,27-11-2023,35685.91,USD,S,FALSE
4749,AR00004749,CO01,2023,1,CUST05681,13-10-2023,07-11-2023,30-11-2023,3552.91,USD,S,FALSE
4750,AR00004750,CO03,2023,1,CUST01667,13-10-2023,06-11-2023,22-11-2023,1593.58,USD,S,FALSE
4751,AR00004751,CO01,2023,1,CUST01852,13-10-2023,05-11-2023,21-11-2023,36892.67,USD,S,FALSE
4752,AR00004752,CO03,2023,1,CUST03714,13-10-2023,12-11-2023,24-11-2023,29796.75,USD,S,FALSE
4753,AR00004753,CO02,2023,1,CUST05189,14-10-2023,29-10-2023,30-11-2023,35844.02,USD,S,FALSE
4754,AR00004754,CO01,2023,1,CUST04328,14-10-2023,13-11-2023,26-11-2023,38870.81,USD,S,FALSE
4755,AR00004755,CO03,2023,1,CUST01480,14-10-2023,27-10-2023,26-11-2023,17533.31,USD,S,FALSE
4756,AR00004756,CO02,2023,1,CUST01624,14-10-2023,09-11-2023,25-11-2023,14546.4,USD,S,FALSE
4757,AR00004757,CO01,2023,1,CUST05326,14-10-2023,11-11-2023,22-11-2023,1780.45,USD,S,FALSE
4758,AR00004758,CO02,2023,1,CUST02240,14-10-2023,21-10-2023,24-11-2023,38258.72,USD,S,FALSE
4759,AR00004759,CO02,2023,1,CUST00630,14-10-2023,07-11-2023,02-12-2023,19873.66,USD,S,FALSE
4760,AR00004760,CO01,2023,1,CUST00743,14-10-2023,13-11-2023,04-12-2023,24785.16,USD,S,FALSE
4761,AR00004761,CO03,2023,1,CUST06045,15-10-2023,14-11-2023,26-11-2023,49674.39,USD,S,FALSE
4762,AR00004762,CO01,2023,1,CUST04632,15-10-2023,31-10-2023,15-11-2023,29051.94,USD,S,FALSE
4763,AR00004763,CO03,2023,1,CUST00302,15-10-2023,07-11-2023,01-12-2023,7336.63,USD,S,FALSE
4764,AR00004764,CO02,2023,1,CUST00496,15-10-2023,30-10-2023,21-11-2023,11462.99,USD,S,FALSE
4765,AR00004765,CO02,2023,1,CUST04856,15-10-2023,27-10-2023,02-12-2023,43676.29,USD,S,FALSE
4766,AR00004766,CO01,2023,1,CUST02779,15-10-2023,26-10-2023,04-12-2023,48176.57,USD,S,FALSE
4767,AR00004767,CO03,2023,1,CUST04020,15-10-2023,22-10-2023,06-12-2023,45145.98,USD,S,FALSE
4768,AR00004768,CO02,2023,1,CUST02504,16-10-2023,05-11-2023,28-11-2023,1366.47,USD,S,FALSE
4769,AR00004769,CO02,2023,1,CUST00484,16-10-2023,24-10-2023,29-11-2023,35346.01,USD,S,FALSE
4770,AR00004770,CO03,2023,1,CUST00434,16-10-2023,26-10-2023,28-11-2023,41526.9,USD,S,FALSE
4771,AR00004771,CO03,2023,1,CUST03747,16-10-2023,31-10-2023,28-11-2023,25132.84,USD,S,FALSE
4772,AR00004772,CO01,2023,1,CUST02809,16-10-2023,06-11-2023,03-12-2023,4837.37,USD,S,FALSE
4773,AR00004773,CO02,2023,1,CUST02791,16-10-2023,15-11-2023,02-12-2023,44192.27,USD,S,FALSE
4774,AR00004774,CO01,2023,1,CUST05563,16-10-2023,14-11-2023,30-11-2023,2460.64,USD,S,FALSE
4775,AR00004775,CO03,2023,1,CUST00993,16-10-2023,29-10-2023,03-12-2023,47407.74,USD,S,FALSE
4776,AR00004776,CO02,2023,1,CUST02992,16-10-2023,03-11-2023,02-12-2023,40369.95,USD,S,FALSE
4777,AR00004777,CO01,2023,1,CUST01483,16-10-2023,05-11-2023,29-11-2023,14421.58,USD,S,FALSE
4778,AR00004778,CO03,2023,1,CUST03143,16-10-2023,05-11-2023,21-11-2023,5771.56,USD,S,FALSE
4779,AR00004779,CO01,2023,1,CUST01959,16-10-2023,06-11-2023,29-11-2023,39054.13,USD,S,FALSE
4780,AR00004780,CO03,2023,1,CUST02298,16-10-2023,15-11-2023,26-11-2023,38926.34,USD,S,FALSE
4781,AR00004781,CO01,2023,1,CUST01169,16-10-2023,22-10-2023,24-11-2023,16709.59,USD,S,FALSE
4782,AR00004782,CO02,2023,1,CUST06999,16-10-2023,22-10-2023,14-12-2023,16337.83,USD,S,FALSE
4783,AR00004783,CO03,2023,1,CUST03841,16-10-2023,28-10-2023,27-11-2023,22075.78,USD,S,FALSE
4784,AR00004784,CO01,2023,1,CUST06364,16-10-2023,,23-11-2023,31007.08,USD,S,TRUE
4785,AR00004785,CO02,2023,1,CUST06821,16-10-2023,02-11-2023,23-11-2023,16927,USD,S,FALSE
4786,AR00004786,CO03,2023,1,CUST04710,16-10-2023,05-11-2023,08-12-2023,36070.21,USD,S,FALSE
4787,AR00004787,CO02,2023,1,CUST00420,16-10-2023,28-10-2023,04-12-2023,39102.01,USD,S,FALSE
4788,AR00004788,CO02,2023,1,CUST05899,16-10-2023,13-11-2023,25-11-2023,46342.78,USD,S,FALSE
4789,AR00004789,CO01,2023,1,CUST04266,16-10-2023,27-10-2023,04-12-2023,14406.67,USD,S,FALSE
4790,AR00004790,CO03,2023,1,CUST01817,16-10-2023,,20-11-2023,32647.93,USD,S,TRUE
4791,AR00004791,CO02,2023,1,CUST00079,16-10-2023,26-10-2023,27-11-2023,19620.89,USD,S,FALSE
4792,AR00004792,CO02,2023,1,CUST06936,16-10-2023,,01-12-2023,41952.28,USD,S,TRUE
4793,AR00004793,CO01,2023,1,CUST01002,16-10-2023,12-11-2023,23-11-2023,42919.03,USD,S,FALSE
4794,AR00004794,CO03,2023,1,CUST05682,16-10-2023,12-11-2023,04-12-2023,25934.56,USD,S,FALSE
4795,AR00004795,CO01,2023,1,CUST00040,16-10-2023,08-11-2023,03-12-2023,32501.34,USD,S,FALSE
4796,AR00004796,CO02,2023,1,CUST01557,16-10-2023,31-10-2023,29-11-2023,6115.07,USD,S,FALSE
4797,AR00004797,CO01,2023,1,CUST03468,16-10-2023,07-12-2023,28-11-2023,41489.61,USD,S,FALSE
4798,AR00004798,CO01,2023,1,CUST04240,16-10-2023,13-11-2023,05-12-2023,12132.31,USD,S,FALSE
4799,AR00004799,CO01,2023,1,CUST05127,16-10-2023,29-10-2023,22-11-2023,5503.93,USD,S,FALSE
4800,AR00004800,CO02,2023,1,CUST01913,16-10-2023,30-10-2023,05-12-2023,37041.56,USD,S,FALSE
4801,AR00004801,CO01,2023,1,CUST03379,16-10-2023,12-11-2023,04-12-2023,38631.87,USD,S,FALSE
4802,AR00004802,CO02,2023,1,CUST03488,16-10-2023,25-10-2023,07-12-2023,46225.97,USD,S,FALSE
4803,AR00004803,CO01,2023,1,CUST01182,16-10-2023,06-11-2023,22-11-2023,6596.64,USD,S,FALSE
4804,AR00004804,CO01,2023,1,CUST03264,16-10-2023,12-11-2023,24-11-2023,4324.58,USD,S,FALSE
4805,AR00004805,CO02,2023,1,CUST04124,16-10-2023,06-11-2023,21-11-2023,5597.19,USD,S,FALSE
4806,AR00004806,CO02,2023,1,CUST02245,16-10-2023,12-11-2023,03-12-2023,31477.59,USD,S,FALSE
4807,AR00004807,CO01,2023,1,CUST04320,16-10-2023,,04-12-2023,40711,USD,S,TRUE
4808,AR00004808,CO03,2023,1,CUST02328,16-10-2023,06-11-2023,26-11-2023,8200.17,USD,S,FALSE
4809,AR00004809,CO03,2023,1,CUST05852,16-10-2023,11-11-2023,04-12-2023,7803.37,USD,S,FALSE
4810,AR00004810,CO03,2023,1,CUST06971,17-10-2023,,02-12-2023,47358.35,USD,S,TRUE
4811,AR00004811,CO02,2023,1,CUST05852,17-10-2023,28-10-2023,03-12-2023,29481.21,USD,S,FALSE
4812,AR00004812,CO01,2023,1,CUST00777,17-10-2023,23-10-2023,01-12-2023,40372.66,USD,S,FALSE
4813,AR00004813,CO03,2023,1,CUST00495,17-10-2023,15-11-2023,29-11-2023,7514.23,USD,S,FALSE
4814,AR00004814,CO01,2023,1,CUST06348,17-10-2023,30-10-2023,07-12-2023,15095.63,USD,S,FALSE
4815,AR00004815,CO03,2023,1,CUST05947,17-10-2023,25-10-2023,24-11-2023,2221.99,USD,S,FALSE
4816,AR00004816,CO01,2023,1,CUST05420,17-10-2023,03-11-2023,02-12-2023,15484.36,USD,S,FALSE
4817,AR00004817,CO01,2023,1,CUST06055,17-10-2023,29-10-2023,05-12-2023,21175.45,USD,S,FALSE
4818,AR00004818,CO03,2023,1,CUST02834,17-10-2023,22-10-2023,25-11-2023,40851.66,USD,S,FALSE
4819,AR00004819,CO02,2023,1,CUST05947,17-10-2023,26-10-2023,02-12-2023,29643.91,USD,S,FALSE
4820,AR00004820,CO01,2023,1,CUST06950,17-10-2023,15-11-2023,09-12-2023,18290.08,USD,S,FALSE
4821,AR00004821,CO01,2023,1,CUST05223,17-10-2023,02-12-2023,29-11-2023,2026.42,USD,S,FALSE
4822,AR00004822,CO02,2023,1,CUST04872,17-10-2023,,01-12-2023,47870.02,USD,S,TRUE
4823,AR00004823,CO02,2023,1,CUST04653,17-10-2023,,07-12-2023,49563.04,USD,S,TRUE
4824,AR00004824,CO03,2023,1,CUST01346,17-10-2023,30-10-2023,06-12-2023,33631.35,USD,S,FALSE
4825,AR00004825,CO02,2023,1,CUST02294,17-10-2023,01-11-2023,06-12-2023,26168.08,USD,S,FALSE
4826,AR00004826,CO03,2023,1,CUST02970,17-10-2023,22-10-2023,02-12-2023,8188.71,USD,S,FALSE
4827,AR00004827,CO01,2023,1,CUST03101,17-10-2023,13-11-2023,05-12-2023,28989.71,USD,S,FALSE
4828,AR00004828,CO01,2023,1,CUST03342,17-10-2023,13-11-2023,04-12-2023,31736.49,USD,S,FALSE
4829,AR00004829,CO01,2023,1,CUST02387,17-10-2023,06-11-2023,01-12-2023,21032.88,USD,S,FALSE
4830,AR00004830,CO03,2023,1,CUST04376,17-10-2023,23-10-2023,27-11-2023,38778.07,USD,S,FALSE
4831,AR00004831,CO02,2023,1,CUST04008,17-10-2023,22-10-2023,05-12-2023,10171.82,USD,S,FALSE
4832,AR00004832,CO02,2023,1,CUST02065,17-10-2023,05-11-2023,04-12-2023,3451.95,USD,S,FALSE
4833,AR00004833,CO01,2023,1,CUST04049,17-10-2023,02-11-2023,07-12-2023,44439.46,USD,S,FALSE
4834,AR00004834,CO02,2023,1,CUST00050,17-10-2023,12-11-2023,20-11-2023,2518.18,USD,S,FALSE
4835,AR00004835,CO01,2023,1,CUST05030,17-10-2023,27-10-2023,24-11-2023,3650.46,USD,S,FALSE
4836,AR00004836,CO03,2023,1,CUST03116,17-10-2023,14-11-2023,02-12-2023,11112.9,USD,S,FALSE
4837,AR00004837,CO02,2023,1,CUST02425,17-10-2023,26-10-2023,25-11-2023,23192.38,USD,S,FALSE
4838,AR00004838,CO02,2023,1,CUST02266,17-10-2023,23-10-2023,28-11-2023,35479.78,USD,S,FALSE
4839,AR00004839,CO03,2023,1,CUST02061,17-10-2023,22-10-2023,02-12-2023,17290.67,USD,S,FALSE
