ap_item_id,document_number,company_code,fiscal_year,line_item,vendor_number,posting_date,clearing_date,due_date,amount_local,currency,debit_credit_indicator,is_open
2938,AP00002938,CO03,2023,1,VEND00443,12-09-2023,03-11-2023,01-11-2023,16194.4,USD,H,FALSE
2939,AP00002939,CO03,2023,1,VEND00990,12-09-2023,15-11-2023,06-11-2023,18683.89,USD,H,FALSE
2940,AP00002940,CO02,2023,1,VEND01003,12-09-2023,05-11-2023,04-11-2023,15937.23,USD,H,FALSE
2941,AP00002941,CO02,2023,1,VEND01048,13-09-2023,19-09-2023,30-10-2023,3431.28,USD,H,FALSE
2942,AP00002942,CO01,2023,1,VEND01476,13-09-2023,04-10-2023,09-11-2023,11542.06,USD,H,FALSE
2943,AP00002943,CO01,2023,1,VEND00391,13-09-2023,02-10-2023,06-11-2023,3525.3,USD,H,FALSE
2944,AP00002944,CO01,2023,1,VEND01350,13-09-2023,01-10-2023,10-11-2023,8801.33,USD,H,FALSE
2945,AP00002945,CO02,2023,1,VEND01456,13-09-2023,04-11-2023,01-11-2023,11394.22,USD,H,FALSE
2946,AP00002946,CO03,2023,1,VEND01254,13-09-2023,28-09-2023,07-11-2023,10019.86,USD,H,FALSE
2947,AP00002947,CO03,2023,1,VEND01339,13-09-2023,28-09-2023,15-11-2023,9517.07,USD,H,FALSE
2948,AP00002948,CO01,2023,1,VEND00363,13-09-2023,04-10-2023,13-11-2023,797.1,USD,H,FALSE
2949,AP00002949,CO03,2023,1,VEND00583,13-09-2023,18-09-2023,08-11-2023,18202.76,USD,H,FALSE
2950,AP00002950,CO01,2023,1,VEND00487,13-09-2023,02-10-2023,28-10-2023,13708.41,USD,H,FALSE
2951,AP00002951,CO02,2023,1,VEND00126,13-09-2023,,03-11-2023,12696.05,USD,H,TRUE
2952,AP00002952,CO02,2023,1,VEND00698,13-09-2023,01-10-2023,09-11-2023,15263.91,USD,H,FALSE
2953,AP00002953,CO01,2023,1,VEND00126,13-09-2023,27-09-2023,05-11-2023,18934.78,USD,H,FALSE
2954,AP00002954,CO02,2023,1,VEND00459,13-09-2023,08-11-2023,05-11-2023,1229.31,USD,H,FALSE
2955,AP00002955,CO02,2023,1,VEND00953,13-09-2023,13-11-2023,10-11-2023,3213.54,USD,H,FALSE
2956,AP00002956,CO01,2023,1,VEND01477,13-09-2023,30-09-2023,12-11-2023,12833.84,USD,H,FALSE
2957,AP00002957,CO01,2023,1,VEND01041,13-09-2023,12-11-2023,10-11-2023,17733.91,USD,H,FALSE
2958,AP00002958,CO01,2023,1,VEND00769,13-09-2023,28-09-2023,07-11-2023,4505.6,USD,H,FALSE
2959,AP00002959,CO02,2023,1,VEND00670,13-09-2023,03-10-2023,01-11-2023,8868.47,USD,H,FALSE
2960,AP00002960,CO01,2023,1,VEND00295,13-09-2023,09-10-2023,03-11-2023,1705.73,USD,H,FALSE
2961,AP00002961,CO02,2023,1,VEND00617,13-09-2023,23-09-2023,05-11-2023,16929.71,USD,H,FALSE
2962,AP00002962,CO03,2023,1,VEND01097,13-09-2023,07-10-2023,04-11-2023,15088,USD,H,FALSE
2963,AP00002963,CO01,2023,1,VEND00654,13-09-2023,05-10-2023,09-11-2023,1705.71,USD,H,FALSE
2964,AP00002964,CO02,2023,1,VEND00992,13-09-2023,08-10-2023,03-11-2023,1564.95,USD,H,FALSE
2965,AP00002965,CO02,2023,1,VEND00631,13-09-2023,11-10-2023,06-11-2023,16989.82,USD,H,FALSE
2966,AP00002966,CO03,2023,1,VEND00448,13-09-2023,27-09-2023,28-10-2023,19602.27,USD,H,FALSE
2967,AP00002967,CO03,2023,1,VEND00069,14-09-2023,08-10-2023,07-11-2023,15149.03,USD,H,FALSE
2968,AP00002968,CO02,2023,1,VEND00650,14-09-2023,25-09-2023,15-11-2023,8511.19,USD,H,FALSE
2969,AP00002969,CO01,2023,1,VEND00602,14-09-2023,24-09-2023,08-11-2023,14034.75,USD,H,FALSE
2970,AP00002970,CO02,2023,1,VEND00640,14-09-2023,29-09-2023,29-10-2023,9680.72,USD,H,FALSE
2971,AP00002971,CO01,2023,1,VEND00882,14-09-2023,02-10-2023,02-11-2023,17858.49,USD,H,FALSE
2972,AP00002972,CO02,2023,1,VEND00046,14-09-2023,21-09-2023,06-11-2023,13703.36,USD,H,FALSE
2973,AP00002973,CO03,2023,1,VEND01337,14-09-2023,25-09-2023,11-11-2023,16413.9,USD,H,FALSE
2974,AP00002974,CO02,2023,1,VEND01388,14-09-2023,22-09-2023,10-11-2023,771.5,USD,H,FALSE
2975,AP00002975,CO02,2023,1,VEND00587,14-09-2023,30-09-2023,13-11-2023,393.74,USD,H,FALSE
2976,AP00002976,CO03,2023,1,VEND00170,14-09-2023,14-11-2023,08-11-2023,14656.24,USD,H,FALSE
2977,AP00002977,CO02,2023,1,VEND00555,14-09-2023,08-10-2023,09-11-2023,17660.87,USD,H,FALSE
2978,AP00002978,CO01,2023,1,VEND00605,14-09-2023,30-09-2023,04-11-2023,19534.19,USD,H,FALSE
2979,AP00002979,CO01,2023,1,VEND00111,14-09-2023,09-10-2023,27-10-2023,4379.21,USD,H,FALSE
2980,AP00002980,CO02,2023,1,VEND01125,14-09-2023,25-09-2023,03-11-2023,16603.11,USD,H,FALSE
2981,AP00002981,CO02,2023,1,VEND01289,14-09-2023,07-11-2023,05-11-2023,18973.04,USD,H,FALSE
2982,AP00002982,CO03,2023,1,VEND01286,14-09-2023,06-10-2023,10-11-2023,4778.42,USD,H,FALSE
2983,AP00002983,CO03,2023,1,VEND00086,14-09-2023,10-10-2023,01-11-2023,8514.8,USD,H,FALSE
2984,AP00002984,CO03,2023,1,VEND00715,14-09-2023,07-10-2023,06-11-2023,3554.16,USD,H,FALSE
2985,AP00002985,CO01,2023,1,VEND00328,14-09-2023,06-10-2023,04-11-2023,7114.26,USD,H,FALSE
2986,AP00002986,CO01,2023,1,VEND00369,14-09-2023,26-09-2023,06-11-2023,5389.32,USD,H,FALSE
2987,AP00002987,CO01,2023,1,VEND01496,14-09-2023,12-10-2023,13-11-2023,5302.63,USD,H,FALSE
2988,AP00002988,CO02,2023,1,VEND00992,14-09-2023,26-09-2023,11-11-2023,2958.94,USD,H,FALSE
2989,AP00002989,CO03,2023,1,VEND00161,15-09-2023,,22-11-2023,7659.67,USD,H,TRUE
2990,AP00002990,CO03,2023,1,VEND00601,15-09-2023,01-10-2023,10-11-2023,2912.42,USD,H,FALSE
2991,AP00002991,CO03,2023,1,VEND01006,15-09-2023,12-10-2023,05-11-2023,17962.94,USD,H,FALSE
2992,AP00002992,CO01,2023,1,VEND01092,15-09-2023,29-09-2023,05-11-2023,19819.91,USD,H,FALSE
2993,AP00002993,CO02,2023,1,VEND01055,15-09-2023,07-10-2023,08-11-2023,9025,USD,H,FALSE
2994,AP00002994,CO01,2023,1,VEND00810,15-09-2023,05-11-2023,04-11-2023,10327.84,USD,H,FALSE
2995,AP00002995,CO03,2023,1,VEND00477,15-09-2023,28-09-2023,06-11-2023,14519.5,USD,H,FALSE
2996,AP00002996,CO01,2023,1,VEND00991,15-09-2023,22-09-2023,07-11-2023,16793.53,USD,H,FALSE
2997,AP00002997,CO03,2023,1,VEND00049,15-09-2023,04-10-2023,01-11-2023,4530.41,USD,H,FALSE
2998,AP00002998,CO02,2023,1,VEND01129,15-09-2023,19-11-2023,17-11-2023,10173.54,USD,H,FALSE
2999,AP00002999,CO03,2023,1,VEND00129,15-09-2023,29-09-2023,09-11-2023,7430.9,USD,H,FALSE
3000,AP00003000,CO01,2023,1,VEND00340,15-09-2023,06-10-2023,14-11-2023,5002.64,USD,H,FALSE
3001,AP00003001,CO01,2023,1,VEND00818,15-09-2023,09-10-2023,10-11-2023,17778.29,USD,H,FALSE
3002,AP00003002,CO03,2023,1,VEND00670,15-09-2023,13-10-2023,08-11-2023,13599.88,USD,H,FALSE
3003,AP00003003,CO02,2023,1,VEND00919,15-09-2023,21-09-2023,02-11-2023,5837.43,USD,H,FALSE
3004,AP00003004,CO02,2023,1,VEND00013,15-09-2023,08-11-2023,06-11-2023,1602.33,USD,H,FALSE
3005,AP00003005,CO01,2023,1,VEND00221,15-09-2023,29-09-2023,10-11-2023,16197.46,USD,H,FALSE
3006,AP00003006,CO02,2023,1,VEND00976,15-09-2023,13-10-2023,08-11-2023,3359.62,USD,H,FALSE
3007,AP00003007,CO03,2023,1,VEND01288,15-09-2023,27-11-2023,19-11-2023,2750.79,USD,H,FALSE
3008,AP00003008,CO01,2023,1,VEND00006,15-09-2023,09-10-2023,10-11-2023,18868.75,USD,H,FALSE
3009,AP00003009,CO03,2023,1,VEND01034,15-09-2023,15-10-2023,07-11-2023,16515.56,USD,H,FALSE
3010,AP00003010,CO02,2023,1,VEND00557,15-09-2023,22-09-2023,15-11-2023,2969.94,USD,H,FALSE
3011,AP00003011,CO03,2023,1,VEND00791,15-09-2023,04-10-2023,13-11-2023,920.43,USD,H,FALSE
3012,AP00003012,CO01,2023,1,VEND00780,15-09-2023,04-10-2023,06-11-2023,3034.78,USD,H,FALSE
3013,AP00003013,CO03,2023,1,VEND00352,15-09-2023,25-09-2023,16-11-2023,4762.5,USD,H,FALSE
3014,AP00003014,CO02,2023,1,VEND01329,15-09-2023,14-10-2023,17-11-2023,18230.29,USD,H,FALSE
3015,AP00003015,CO01,2023,1,VEND00682,16-09-2023,27-11-2023,17-11-2023,9939.42,USD,H,FALSE
3016,AP00003016,CO01,2023,1,VEND00833,16-09-2023,06-10-2023,10-11-2023,19665.08,USD,H,FALSE
3017,AP00003017,CO02,2023,1,VEND00651,16-09-2023,14-10-2023,14-11-2023,2417.5,USD,H,FALSE
3018,AP00003018,CO01,2023,1,VEND00740,16-09-2023,12-10-2023,10-11-2023,7760.05,USD,H,FALSE
3019,AP00003019,CO01,2023,1,VEND00511,17-09-2023,06-10-2023,15-11-2023,10940.22,USD,H,FALSE
3020,AP00003020,CO03,2023,1,VEND00812,17-09-2023,29-09-2023,11-11-2023,3575.53,USD,H,FALSE
3021,AP00003021,CO03,2023,1,VEND00790,17-09-2023,16-10-2023,14-11-2023,5292.79,USD,H,FALSE
3022,AP00003022,CO02,2023,1,VEND00446,18-09-2023,03-10-2023,07-11-2023,14799.76,USD,H,FALSE
3023,AP00003023,CO02,2023,1,VEND01204,18-09-2023,05-10-2023,10-11-2023,17527.38,USD,H,FALSE
3024,AP00003024,CO01,2023,1,VEND00177,18-09-2023,09-10-2023,08-11-2023,9916.79,USD,H,FALSE
3025,AP00003025,CO03,2023,1,VEND01218,18-09-2023,20-11-2023,12-11-2023,8627.36,USD,H,FALSE
3026,AP00003026,CO01,2023,1,VEND00429,18-09-2023,10-10-2023,13-11-2023,13007.21,USD,H,FALSE
3027,AP00003027,CO01,2023,1,VEND00836,18-09-2023,16-10-2023,06-11-2023,10157.97,USD,H,FALSE
3028,AP00003028,CO03,2023,1,VEND00166,18-09-2023,16-10-2023,11-11-2023,9110.27,USD,H,FALSE
3029,AP00003029,CO03,2023,1,VEND00827,18-09-2023,27-09-2023,24-11-2023,15223.48,USD,H,FALSE
3030,AP00003030,CO01,2023,1,VEND00279,18-09-2023,10-10-2023,03-11-2023,11510.07,USD,H,FALSE
3031,AP00003031,CO03,2023,1,VEND00175,18-09-2023,25-09-2023,16-11-2023,3549.67,USD,H,FALSE
3032,AP00003032,CO03,2023,1,VEND01495,18-09-2023,29-11-2023,19-11-2023,12174.32,USD,H,FALSE
3033,AP00003033,CO02,2023,1,VEND00735,18-09-2023,07-10-2023,08-11-2023,13517.37,USD,H,FALSE
3034,AP00003034,CO03,2023,1,VEND00013,18-09-2023,26-11-2023,17-11-2023,6405.85,USD,H,FALSE
3035,AP00003035,CO02,2023,1,VEND01239,18-09-2023,17-11-2023,10-11-2023,17590.31,USD,H,FALSE
3036,AP00003036,CO01,2023,1,VEND01214,18-09-2023,18-10-2023,13-11-2023,18092.15,USD,H,FALSE
3037,AP00003037,CO02,2023,1,VEND01032,18-09-2023,24-11-2023,20-11-2023,2412.05,USD,H,FALSE
3038,AP00003038,CO01,2023,1,VEND00314,18-09-2023,02-10-2023,18-11-2023,8890.78,USD,H,FALSE
3039,AP00003039,CO03,2023,1,VEND00620,18-09-2023,10-10-2023,05-11-2023,6838.52,USD,H,FALSE
3040,AP00003040,CO01,2023,1,VEND01465,18-09-2023,18-11-2023,11-11-2023,16764.56,USD,H,FALSE
3041,AP00003041,CO02,2023,1,VEND00331,18-09-2023,10-11-2023,04-11-2023,8509.42,USD,H,FALSE
3042,AP00003042,CO01,2023,1,VEND00242,19-09-2023,04-10-2023,11-11-2023,5736.69,USD,H,FALSE
3043,AP00003043,CO02,2023,1,VEND00627,19-09-2023,25-09-2023,02-11-2023,938.06,USD,H,FALSE
3044,AP00003044,CO01,2023,1,VEND01469,19-09-2023,13-10-2023,19-11-2023,6892.07,USD,H,FALSE
3045,AP00003045,CO03,2023,1,VEND01366,19-09-2023,24-11-2023,20-11-2023,467.67,USD,H,FALSE
3046,AP00003046,CO01,2023,1,VEND00532,19-09-2023,05-10-2023,10-11-2023,2820.62,USD,H,FALSE
3047,AP00003047,CO03,2023,1,VEND00051,19-09-2023,19-10-2023,14-11-2023,4532.46,USD,H,FALSE
3048,AP00003048,CO01,2023,1,VEND00829,19-09-2023,19-11-2023,13-11-2023,9214.76,USD,H,FALSE
3049,AP00003049,CO03,2023,1,VEND00963,19-09-2023,08-10-2023,10-11-2023,14597.42,USD,H,FALSE
3050,AP00003050,CO02,2023,1,VEND00313,19-09-2023,10-10-2023,14-11-2023,15848.99,USD,H,FALSE
3051,AP00003051,CO01,2023,1,VEND01101,19-09-2023,,04-11-2023,3548.69,USD,H,TRUE
3052,AP00003052,CO01,2023,1,VEND01091,19-09-2023,18-10-2023,06-11-2023,3985.85,USD,H,FALSE
3053,AP00003053,CO03,2023,1,VEND01444,19-09-2023,16-11-2023,07-11-2023,5871.39,USD,H,FALSE
3054,AP00003054,CO01,2023,1,VEND00131,19-09-2023,27-09-2023,16-11-2023,7531.42,USD,H,FALSE
3055,AP00003055,CO02,2023,1,VEND00431,19-09-2023,25-09-2023,03-11-2023,12587.24,USD,H,FALSE
3056,AP00003056,CO03,2023,1,VEND00766,19-09-2023,06-10-2023,14-11-2023,2797.56,USD,H,FALSE
3057,AP00003057,CO03,2023,1,VEND00125,19-09-2023,14-10-2023,12-11-2023,5748.61,USD,H,FALSE
3058,AP00003058,CO01,2023,1,VEND00909,19-09-2023,14-10-2023,06-11-2023,6050.38,USD,H,FALSE
3059,AP00003059,CO02,2023,1,VEND01234,19-09-2023,12-10-2023,07-11-2023,12856.66,USD,H,FALSE
3060,AP00003060,CO02,2023,1,VEND01406,19-09-2023,03-10-2023,11-11-2023,11527.33,USD,H,FALSE
3061,AP00003061,CO02,2023,1,VEND01139,19-09-2023,08-10-2023,14-11-2023,18374.42,USD,H,FALSE
3062,AP00003062,CO03,2023,1,VEND00853,19-09-2023,03-10-2023,11-11-2023,6690.31,USD,H,FALSE
3063,AP00003063,CO01,2023,1,VEND01083,19-09-2023,25-11-2023,18-11-2023,13639.32,USD,H,FALSE
3064,AP00003064,CO02,2023,1,VEND00012,19-09-2023,09-10-2023,08-11-2023,19747.77,USD,H,FALSE
3065,AP00003065,CO02,2023,1,VEND01348,19-09-2023,26-09-2023,19-11-2023,1522.52,USD,H,FALSE
3066,AP00003066,CO02,2023,1,VEND00570,19-09-2023,16-10-2023,10-11-2023,10888.98,USD,H,FALSE
3067,AP00003067,CO01,2023,1,VEND00868,19-09-2023,08-10-2023,14-11-2023,1401.07,USD,H,FALSE
3068,AP00003068,CO01,2023,1,VEND01181,19-09-2023,28-09-2023,20-11-2023,10596.76,USD,H,FALSE
3069,AP00003069,CO01,2023,1,VEND00411,19-09-2023,19-10-2023,11-11-2023,3482.12,USD,H,FALSE
3070,AP00003070,CO02,2023,1,VEND01398,20-09-2023,27-09-2023,16-11-2023,11581.45,USD,H,FALSE
3071,AP00003071,CO01,2023,1,VEND01162,20-09-2023,15-10-2023,11-11-2023,5150.19,USD,H,FALSE
3072,AP00003072,CO01,2023,1,VEND01319,20-09-2023,30-09-2023,21-11-2023,14038.01,USD,H,FALSE
3073,AP00003073,CO02,2023,1,VEND01020,20-09-2023,24-11-2023,18-11-2023,10589.44,USD,H,FALSE
3074,AP00003074,CO03,2023,1,VEND01411,20-09-2023,26-09-2023,11-11-2023,2186.85,USD,H,FALSE
3075,AP00003075,CO02,2023,1,VEND01159,20-09-2023,13-10-2023,11-11-2023,3620.5,USD,H,FALSE
3076,AP00003076,CO01,2023,1,VEND01482,20-09-2023,20-10-2023,24-11-2023,1772.69,USD,H,FALSE
3077,AP00003077,CO01,2023,1,VEND01491,20-09-2023,30-09-2023,12-11-2023,12845.18,USD,H,FALSE
3078,AP00003078,CO03,2023,1,VEND00646,20-09-2023,,17-11-2023,4651.49,USD,H,TRUE
3079,AP00003079,CO03,2023,1,VEND00039,20-09-2023,20-10-2023,04-11-2023,14440.83,USD,H,FALSE
3080,AP00003080,CO01,2023,1,VEND01087,20-09-2023,19-11-2023,15-11-2023,13448.12,USD,H,FALSE
3081,AP00003081,CO02,2023,1,VEND00845,20-09-2023,25-09-2023,15-11-2023,6502.64,USD,H,FALSE
3082,AP00003082,CO02,2023,1,VEND00940,20-09-2023,20-10-2023,15-11-2023,8541.85,USD,H,FALSE
3083,AP00003083,CO01,2023,1,VEND00110,20-09-2023,27-09-2023,09-11-2023,1964.03,USD,H,FALSE
3084,AP00003084,CO02,2023,1,VEND00762,20-09-2023,20-10-2023,19-11-2023,4425.48,USD,H,FALSE
3085,AP00003085,CO01,2023,1,VEND00108,20-09-2023,28-09-2023,16-11-2023,14316.62,USD,H,FALSE
3086,AP00003086,CO02,2023,1,VEND01106,20-09-2023,14-10-2023,20-11-2023,2584.72,USD,H,FALSE
3087,AP00003087,CO02,2023,1,VEND00794,20-09-2023,02-10-2023,15-11-2023,2858.85,USD,H,FALSE
3088,AP00003088,CO02,2023,1,VEND01159,20-09-2023,03-10-2023,13-11-2023,9179.04,USD,H,FALSE
3089,AP00003089,CO02,2023,1,VEND01432,20-09-2023,10-10-2023,13-11-2023,7042.4,USD,H,FALSE
3090,AP00003090,CO03,2023,1,VEND00198,20-09-2023,15-10-2023,23-11-2023,18250.55,USD,H,FALSE
3091,AP00003091,CO01,2023,1,VEND00690,20-09-2023,16-10-2023,03-11-2023,6895.14,USD,H,FALSE
3092,AP00003092,CO02,2023,1,VEND01269,20-09-2023,10-10-2023,24-11-2023,4990.94,USD,H,FALSE
3093,AP00003093,CO03,2023,1,VEND00359,20-09-2023,14-10-2023,15-11-2023,19115.78,USD,H,FALSE
3094,AP00003094,CO03,2023,1,VEND01285,20-09-2023,06-10-2023,17-11-2023,12995.52,USD,H,FALSE
3095,AP00003095,CO01,2023,1,VEND00815,20-09-2023,12-10-2023,23-11-2023,2543.37,USD,H,FALSE
3096,AP00003096,CO02,2023,1,VEND00229,21-09-2023,21-11-2023,14-11-2023,11820.62,USD,H,FALSE
3097,AP00003097,CO01,2023,1,VEND01282,21-09-2023,02-10-2023,19-11-2023,12736.34,USD,H,FALSE
3098,AP00003098,CO03,2023,1,VEND00966,21-09-2023,18-10-2023,14-11-2023,19886.89,USD,H,FALSE
3099,AP00003099,CO03,2023,1,VEND00156,21-09-2023,29-09-2023,23-11-2023,11606.76,USD,H,FALSE
3100,AP00003100,CO02,2023,1,VEND00458,21-09-2023,19-11-2023,10-11-2023,10057.49,USD,H,FALSE
3101,AP00003101,CO01,2023,1,VEND00982,21-09-2023,29-09-2023,19-11-2023,9667.42,USD,H,FALSE
3102,AP00003102,CO01,2023,1,VEND01187,21-09-2023,21-10-2023,21-11-2023,8546.6,USD,H,FALSE
3103,AP00003103,CO02,2023,1,VEND00536,21-09-2023,15-10-2023,08-11-2023,13682.82,USD,H,FALSE
3104,AP00003104,CO01,2023,1,VEND00022,21-09-2023,15-10-2023,17-11-2023,9295.89,USD,H,FALSE
3105,AP00003105,CO03,2023,1,VEND00764,21-09-2023,15-10-2023,13-11-2023,10774.97,USD,H,FALSE
3106,AP00003106,CO02,2023,1,VEND01305,21-09-2023,,15-11-2023,9115.09,USD,H,TRUE
3107,AP00003107,CO02,2023,1,VEND00179,21-09-2023,27-09-2023,22-11-2023,4883.36,USD,H,FALSE
3108,AP00003108,CO03,2023,1,VEND01329,21-09-2023,30-09-2023,10-11-2023,15409.5,USD,H,FALSE
3109,AP00003109,CO03,2023,1,VEND00345,21-09-2023,26-09-2023,14-11-2023,9951.46,USD,H,FALSE
3110,AP00003110,CO02,2023,1,VEND01493,21-09-2023,05-10-2023,06-11-2023,11289.28,USD,H,FALSE
3111,AP00003111,CO01,2023,1,VEND00346,21-09-2023,29-09-2023,14-11-2023,13100.62,USD,H,FALSE
3112,AP00003112,CO03,2023,1,VEND00946,21-09-2023,28-09-2023,15-11-2023,19224.41,USD,H,FALSE
3113,AP00003113,CO01,2023,1,VEND01176,21-09-2023,05-10-2023,23-11-2023,10290.07,USD,H,FALSE
3114,AP00003114,CO01,2023,1,VEND01000,21-09-2023,07-10-2023,27-11-2023,5852.55,USD,H,FALSE
3115,AP00003115,CO03,2023,1,VEND01396,21-09-2023,22-11-2023,20-11-2023,13394.19,USD,H,FALSE
3116,AP00003116,CO02,2023,1,VEND00183,21-09-2023,30-09-2023,11-11-2023,5709.63,USD,H,FALSE
3117,AP00003117,CO02,2023,1,VEND01448,21-09-2023,13-10-2023,05-11-2023,8617.63,USD,H,FALSE
3118,AP00003118,CO01,2023,1,VEND00932,21-09-2023,06-10-2023,12-11-2023,17131.16,USD,H,FALSE
3119,AP00003119,CO01,2023,1,VEND00138,21-09-2023,03-10-2023,15-11-2023,12099.26,USD,H,FALSE
3120,AP00003120,CO01,2023,1,VEND00032,22-09-2023,18-10-2023,16-11-2023,17097.78,USD,H,FALSE
3121,AP00003121,CO01,2023,1,VEND01301,22-09-2023,08-10-2023,21-11-2023,15098.29,USD,H,FALSE
3122,AP00003122,CO01,2023,1,VEND00979,22-09-2023,15-10-2023,12-11-2023,985.33,USD,H,FALSE
3123,AP00003123,CO02,2023,1,VEND00061,22-09-2023,21-10-2023,15-11-2023,16773.17,USD,H,FALSE
3124,AP00003124,CO03,2023,1,VEND00450,22-09-2023,13-10-2023,09-11-2023,14292.39,USD,H,FALSE
3125,AP00003125,CO01,2023,1,VEND00131,22-09-2023,,11-11-2023,18032.88,USD,H,TRUE
3126,AP00003126,CO02,2023,1,VEND01287,22-09-2023,30-09-2023,15-11-2023,17219.22,USD,H,FALSE
3127,AP00003127,CO03,2023,1,VEND01171,22-09-2023,,21-11-2023,3731.16,USD,H,TRUE
3128,AP00003128,CO01,2023,1,VEND00691,22-09-2023,02-10-2023,11-11-2023,17985.7,USD,H,FALSE
3129,AP00003129,CO03,2023,1,VEND00022,22-09-2023,01-12-2023,24-11-2023,7139.56,USD,H,FALSE
3130,AP00003130,CO02,2023,1,VEND00102,22-09-2023,20-10-2023,21-11-2023,10065.57,USD,H,FALSE
3131,AP00003131,CO03,2023,1,VEND00458,22-09-2023,04-10-2023,21-11-2023,9288.17,USD,H,FALSE
3132,AP00003132,CO02,2023,1,VEND01025,22-09-2023,22-10-2023,20-11-2023,6866.72,USD,H,FALSE
3133,AP00003133,CO03,2023,1,VEND01465,22-09-2023,17-10-2023,09-11-2023,7496.93,USD,H,FALSE
3134,AP00003134,CO03,2023,1,VEND01218,22-09-2023,03-10-2023,07-11-2023,10674.91,USD,H,FALSE
3135,AP00003135,CO03,2023,1,VEND00337,22-09-2023,04-10-2023,19-11-2023,18951.53,USD,H,FALSE
3136,AP00003136,CO02,2023,1,VEND00739,22-09-2023,27-09-2023,11-11-2023,2861.23,USD,H,FALSE
3137,AP00003137,CO03,2023,1,VEND00227,22-09-2023,08-10-2023,15-11-2023,6796.63,USD,H,FALSE
3138,AP00003138,CO03,2023,1,VEND01292,22-09-2023,08-10-2023,25-11-2023,4029.8,USD,H,FALSE
3139,AP00003139,CO03,2023,1,VEND00359,22-09-2023,18-10-2023,14-11-2023,4476.45,USD,H,FALSE
3140,AP00003140,CO01,2023,1,VEND00498,22-09-2023,09-10-2023,18-11-2023,2320.3,USD,H,FALSE
3141,AP00003141,CO02,2023,1,VEND01021,22-09-2023,,12-11-2023,9376.01,USD,H,TRUE
3142,AP00003142,CO01,2023,1,VEND01157,22-09-2023,24-11-2023,19-11-2023,14760.65,USD,H,FALSE
3143,AP00003143,CO03,2023,1,VEND01087,22-09-2023,05-10-2023,14-11-2023,6671.13,USD,H,FALSE
3144,AP00003144,CO01,2023,1,VEND01211,22-09-2023,09-10-2023,10-11-2023,16020.64,USD,H,FALSE
3145,AP00003145,CO03,2023,1,VEND00241,22-09-2023,03-10-2023,19-11-2023,14277.88,USD,H,FALSE
3146,AP00003146,CO01,2023,1,VEND00074,22-09-2023,,21-11-2023,12393.16,USD,H,TRUE
3147,AP00003147,CO02,2023,1,VEND01430,22-09-2023,18-10-2023,08-11-2023,10303.9,USD,H,FALSE
3148,AP00003148,CO03,2023,1,VEND00013,23-09-2023,03-10-2023,08-11-2023,15450.98,USD,H,FALSE
3149,AP00003149,CO03,2023,1,VEND01492,23-09-2023,10-10-2023,24-11-2023,5986.22,USD,H,FALSE
3150,AP00003150,CO02,2023,1,VEND01429,23-09-2023,02-10-2023,15-11-2023,9090.35,USD,H,FALSE
3151,AP00003151,CO03,2023,1,VEND01100,23-09-2023,13-10-2023,13-11-2023,19249.39,USD,H,FALSE
3152,AP00003152,CO01,2023,1,VEND00220,23-09-2023,04-10-2023,16-11-2023,7851.64,USD,H,FALSE
3153,AP00003153,CO02,2023,1,VEND00476,24-09-2023,02-12-2023,22-11-2023,2815.78,USD,H,FALSE
3154,AP00003154,CO01,2023,1,VEND00606,24-09-2023,21-11-2023,20-11-2023,11369.98,USD,H,FALSE
3155,AP00003155,CO03,2023,1,VEND01200,24-09-2023,23-11-2023,15-11-2023,1411.81,USD,H,FALSE
3156,AP00003156,CO03,2023,1,VEND00716,24-09-2023,30-09-2023,21-11-2023,6087.83,USD,H,FALSE
3157,AP00003157,CO01,2023,1,VEND01164,25-09-2023,05-10-2023,26-11-2023,9147.1,USD,H,FALSE
3158,AP00003158,CO02,2023,1,VEND01087,25-09-2023,13-10-2023,16-11-2023,11773.98,USD,H,FALSE
3159,AP00003159,CO01,2023,1,VEND00333,25-09-2023,01-10-2023,27-11-2023,15454.57,USD,H,FALSE
3160,AP00003160,CO02,2023,1,VEND00154,25-09-2023,16-10-2023,14-11-2023,14314.61,USD,H,FALSE
3161,AP00003161,CO01,2023,1,VEND00111,25-09-2023,28-11-2023,21-11-2023,16513.99,USD,H,FALSE
3162,AP00003162,CO03,2023,1,VEND00302,25-09-2023,25-10-2023,21-11-2023,9089.2,USD,H,FALSE
3163,AP00003163,CO03,2023,1,VEND00537,25-09-2023,22-10-2023,19-11-2023,9869.48,USD,H,FALSE
3164,AP00003164,CO02,2023,1,VEND00906,25-09-2023,30-09-2023,17-11-2023,2809.65,USD,H,FALSE
3165,AP00003165,CO03,2023,1,VEND01050,25-09-2023,03-10-2023,16-11-2023,5536.02,USD,H,FALSE
3166,AP00003166,CO03,2023,1,VEND00605,25-09-2023,25-10-2023,11-11-2023,10939.94,USD,H,FALSE
3167,AP00003167,CO03,2023,1,VEND00250,25-09-2023,06-10-2023,15-11-2023,7111.21,USD,H,FALSE
3168,AP00003168,CO03,2023,1,VEND00012,25-09-2023,15-10-2023,09-11-2023,12326.83,USD,H,FALSE
3169,AP00003169,CO02,2023,1,VEND00434,25-09-2023,15-10-2023,26-11-2023,2218,USD,H,FALSE
3170,AP00003170,CO02,2023,1,VEND00122,25-09-2023,16-10-2023,23-11-2023,1241.54,USD,H,FALSE
