customer_id,customer_name,customer_tier,payment_terms
CUST-01263,Lowe Inc,A,NET60
CUST-01264,Garcia-Carter,C,NET30
CUST-01265,"Mcdowell, Howell and Nelson",B,NET60
CUST-01266,"Stephens, Mueller and Beard",C,NET30
CUST-01267,Snyder LLC,B,NET30
CUST-01268,"Johnston, Martinez and Taylor",C,NET30
CUST-01269,Tyler Inc,C,NET45
CUST-01270,Mathis PLC,B,NET30
CUST-01271,Murray-Grant,B,NET30
CUST-01272,Thomas-Stanley,C,NET45
CUST-01273,Brooks PLC,A,NET45
CUST-01274,Stone-Reed,A,NET30
CUST-01275,Wells Ltd,C,NET30
CUST-01276,Williams-Johnson,B,NET30
CUST-01277,Thomas Inc,C,NET60
CUST-01278,Dillon-Jenkins,C,NET30
CUST-01279,Moses and Sons,C,NET30
CUST-01280,Green-Davila,A,NET30
CUST-01281,Walton-Gomez,A,NET30
CUST-01282,"Morris, Vega and Jones",B,NET30
CUST-01283,Ramirez Inc,B,NET30
CUST-01284,"Munoz, Dudley and Bennett",B,NET45
CUST-01285,"Simmons, Gonzalez and Rodriguez",B,NET60
CUST-01286,Maldonado-Huff,C,NET30
CUST-01287,"Wong, Harris and Johnson",B,NET30
CUST-01288,Burns-Dixon,B,NET45
CUST-01289,Floyd-Jordan,C,NET30
CUST-01290,Hunter-Clark,B,NET30
CUST-01291,"Gonzalez, Brooks and Rice",C,NET30
CUST-01292,Brown-Hudson,C,NET30
CUST-01293,"Russell, Abbott and Foster",B,NET30
CUST-01294,Moore-Williams,A,NET45
CUST-01295,"Meadows, Medina and Bullock",A,NET30
CUST-01296,Powell PLC,C,NET30
CUST-01297,"Wolfe, Walker and Wilkins",C,NET30
CUST-01298,Miller-Montoya,C,NET45
CUST-01299,Berry-Flores,C,NET45
CUST-01300,Moore-Navarro,A,NET45
CUST-01301,Shepherd-Walls,A,NET30
CUST-01302,"Ramirez, Baker and Vazquez",A,NET30
CUST-01303,Garcia Ltd,A,NET60
CUST-01304,Jenkins-Parker,C,NET30
CUST-01305,Hines Inc,C,NET30
CUST-01306,"Thomas, Walters and Wright",A,NET30
CUST-01307,"Mclaughlin, Lewis and Smith",B,NET30
CUST-01308,Logan-Berry,C,NET30
CUST-01309,Figueroa PLC,A,NET30
CUST-01310,Scott-King,B,NET30
CUST-01311,Kelly-Mendoza,A,NET30
CUST-01312,Castillo PLC,C,NET45
CUST-01313,Ryan Group,C,NET30
CUST-01314,"Austin, Foster and Berry",B,NET30
CUST-01315,"Wright, Larsen and Williams",B,NET30
CUST-01316,"Martinez, Jenkins and Green",B,NET45
CUST-01317,Hernandez Inc,C,NET30
CUST-01318,Long-Morris,A,NET30
CUST-01319,Burton PLC,C,NET30
CUST-01320,Montoya LLC,A,NET30
CUST-01321,Mitchell-Bennett,C,NET60
CUST-01322,Wright PLC,C,NET30
CUST-01323,"Berg, Ellis and Carlson",B,NET30
CUST-01324,Gonzalez LLC,B,NET30
CUST-01325,"Shepard, Mcdowell and Ramirez",C,NET30
CUST-01326,"Duncan, May and Terry",C,NET60
CUST-01327,Hicks Inc,B,NET45
CUST-01328,Anderson LLC,B,NET30
CUST-01329,"Mercado, Meyers and Jackson",C,NET30
CUST-01330,Lambert-Daugherty,C,NET30
CUST-01331,Clark LLC,A,NET30
CUST-01332,Bishop Group,C,NET30
CUST-01333,Russell-Smith,C,NET30
CUST-01334,Nelson-Bryan,C,NET60
CUST-01335,Gregory PLC,C,NET60
CUST-01336,Tanner and Sons,C,NET30
CUST-01337,Barnett-Simmons,C,NET30
CUST-01338,Morris PLC,B,NET30
CUST-01339,Blackburn-Wiley,B,NET30
CUST-01340,"Henderson, Ewing and Little",C,NET45
CUST-01341,Austin Group,C,NET60
CUST-01342,Brown-Lopez,B,NET30
CUST-01343,Bennett-Garcia,B,NET30
CUST-01344,Harrington-Turner,B,NET30
CUST-01345,Perez and Sons,B,NET30
CUST-01346,Smith-Novak,A,NET30
CUST-01347,Rush and Sons,C,NET45
CUST-01348,"Carlson, Smith and Hale",C,NET30
CUST-01349,"Hayes, Moore and Carrillo",B,NET30
CUST-01350,Morris-Greene,B,NET30
CUST-01351,Johnson-Kidd,A,NET30
CUST-01352,Byrd-Jones,C,NET45
CUST-01353,"Perez, Smith and Bell",C,NET60
CUST-01354,Martin-Ferguson,B,NET30
CUST-01355,"Koch, Lawrence and Carr",A,NET30
CUST-01356,"Young, Ward and Ferguson",B,NET60
CUST-01357,Simon-Davis,B,NET30
CUST-01358,"Schneider, James and Moore",B,NET30
CUST-01359,Cruz Ltd,A,NET30
CUST-01360,"Gutierrez, Simpson and Gay",B,NET45
CUST-01361,Carter-Mcdaniel,B,NET30
CUST-01362,Harris-Cervantes,C,NET30
CUST-01363,Mccoy PLC,B,NET30
CUST-01364,Hamilton Group,A,NET30
CUST-01365,Brown LLC,C,NET30
CUST-01366,Mercado Ltd,B,NET30
CUST-01367,Richmond-Dillon,B,NET45
CUST-01368,"Allen, Cervantes and Wilson",B,NET30
CUST-01369,"Gonzalez, Jenkins and Crawford",B,NET30
CUST-01370,"Miles, Lyons and Hendricks",B,NET30
CUST-01371,"Kramer, Burgess and Pierce",C,NET45
CUST-01372,Barnes PLC,C,NET30
CUST-01373,White-Foster,C,NET45
CUST-01374,"Soto, Cohen and Cooley",C,NET60
CUST-01375,Wood PLC,B,NET30
CUST-01376,"Robertson, Graves and Robinson",C,NET45
CUST-01377,Palmer-Moore,C,NET30
CUST-01378,Johnson-Salas,B,NET45
CUST-01379,Smith-Lewis,C,NET45
CUST-01380,Owen-Richardson,A,NET30
CUST-01381,"Ellis, Jones and Fitzgerald",B,NET30
CUST-01382,"Howard, Baker and Gamble",C,NET30
CUST-01383,Davis-Baker,C,NET30
CUST-01384,Huerta and Sons,B,NET30
CUST-01385,Dunn-Spencer,C,NET30
CUST-01386,Stevens Ltd,A,NET30
CUST-01387,"Jones, Barker and Williams",A,NET30
CUST-01388,Huang and Sons,A,NET30
CUST-01389,"Miller, Bishop and Shaw",C,NET30
CUST-01390,Howard-Gonzalez,A,NET30
CUST-01391,Perez-Morgan,A,NET30
CUST-01392,Keller Inc,B,NET45
CUST-01393,"Harrison, Brown and Buchanan",C,NET30
CUST-01394,"Powell, Melendez and Lara",C,NET60
CUST-01395,Mcdonald Inc,B,NET30
CUST-01396,Munoz LLC,A,NET30
CUST-01397,Greene-Flores,B,NET30
CUST-01398,Smith-Payne,B,NET30
CUST-01399,Davis-Rhodes,B,NET45
CUST-01400,Hoffman-Martinez,C,NET30
CUST-01401,"Rivera, Garza and Bryant",C,NET30
CUST-01402,Willis-Hines,B,NET30
CUST-01403,Mills PLC,C,NET30
CUST-01404,Stout-Brown,B,NET45
CUST-01405,Nelson and Sons,C,NET30
CUST-01406,Tran LLC,C,NET30
CUST-01407,"Avila, Johnson and Morris",A,NET30
CUST-01408,"Garrison, Jones and Thomas",C,NET30
CUST-01409,"Sanders, Aguirre and Mercer",A,NET30
CUST-01410,White Ltd,B,NET45
CUST-01411,"Ramirez, Hogan and Smith",A,NET45
CUST-01412,"Hansen, Moore and Murphy",C,NET30
CUST-01413,Ramirez PLC,C,NET30
CUST-01414,Martinez Inc,C,NET30
CUST-01415,"Cohen, Weiss and Green",A,NET30
CUST-01416,Massey Inc,C,NET30
CUST-01417,"Rodriguez, Martinez and Baker",B,NET30
CUST-01418,"Huber, Walker and Dyer",C,NET30
CUST-01419,Adams PLC,B,NET45
CUST-01420,Phillips-Kelly,C,NET45
CUST-01421,Robbins PLC,A,NET30
CUST-01422,Johnson LLC,B,NET45
CUST-01423,"Smith, Ross and Berry",C,NET30
CUST-01424,"Jenkins, Beck and Fernandez",C,NET45
CUST-01425,Kerr-Jackson,C,NET30
CUST-01426,"Walton, Davenport and Rodriguez",B,NET30
CUST-01427,Chaney and Sons,C,NET30
CUST-01428,"Diaz, Perez and Reynolds",B,NET45
CUST-01429,Holland-Carroll,B,NET30
CUST-01430,Weiss Group,C,NET60
CUST-01431,"French, Irwin and Armstrong",A,NET30
CUST-01432,Bray and Sons,C,NET30
CUST-01433,Woods Group,C,NET30
CUST-01434,Rodgers-Morrison,B,NET30
CUST-01435,"Romero, Pearson and Barron",C,NET30
CUST-01436,Lambert LLC,A,NET30
CUST-01437,Hamilton Ltd,C,NET30
CUST-01438,"Burns, Munoz and Shepard",C,NET30
CUST-01439,Allen-Garrison,B,NET45
CUST-01440,Johnson-Lester,A,NET60
CUST-01441,"Gonzalez, Welch and Wood",C,NET60
CUST-01442,"Mccarthy, Scott and Tucker",B,NET30
CUST-01443,Porter-Smith,A,NET45
CUST-01444,Hardy-Simmons,B,NET30
CUST-01445,White LLC,A,NET45
CUST-01446,"Ortiz, Mckee and Johnson",C,NET60
CUST-01447,Hernandez-Melton,A,NET30
CUST-01448,Owens Group,A,NET30
CUST-01449,Townsend-Powell,C,NET30
CUST-01450,Garcia LLC,B,NET30
CUST-01451,Green-Smith,C,NET45
CUST-01452,Mccoy Group,B,NET45
CUST-01453,Kent-Cain,A,NET30
CUST-01454,"Jimenez, Navarro and Mccarthy",A,NET45
CUST-01455,Austin-Allen,A,NET30
CUST-01456,"Fischer, Brooks and Miller",C,NET30
CUST-01457,Byrd and Sons,C,NET30
CUST-01458,Beck Group,C,NET30
CUST-01459,Cooper LLC,C,NET30
CUST-01460,"Turner, Andrews and Kline",A,NET30
CUST-01461,"James, Cordova and Weaver",C,NET30
CUST-01462,Ortiz-Paul,C,NET45
CUST-01463,Andrade and Sons,C,NET60
CUST-01464,Watson-Mcdowell,A,NET30
CUST-01465,Miles-Mendez,B,NET30
CUST-01466,Morgan-Newman,C,NET30
CUST-01467,"King, Tucker and Moreno",C,NET30
CUST-01468,Brooks-Romero,C,NET30
CUST-01469,"Gray, Bautista and Garcia",C,NET30
CUST-01470,Mcdowell-Green,B,NET30
CUST-01471,"Daniels, Osborn and Serrano",A,NET30
CUST-01472,"Johnson, Gomez and Malone",C,NET30
CUST-01473,"Gomez, Mills and Cruz",B,NET30
CUST-01474,"Brown, Garcia and Scott",A,NET30
CUST-01475,Davenport-Ford,C,NET30
CUST-01476,"Johnson, Guzman and Garcia",B,NET60
CUST-01477,Mcneil-Simpson,B,NET30
CUST-01478,Goodman-Perkins,B,NET60
CUST-01479,Ramirez-Greene,C,NET60
CUST-01480,"Tyler, Bryant and Thomas",A,NET60
CUST-01481,"Daniels, Nunez and Phelps",A,NET45
CUST-01482,Mcdonald-Gonzalez,B,NET30
CUST-01483,Fletcher and Sons,C,NET45
CUST-01484,Olsen Inc,B,NET30
CUST-01485,Farley-Jenkins,C,NET60
CUST-01486,"Campbell, Russell and Gutierrez",C,NET30
CUST-01487,"Henry, Saunders and Johnson",C,NET30
CUST-01488,Castaneda-Bray,A,NET30
CUST-01489,Hall-Gonzalez,A,NET45
CUST-01490,Hogan Inc,B,NET30
CUST-01491,Miller Ltd,B,NET30
CUST-01492,Rodriguez-Edwards,B,NET30
CUST-01493,Harris Group,A,NET30
CUST-01494,White and Sons,C,NET30
CUST-01495,Morris-Holder,B,NET45
CUST-01496,Cunningham-Scott,A,NET45
CUST-01497,"Torres, Gutierrez and Johnson",A,NET45
CUST-01498,"Phillips, Walker and Dougherty",C,NET60
CUST-01499,Green Inc,C,NET30
CUST-01500,"Brown, Salinas and Guzman",B,NET30
CUST-01501,Mata-Bennett,C,NET30
CUST-01502,Hernandez Group,C,NET30
CUST-01503,"Carter, Smith and Garcia",C,NET30
CUST-01504,"Baldwin, Gonzalez and Cross",B,NET30
CUST-01505,"Compton, Hunter and Arnold",C,NET60
CUST-01506,Hensley-Garcia,B,NET30
CUST-01507,"Davila, Patterson and Navarro",C,NET45
CUST-01508,Hunter-Smith,C,NET30
CUST-01509,Flores Inc,B,NET30
CUST-01510,Matthews-Payne,C,NET30
CUST-01511,Lewis-Moore,A,NET30
CUST-01512,Hale PLC,C,NET30
CUST-01513,Phillips PLC,A,NET45
CUST-01514,Smith-Harris,C,NET30
CUST-01515,"Cummings, Hernandez and Hayes",A,NET45
CUST-01516,Torres-Morton,C,NET30
CUST-01517,Thomas-Guzman,B,NET30
CUST-01518,"Baker, Johnson and Davidson",B,NET60
CUST-01519,Valentine-Hanson,A,NET30
CUST-01520,"Mcbride, Johnson and Watts",C,NET30
CUST-01521,"Jones, Holland and Jones",C,NET30
CUST-01522,Hawkins-Thomas,C,NET45
CUST-01523,Williams-Oneill,C,NET30
CUST-01524,Mcmahon Ltd,C,NET30
CUST-01525,Solis-Frazier,B,NET30
CUST-01526,"Dunn, Hardin and Mccullough",B,NET30
CUST-01527,"Fields, Williams and Wolfe",C,NET30
CUST-01528,Hernandez-Shields,A,NET45
CUST-01529,Richardson PLC,C,NET45
CUST-01530,"Bauer, Hobbs and Burns",B,NET30
CUST-01531,Barrett-Mccarthy,B,NET30
CUST-01532,"Davis, Davies and Harris",C,NET30
CUST-01533,Smith LLC,A,NET30
CUST-01534,"Randolph, Steele and Green",C,NET60
CUST-01535,Summers PLC,A,NET30
CUST-01536,"Moran, Garner and Barajas",C,NET30
CUST-01537,"Vincent, Smith and Carlson",C,NET60
CUST-01538,Miller Group,B,NET45
CUST-01539,Brooks LLC,B,NET30
CUST-01540,Garcia-Rogers,C,NET45
CUST-01541,Burns Ltd,C,NET30
CUST-01542,Richardson-Evans,B,NET30
CUST-01543,"Cook, Gonzalez and Morgan",A,NET30
CUST-01544,Burton-Duffy,A,NET30
CUST-01545,"Davila, Day and Martin",B,NET45
CUST-01546,Grant PLC,C,NET30
CUST-01547,Bowen and Sons,C,NET30
CUST-01548,Berry-Powell,A,NET45
CUST-01549,Smith-Tyler,C,NET45
CUST-01550,Pitts-Wilson,C,NET30
CUST-01551,"Benson, Hunter and Allen",A,NET45
CUST-01552,"Rose, Lane and Moody",C,NET30
CUST-01553,Rivers and Sons,B,NET30
CUST-01554,Hartman Ltd,C,NET30
CUST-01555,"Kelly, Johnson and Allen",A,NET30
CUST-01556,Martin-Clark,C,NET30
CUST-01557,"Nelson, West and Pollard",B,NET60
CUST-01558,"Horn, Evans and Rhodes",A,NET30
CUST-01559,"Beltran, Boyer and Sullivan",C,NET30
CUST-01560,"Martinez, Gaines and Barnes",B,NET30
CUST-01561,Rogers Inc,B,NET30
CUST-01562,Nelson-Hernandez,C,NET30
CUST-01563,"Harper, Walters and May",C,NET30
CUST-01564,Gibson-Simon,A,NET30
CUST-01565,"Allen, Hale and Lopez",A,NET30
CUST-01566,Arroyo-Casey,B,NET30
CUST-01567,Zamora-Castillo,B,NET45
CUST-01568,Taylor Inc,A,NET30
CUST-01569,"Holmes, Fitzgerald and Randall",C,NET30
CUST-01570,"Brown, Smith and Smith",B,NET30
CUST-01571,"Murray, Johnson and Henderson",B,NET30
CUST-01572,Jackson-Black,B,NET30
CUST-01573,Carlson-Hopkins,C,NET30
CUST-01574,"Beck, Saunders and Nash",B,NET30
CUST-01575,Ball-White,B,NET30
CUST-01576,Harris LLC,C,NET30
CUST-01577,Salinas PLC,B,NET60
CUST-01578,Jones and Sons,C,NET30
CUST-01579,"Gillespie, Hunt and Taylor",C,NET30
CUST-01580,"Harrell, Schmidt and Kelley",C,NET30
CUST-01581,Jenkins-Cox,B,NET30
CUST-01582,Ayers-Gallagher,C,NET30
CUST-01583,Peters-Green,C,NET30
CUST-01584,Vargas Group,B,NET30
CUST-01585,Mann-Stanley,C,NET30
CUST-01586,Foster-Duke,B,NET45
CUST-01587,"Wolf, Michael and Douglas",B,NET30
CUST-01588,Combs Inc,C,NET30
CUST-01589,"Davis, Hendricks and Miller",C,NET45
CUST-01590,"Herring, Alvarez and Morgan",C,NET45
CUST-01591,Terry-Jackson,C,NET30
CUST-01592,Brown-Lucas,C,NET30
CUST-01593,"Thompson, Robinson and Carr",B,NET45
CUST-01594,Horn Group,B,NET30
CUST-01595,Roberts Group,B,NET30
CUST-01596,Cooper-Smith,C,NET30
CUST-01597,Humphrey Group,A,NET45
CUST-01598,Foster-Murray,C,NET30
CUST-01599,Brown-Lloyd,C,NET30
CUST-01600,"Moran, Tucker and Simpson",B,NET45
CUST-01601,Joseph Group,C,NET30
CUST-01602,"Sanders, Fernandez and Stanley",C,NET30
CUST-01603,"Ray, Moore and Garcia",C,NET60
CUST-01604,"Gross, Moore and Lopez",A,NET30
CUST-01605,Salazar and Sons,A,NET30
CUST-01606,Scott and Sons,B,NET30
CUST-01607,Garcia PLC,A,NET30
CUST-01608,"Hill, Sosa and Burns",B,NET45
CUST-01609,"Romero, Weber and Berg",C,NET30
CUST-01610,Lopez-Dillon,B,NET30
CUST-01611,Baker and Sons,C,NET30
CUST-01612,"Chandler, Chapman and Shepard",A,NET30
CUST-01613,Jacobs-Reyes,B,NET30
CUST-01614,Padilla Ltd,C,NET30
CUST-01615,"Collins, Wade and Francis",C,NET30
CUST-01616,Mclaughlin Inc,C,NET30
CUST-01617,"Snyder, Lane and Roman",C,NET45
CUST-01618,"Perry, Farley and Gomez",A,NET30
CUST-01619,Daniels LLC,C,NET60
CUST-01620,Thomas-Ray,C,NET30
CUST-01621,Mendoza LLC,C,NET30
CUST-01622,Watson-Buchanan,C,NET30
CUST-01623,Torres-Turner,C,NET30
CUST-01624,Bell Group,B,NET45
CUST-01625,"Shaw, Brown and Smith",C,NET30
CUST-01626,Burns and Sons,C,NET60
CUST-01627,"Holland, Jones and James",A,NET45
CUST-01628,"Smith, Scott and Holmes",A,NET30
CUST-01629,Benton Ltd,C,NET30
CUST-01630,"Moyer, Anderson and Hodges",B,NET30
CUST-01631,Sanchez-Kerr,C,NET30
CUST-01632,Curtis-Smith,B,NET30
CUST-01633,Miller Ltd,C,NET45
CUST-01634,Price-Burke,C,NET30
CUST-01635,Bell-Gould,B,NET45
CUST-01636,Leonard-Hudson,C,NET60
CUST-01637,Cole Ltd,C,NET30
CUST-01638,Miller-Gonzales,A,NET30
CUST-01639,Watkins-Kelley,C,NET30
CUST-01640,Morgan-Watson,B,NET30
CUST-01641,White Ltd,B,NET30
CUST-01642,"Mclaughlin, Ryan and Jones",A,NET45
CUST-01643,"Hoffman, Johnson and Avila",C,NET45
CUST-01644,Oliver PLC,A,NET45
CUST-01645,Griffin-Moore,C,NET45
CUST-01646,Rodriguez-Farmer,B,NET60
CUST-01647,Foster-Matthews,A,NET30
CUST-01648,"Grimes, Tucker and Atkins",C,NET30
CUST-01649,"Clayton, Brown and Savage",B,NET30
CUST-01650,"Short, Rojas and Mayo",B,NET45
CUST-01651,Walker-Moore,C,NET30
CUST-01652,"Morris, Smith and Alvarado",C,NET60
CUST-01653,Savage-Graham,B,NET45
CUST-01654,Lee LLC,B,NET30
CUST-01655,"Brown, Bryant and Stone",B,NET30
CUST-01656,Porter-Walker,A,NET30
CUST-01657,Campbell Inc,A,NET30
CUST-01658,"Hill, Hill and Barnes",C,NET45
CUST-01659,Henry-Anderson,A,NET60
CUST-01660,Ramos Group,B,NET30
CUST-01661,Cook PLC,A,NET45
CUST-01662,Collins Group,C,NET30
CUST-01663,"Terry, Wilkins and Reid",C,NET60
CUST-01664,Morrison and Sons,A,NET30
CUST-01665,Wheeler PLC,A,NET60
CUST-01666,Young-Ford,C,NET45
CUST-01667,Washington-Allen,B,NET30
CUST-01668,Smith Inc,C,NET45
CUST-01669,Green Inc,A,NET30
CUST-01670,Johnson-Lopez,C,NET60
CUST-01671,Mendoza Inc,C,NET30
CUST-01672,Hall LLC,B,NET30
CUST-01673,Sanders-Jones,A,NET30
CUST-01674,Ross LLC,C,NET45
CUST-01675,Smith-Kim,B,NET30
CUST-01676,Pena-Wells,C,NET30
CUST-01677,Morgan LLC,A,NET60
CUST-01678,"Blair, Walker and Palmer",C,NET30
CUST-01679,"Stein, White and Johnson",B,NET30
CUST-01680,Small LLC,B,NET30
CUST-01681,Burns-Floyd,B,NET30
CUST-01682,Hall-Jefferson,C,NET30
CUST-01683,"Hines, Contreras and Hill",A,NET30
CUST-01684,Bryant Group,B,NET30
CUST-01685,"Lawson, Ward and Oliver",C,NET60
CUST-01686,"Torres, Herring and Watson",C,NET45
CUST-01687,Thompson-Hubbard,C,NET30
CUST-01688,Castillo-Michael,B,NET60
CUST-01689,George LLC,A,NET30
CUST-01690,Williams-Cook,A,NET30
CUST-01691,"Smith, Ellis and Hubbard",C,NET30
CUST-01692,Greene PLC,A,NET30
CUST-01693,"Butler, Dickson and White",B,NET60
CUST-01694,"Rivera, Jones and White",C,NET30
CUST-01695,Hernandez and Sons,C,NET30
CUST-01696,Morris Ltd,A,NET30
CUST-01697,Fields Ltd,A,NET30
CUST-01698,Dickerson-Fuller,C,NET45
CUST-01699,Knox Inc,C,NET30
CUST-01700,Schultz-Burton,C,NET30
CUST-01701,Collins and Sons,C,NET30
CUST-01702,"Clarke, Blanchard and Travis",A,NET30
CUST-01703,York and Sons,C,NET30
CUST-01704,Skinner-Brown,A,NET30
CUST-01705,Marshall and Sons,B,NET30
CUST-01706,Proctor Ltd,A,NET30
CUST-01707,"Watts, Mullen and Bennett",B,NET30
CUST-01708,Cummings-Guzman,C,NET30
CUST-01709,"Hickman, Sanchez and Lewis",B,NET30
CUST-01710,"Goodman, Stanley and Livingston",C,NET30
CUST-01711,"Barnes, Williamson and Lewis",B,NET45
CUST-01712,Velez-Grimes,B,NET30
CUST-01713,"Grant, Martinez and Villarreal",C,NET45
CUST-01714,Myers-Skinner,A,NET30
CUST-01715,Jones-Moore,C,NET30
CUST-01716,Ramos-Bowen,A,NET30
CUST-01717,Wallace Ltd,C,NET60
CUST-01718,Jordan-Montoya,C,NET30
CUST-01719,"Carlson, Sanchez and Schroeder",A,NET30
CUST-01720,Bell PLC,A,NET30
CUST-01721,Rocha PLC,B,NET30
CUST-01722,Cortez LLC,C,NET30
CUST-01723,Wolfe-Hale,C,NET30
CUST-01724,"Bryant, Johnson and Jones",A,NET45
CUST-01725,Smith-House,C,NET30
CUST-01726,Ruiz-Wood,A,NET30
CUST-01727,Jones-Jones,B,NET60
CUST-01728,Simmons-Davis,B,NET30
CUST-01729,"Davis, Shaffer and Stephens",C,NET30
CUST-01730,Sellers-Boyd,C,NET30
CUST-01731,"Rowe, Lewis and Harris",C,NET30
CUST-01732,"Smith, Sanders and Graham",A,NET30
CUST-01733,Spencer-Arroyo,C,NET30
CUST-01734,Hall-Shields,C,NET30
CUST-01735,"Wilson, Green and Andersen",B,NET30
CUST-01736,"Hogan, Buckley and Murphy",B,NET30
CUST-01737,"Peterson, Hunter and Quinn",C,NET30
CUST-01738,Chavez LLC,A,NET30
CUST-01739,"Valenzuela, Robinson and Jimenez",B,NET30
CUST-01740,Stanley-Wagner,C,NET30
CUST-01741,"Lowe, Hernandez and Gomez",C,NET30
CUST-01742,Huang-Miller,A,NET30
CUST-01743,Cooley Inc,C,NET30
CUST-01744,Robinson-Lawson,B,NET30
CUST-01745,"Roth, Li and Rodriguez",C,NET30
CUST-01746,"Hawkins, Morton and Scott",A,NET45
CUST-01747,Brown-Wagner,B,NET30
CUST-01748,Chavez-Parsons,C,NET30
CUST-01749,"Butler, Jenkins and Hamilton",B,NET30
CUST-01750,Reese Inc,B,NET30
CUST-01751,Johnson PLC,A,NET60
CUST-01752,Carroll LLC,B,NET45
CUST-01753,"Dodson, Wilkerson and Morris",B,NET30
CUST-01754,"Moreno, Heath and King",C,NET30
CUST-01755,Beck LLC,B,NET30
CUST-01756,Jones Ltd,C,NET30
CUST-01757,Rojas Group,C,NET30
CUST-01758,Singleton-Duarte,C,NET30
CUST-01759,Lee-Phillips,C,NET60
CUST-01760,Wilkins Group,C,NET30
CUST-01761,Sims PLC,C,NET45
CUST-01762,Huang LLC,C,NET30
CUST-01763,Smith-Silva,A,NET30
CUST-01764,"Johnson, Mcdowell and Davis",C,NET30
CUST-01765,Rodriguez-Nichols,B,NET30
CUST-01766,Thomas LLC,A,NET30
CUST-01767,"Montoya, Walsh and Wilson",C,NET30
CUST-01768,"Liu, Patterson and Atkinson",C,NET30
CUST-01769,Snyder-Adams,A,NET30
CUST-01770,"Miller, Henry and Hall",B,NET45
CUST-01771,Anderson Group,C,NET30
CUST-01772,Wilson and Sons,C,NET30
CUST-01773,"Wheeler, Moore and Smith",C,NET30
CUST-01774,Perez LLC,B,NET45
CUST-01775,"Wallace, Mathews and Campbell",B,NET45
CUST-01776,Cline LLC,A,NET30
CUST-01777,Hall Ltd,C,NET30
CUST-01778,Hawkins-White,C,NET30
CUST-01779,Ellis Group,B,NET45
CUST-01780,"Sullivan, Murphy and Hardin",C,NET30
CUST-01781,Oliver PLC,B,NET30
CUST-01782,Black-Turner,A,NET30
CUST-01783,Russell-Contreras,C,NET30
CUST-01784,White-Wade,C,NET30
CUST-01785,"Smith, Bailey and Leonard",C,NET30
CUST-01786,Paul and Sons,B,NET30
CUST-01787,"White, Lewis and Barrett",C,NET45
CUST-01788,Diaz-Baldwin,C,NET30
CUST-01789,Gibson Inc,A,NET45
CUST-01790,"Knight, White and Bennett",C,NET30
CUST-01791,"Weaver, Buckley and Sanchez",C,NET30
CUST-01792,Garcia-Boyd,A,NET30
CUST-01793,"Giles, Sullivan and Lopez",C,NET45
CUST-01794,Keller-Dougherty,C,NET30
CUST-01795,Price-Smith,B,NET30
CUST-01796,Hernandez PLC,C,NET30
CUST-01797,"Olsen, King and Gordon",C,NET45
CUST-01798,Robertson-Freeman,A,NET30
CUST-01799,Rodgers-James,B,NET30
CUST-01800,Graham-Taylor,C,NET60
CUST-01801,Rodriguez Inc,C,NET30
CUST-01802,Smith Group,C,NET30
CUST-01803,Miranda PLC,C,NET30
CUST-01804,Finley Ltd,B,NET30
CUST-01805,Johnson Inc,B,NET30
CUST-01806,"Middleton, Bates and Jackson",B,NET30
CUST-01807,Johnson LLC,C,NET30
CUST-01808,Johnson-Vargas,C,NET30
CUST-01809,Olson PLC,C,NET30
CUST-01810,Le and Sons,B,NET30
CUST-01811,Cunningham LLC,C,NET45
CUST-01812,Cruz-Donovan,A,NET30
CUST-01813,Lopez Group,A,NET30
CUST-01814,Thomas LLC,C,NET30
CUST-01815,Pittman Ltd,C,NET30
CUST-01816,Little LLC,B,NET60
CUST-01817,"Carlson, Hughes and Hayes",C,NET45
CUST-01818,Mccoy-Rhodes,B,NET45
CUST-01819,Watson-Russell,B,NET30
CUST-01820,"Gill, Jackson and Ware",C,NET45
CUST-01821,"Austin, Bates and Murray",B,NET30
CUST-01822,Davis-Baldwin,C,NET45
CUST-01823,"Clay, Martinez and Bush",B,NET30
CUST-01824,Juarez Ltd,C,NET30
CUST-01825,"Foster, Reyes and Barnes",C,NET30
CUST-01826,Tucker-Cummings,C,NET30
CUST-01827,Burnett Inc,B,NET45
CUST-01828,Fuller-Schmidt,C,NET30
CUST-01829,Lee-Rose,B,NET30
CUST-01830,"Clarke, King and Fischer",A,NET45
CUST-01831,Norris-Lee,A,NET30
CUST-01832,Owen-Stone,A,NET30
CUST-01833,Thomas and Sons,C,NET30
CUST-01834,"Garcia, Rivera and Savage",A,NET30
CUST-01835,"Rice, Jackson and Mcmahon",B,NET60
CUST-01836,York Inc,B,NET30
CUST-01837,"Carr, Thomas and Anderson",C,NET30
CUST-01838,Padilla PLC,C,NET30
CUST-01839,Hartman PLC,C,NET30
CUST-01840,"Watts, Rocha and Harding",A,NET30
CUST-01841,Patel-Martinez,C,NET30
CUST-01842,"Hebert, Thompson and Hernandez",C,NET30
CUST-01843,Harris PLC,C,NET30
CUST-01844,"Santos, Edwards and Turner",B,NET30
CUST-01845,Rodriguez-Miller,B,NET30
CUST-01846,Miller-Jones,B,NET30
CUST-01847,Wallace Inc,B,NET30
CUST-01848,"Gardner, Walker and Price",B,NET30
CUST-01849,Flores-Johnson,A,NET45
CUST-01850,"Williams, Reynolds and Baker",C,NET30
CUST-01851,Ballard-Thompson,B,NET30
