sales_order,order_type,sales_org,distribution_channel,division,order_date,customer_id,fiscal_period
OR202303160000003274,OR,1000,10,0,16-03-2023,CUST-03284,3
OR202303160000007308,OR,1000,10,0,16-03-2023,CUST-03822,3
OR202303160000009970,OR,1000,10,0,16-03-2023,CUST-04441,3
OR202303160000009329,OR,1000,10,0,16-03-2023,CUST-01915,3
OR202303160000008386,OR,1000,10,0,16-03-2023,CUST-02442,3
OR202303160000004592,OR,1000,10,0,16-03-2023,CUST-00368,3
OR202303160000004082,OR,1000,10,0,16-03-2023,CUST-00064,3
OR202303160000004849,OR,1000,10,0,16-03-2023,CUST-02884,3
OR202303160000009234,OR,1000,10,0,16-03-2023,CUST-02253,3
OR202303160000009339,OR,1000,10,0,16-03-2023,CUST-04724,3
OR202303160000009290,OR,1000,10,0,16-03-2023,CUST-02135,3
OR202303160000002123,OR,1000,10,0,16-03-2023,CUST-01135,3
OR202303160000009337,OR,1000,10,0,16-03-2023,CUST-02518,3
OR202303160000009107,OR,1000,10,0,16-03-2023,CUST-02165,3
OR202303160000002518,OR,1000,10,0,16-03-2023,CUST-00956,3
OR202303160000005400,OR,1000,10,0,16-03-2023,CUST-00815,3
OR202303160000004764,OR,1000,10,0,16-03-2023,CUST-01880,3
OR202303160000005295,OR,1000,10,0,16-03-2023,CUST-04111,3
OR202303160000005622,OR,1000,10,0,16-03-2023,CUST-01556,3
OR202303160000005935,OR,1000,10,0,16-03-2023,CUST-00577,3
OR202303160000005315,OR,1000,10,0,16-03-2023,CUST-04248,3
OR202303160000001266,OR,1000,10,0,16-03-2023,CUST-03805,3
OR202303160000008528,OR,1000,10,0,16-03-2023,CUST-04487,3
OR202303160000003683,OR,1000,10,0,16-03-2023,CUST-02486,3
OR202303160000007475,OR,1000,10,0,16-03-2023,CUST-03333,3
OR202303160000009135,OR,1000,10,0,16-03-2023,CUST-00683,3
OR202303170000002304,OR,1000,10,0,17-03-2023,CUST-03655,3
OR202303170000009038,OR,1000,10,0,17-03-2023,CUST-03376,3
OR202303170000009105,OR,1000,10,0,17-03-2023,CUST-04506,3
OR202303170000003791,OR,1000,10,0,17-03-2023,CUST-04701,3
OR202303170000004166,OR,1000,10,0,17-03-2023,CUST-03704,3
OR202303170000004100,OR,1000,10,0,17-03-2023,CUST-02420,3
OR202303170000005397,OR,1000,10,0,17-03-2023,CUST-02372,3
OR202303170000002975,OR,1000,10,0,17-03-2023,CUST-03891,3
OR202303170000001029,OR,1000,10,0,17-03-2023,CUST-02113,3
OR202303170000002818,OR,1000,10,0,17-03-2023,CUST-04205,3
OR202303170000005567,OR,1000,10,0,17-03-2023,CUST-02609,3
OR202303170000003254,OR,1000,10,0,17-03-2023,CUST-02730,3
OR202303170000005853,OR,1000,10,0,17-03-2023,CUST-00364,3
OR202303170000006895,OR,1000,10,0,17-03-2023,CUST-02177,3
OR202303170000008258,OR,1000,10,0,17-03-2023,CUST-02517,3
OR202303170000008908,OR,1000,10,0,17-03-2023,CUST-01721,3
OR202303200000008487,OR,1000,10,0,20-03-2023,CUST-03392,3
OR202303200000006488,OR,1000,10,0,20-03-2023,CUST-01712,3
OR202303200000009721,OR,1000,10,0,20-03-2023,CUST-01083,3
OR202303200000007783,OR,1000,10,0,20-03-2023,CUST-04805,3
OR202303200000006958,OR,1000,10,0,20-03-2023,CUST-02992,3
OR202303200000007126,OR,1000,10,0,20-03-2023,CUST-04314,3
OR202303200000007564,OR,1000,10,0,20-03-2023,CUST-03879,3
OR202303200000003003,OR,1000,10,0,20-03-2023,CUST-00452,3
OR202303200000007905,OR,1000,10,0,20-03-2023,CUST-03622,3
OR202303200000003346,OR,1000,10,0,20-03-2023,CUST-00507,3
OR202303200000009837,OR,1000,10,0,20-03-2023,CUST-01479,3
OR202303200000004030,OR,1000,10,0,20-03-2023,CUST-00931,3
OR202303200000006148,OR,1000,10,0,20-03-2023,CUST-02130,3
OR202303200000008209,OR,1000,10,0,20-03-2023,CUST-01556,3
OR202303200000002514,OR,1000,10,0,20-03-2023,CUST-02001,3
OR202303200000007514,OR,1000,10,0,20-03-2023,CUST-02150,3
OR202303200000002716,OR,1000,10,0,20-03-2023,CUST-01514,3
OR202303200000001336,OR,1000,10,0,20-03-2023,CUST-03356,3
OR202303200000009522,OR,1000,10,0,20-03-2023,CUST-04805,3
OR202303200000007332,OR,1000,10,0,20-03-2023,CUST-00114,3
OR202303200000002548,OR,1000,10,0,20-03-2023,CUST-02126,3
OR202303210000005698,OR,1000,10,0,21-03-2023,CUST-04495,3
OR202303210000004526,OR,1000,10,0,21-03-2023,CUST-00902,3
OR202303210000008898,OR,1000,10,0,21-03-2023,CUST-04612,3
OR202303210000006196,OR,1000,10,0,21-03-2023,CUST-04127,3
OR202303210000004412,OR,1000,10,0,21-03-2023,CUST-00532,3
OR202303210000001216,OR,1000,10,0,21-03-2023,CUST-02239,3
OR202303210000002569,OR,1000,10,0,21-03-2023,CUST-01542,3
OR202303210000008170,OR,1000,10,0,21-03-2023,CUST-01665,3
OR202303210000008984,OR,1000,10,0,21-03-2023,CUST-02988,3
OR202303210000003280,OR,1000,10,0,21-03-2023,CUST-03675,3
OR202303210000005413,OR,1000,10,0,21-03-2023,CUST-04153,3
OR202303210000002143,OR,1000,10,0,21-03-2023,CUST-03114,3
OR202303210000001767,OR,1000,10,0,21-03-2023,CUST-00944,3
OR202303210000006048,OR,1000,10,0,21-03-2023,CUST-04392,3
OR202303210000008737,OR,1000,10,0,21-03-2023,CUST-00494,3
OR202303210000006389,OR,1000,10,0,21-03-2023,CUST-02323,3
OR202303210000002301,OR,1000,10,0,21-03-2023,CUST-04550,3
OR202303210000005270,OR,1000,10,0,21-03-2023,CUST-03138,3
OR202303220000006234,OR,1000,10,0,22-03-2023,CUST-02019,3
OR202303220000008342,OR,1000,10,0,22-03-2023,CUST-01226,3
OR202303220000001962,OR,1000,10,0,22-03-2023,CUST-03705,3
OR202303220000009717,OR,1000,10,0,22-03-2023,CUST-03623,3
OR202303220000007075,OR,1000,10,0,22-03-2023,CUST-04210,3
OR202303220000007124,OR,1000,10,0,22-03-2023,CUST-04774,3
OR202303220000003346,OR,1000,10,0,22-03-2023,CUST-01633,3
OR202303220000008210,OR,1000,10,0,22-03-2023,CUST-00928,3
OR202303220000007668,OR,1000,10,0,22-03-2023,CUST-03277,3
OR202303220000001960,OR,1000,10,0,22-03-2023,CUST-01752,3
OR202303220000009154,OR,1000,10,0,22-03-2023,CUST-02034,3
OR202303220000007357,OR,1000,10,0,22-03-2023,CUST-03865,3
OR202303220000005299,OR,1000,10,0,22-03-2023,CUST-03562,3
OR202303220000006168,OR,1000,10,0,22-03-2023,CUST-03056,3
OR202303220000005678,OR,1000,10,0,22-03-2023,CUST-04479,3
OR202303230000002097,OR,1000,10,0,23-03-2023,CUST-02686,3
OR202303230000009871,OR,1000,10,0,23-03-2023,CUST-02966,3
OR202303230000003404,OR,1000,10,0,23-03-2023,CUST-00305,3
OR202303230000004107,OR,1000,10,0,23-03-2023,CUST-00905,3
OR202303230000006972,OR,1000,10,0,23-03-2023,CUST-02311,3
OR202303230000004072,OR,1000,10,0,23-03-2023,CUST-00319,3
OR202303230000004324,OR,1000,10,0,23-03-2023,CUST-02992,3
OR202303230000004992,OR,1000,10,0,23-03-2023,CUST-02156,3
OR202303230000003505,OR,1000,10,0,23-03-2023,CUST-04109,3
OR202303230000007473,OR,1000,10,0,23-03-2023,CUST-04462,3
OR202303230000007319,OR,1000,10,0,23-03-2023,CUST-00654,3
OR202303230000003861,OR,1000,10,0,23-03-2023,CUST-02452,3
OR202303230000002862,OR,1000,10,0,23-03-2023,CUST-02498,3
OR202303230000002085,OR,1000,10,0,23-03-2023,CUST-02274,3
OR202303230000006499,OR,1000,10,0,23-03-2023,CUST-01494,3
OR202303230000007864,OR,1000,10,0,23-03-2023,CUST-03255,3
OR202303230000001152,OR,1000,10,0,23-03-2023,CUST-04465,3
OR202303230000001087,OR,1000,10,0,23-03-2023,CUST-01276,3
OR202303230000009210,OR,1000,10,0,23-03-2023,CUST-02911,3
OR202303230000006800,OR,1000,10,0,23-03-2023,CUST-04429,3
OR202303230000009559,OR,1000,10,0,23-03-2023,CUST-04314,3
OR202303230000005670,OR,1000,10,0,23-03-2023,CUST-02050,3
OR202303230000002791,OR,1000,10,0,23-03-2023,CUST-04858,3
OR202303230000007428,OR,1000,10,0,23-03-2023,CUST-03675,3
OR202303230000001668,OR,1000,10,0,23-03-2023,CUST-03776,3
OR202303230000009067,OR,1000,10,0,23-03-2023,CUST-02129,3
OR202303230000003531,OR,1000,10,0,23-03-2023,CUST-02544,3
OR202303230000005947,OR,1000,10,0,23-03-2023,CUST-00563,3
OR202303230000004759,OR,1000,10,0,23-03-2023,CUST-02760,3
OR202303230000003305,OR,1000,10,0,23-03-2023,CUST-03299,3
OR202303240000003696,OR,1000,10,0,24-03-2023,CUST-03678,3
OR202303240000005866,OR,1000,10,0,24-03-2023,CUST-01809,3
OR202303240000009824,OR,1000,10,0,24-03-2023,CUST-04654,3
OR202303240000001367,OR,1000,10,0,24-03-2023,CUST-02323,3
OR202303240000007930,OR,1000,10,0,24-03-2023,CUST-04624,3
OR202303240000003959,OR,1000,10,0,24-03-2023,CUST-01728,3
OR202303240000001928,OR,1000,10,0,24-03-2023,CUST-03073,3
OR202303240000003168,OR,1000,10,0,24-03-2023,CUST-03917,3
OR202303240000009129,OR,1000,10,0,24-03-2023,CUST-03287,3
OR202303240000003621,OR,1000,10,0,24-03-2023,CUST-04700,3
OR202303240000003054,OR,1000,10,0,24-03-2023,CUST-03734,3
OR202303240000006115,OR,1000,10,0,24-03-2023,CUST-01363,3
OR202303240000006935,OR,1000,10,0,24-03-2023,CUST-03289,3
OR202303240000003774,OR,1000,10,0,24-03-2023,CUST-01104,3
OR202303240000004181,OR,1000,10,0,24-03-2023,CUST-01212,3
OR202303240000006881,OR,1000,10,0,24-03-2023,CUST-00839,3
OR202303240000009971,OR,1000,10,0,24-03-2023,CUST-04233,3
OR202303240000005609,OR,1000,10,0,24-03-2023,CUST-02295,3
OR202303240000001849,OR,1000,10,0,24-03-2023,CUST-01535,3
OR202303240000004670,OR,1000,10,0,24-03-2023,CUST-01810,3
OR202303270000001337,OR,1000,10,0,27-03-2023,CUST-00068,3
OR202303270000008644,OR,1000,10,0,27-03-2023,CUST-00929,3
OR202303270000009432,OR,1000,10,0,27-03-2023,CUST-04828,3
OR202303270000007594,OR,1000,10,0,27-03-2023,CUST-01191,3
OR202303270000004276,OR,1000,10,0,27-03-2023,CUST-01837,3
OR202303270000001588,OR,1000,10,0,27-03-2023,CUST-02361,3
OR202303270000009549,OR,1000,10,0,27-03-2023,CUST-00424,3
OR202303270000002023,OR,1000,10,0,27-03-2023,CUST-04418,3
OR202303270000001792,OR,1000,10,0,27-03-2023,CUST-04344,3
OR202303270000009320,OR,1000,10,0,27-03-2023,CUST-02970,3
OR202303270000002810,OR,1000,10,0,27-03-2023,CUST-01951,3
OR202303270000008509,OR,1000,10,0,27-03-2023,CUST-04826,3
OR202303270000008492,OR,1000,10,0,27-03-2023,CUST-01857,3
OR202303270000006965,OR,1000,10,0,27-03-2023,CUST-00361,3
OR202303270000007783,OR,1000,10,0,27-03-2023,CUST-02222,3
OR202303270000001525,OR,1000,10,0,27-03-2023,CUST-03110,3
OR202303270000003460,OR,1000,10,0,27-03-2023,CUST-02441,3
OR202303270000007501,OR,1000,10,0,27-03-2023,CUST-01676,3
OR202303270000002655,OR,1000,10,0,27-03-2023,CUST-02769,3
OR202303270000002429,OR,1000,10,0,27-03-2023,CUST-04867,3
OR202303270000001796,OR,1000,10,0,27-03-2023,CUST-04626,3
OR202303270000006908,OR,1000,10,0,27-03-2023,CUST-03124,3
OR202303270000007052,OR,1000,10,0,27-03-2023,CUST-01584,3
OR202303270000007359,OR,1000,10,0,27-03-2023,CUST-03217,3
OR202303270000001494,OR,1000,10,0,27-03-2023,CUST-04299,3
OR202303270000007858,OR,1000,10,0,27-03-2023,CUST-03440,3
OR202303270000009826,OR,1000,10,0,27-03-2023,CUST-03118,3
OR202303270000002966,OR,1000,10,0,27-03-2023,CUST-01590,3
OR202303280000008135,OR,1000,10,0,28-03-2023,CUST-02822,3
OR202303280000007592,OR,1000,10,0,28-03-2023,CUST-02817,3
OR202303280000005009,OR,1000,10,0,28-03-2023,CUST-01037,3
OR202303280000007536,OR,1000,10,0,28-03-2023,CUST-02185,3
OR202303280000002696,OR,1000,10,0,28-03-2023,CUST-00993,3
OR202303280000001017,OR,1000,10,0,28-03-2023,CUST-01440,3
OR202303280000001343,OR,1000,10,0,28-03-2023,CUST-02385,3
OR202303280000007416,OR,1000,10,0,28-03-2023,CUST-00814,3
OR202303280000005751,OR,1000,10,0,28-03-2023,CUST-02950,3
OR202303280000004496,OR,1000,10,0,28-03-2023,CUST-01518,3
OR202303280000006161,OR,1000,10,0,28-03-2023,CUST-01767,3
OR202303280000009593,OR,1000,10,0,28-03-2023,CUST-04656,3
OR202303280000009951,OR,1000,10,0,28-03-2023,CUST-03334,3
OR202303280000003597,OR,1000,10,0,28-03-2023,CUST-03248,3
OR202303280000006929,OR,1000,10,0,28-03-2023,CUST-04647,3
OR202303280000002226,OR,1000,10,0,28-03-2023,CUST-02918,3
OR202303280000006198,OR,1000,10,0,28-03-2023,CUST-01666,3
OR202303280000003677,OR,1000,10,0,28-03-2023,CUST-03507,3
OR202303280000001512,OR,1000,10,0,28-03-2023,CUST-02122,3
OR202303280000007429,OR,1000,10,0,28-03-2023,CUST-02403,3
OR202303280000004288,OR,1000,10,0,28-03-2023,CUST-00718,3
OR202303290000004539,OR,1000,10,0,29-03-2023,CUST-03650,3
OR202303290000001734,OR,1000,10,0,29-03-2023,CUST-04875,3
OR202303290000008391,OR,1000,10,0,29-03-2023,CUST-03896,3
OR202303290000001839,OR,1000,10,0,29-03-2023,CUST-04052,3
OR202303290000002812,OR,1000,10,0,29-03-2023,CUST-02112,3
OR202303290000009735,OR,1000,10,0,29-03-2023,CUST-04871,3
OR202303290000009704,OR,1000,10,0,29-03-2023,CUST-01910,3
OR202303290000001103,OR,1000,10,0,29-03-2023,CUST-01424,3
OR202303290000001924,OR,1000,10,0,29-03-2023,CUST-00107,3
OR202303290000006832,OR,1000,10,0,29-03-2023,CUST-01496,3
OR202303290000002322,OR,1000,10,0,29-03-2023,CUST-00010,3
OR202303290000001211,OR,1000,10,0,29-03-2023,CUST-00109,3
OR202303290000006971,OR,1000,10,0,29-03-2023,CUST-02968,3
OR202303290000001546,OR,1000,10,0,29-03-2023,CUST-02008,3
OR202303290000005683,OR,1000,10,0,29-03-2023,CUST-03051,3
OR202303290000002655,OR,1000,10,0,29-03-2023,CUST-01146,3
OR202303290000003334,OR,1000,10,0,29-03-2023,CUST-01841,3
OR202303290000005484,OR,1000,10,0,29-03-2023,CUST-04126,3
OR202303290000004441,OR,1000,10,0,29-03-2023,CUST-01882,3
OR202303290000009707,OR,1000,10,0,29-03-2023,CUST-04886,3
OR202303290000005214,OR,1000,10,0,29-03-2023,CUST-01094,3
OR202303300000004279,OR,1000,10,0,30-03-2023,CUST-04040,3
OR202303300000008398,OR,1000,10,0,30-03-2023,CUST-01381,3
OR202303300000008913,OR,1000,10,0,30-03-2023,CUST-00567,3
OR202303300000009363,OR,1000,10,0,30-03-2023,CUST-01049,3
OR202303300000007693,OR,1000,10,0,30-03-2023,CUST-04012,3
OR202303300000003791,OR,1000,10,0,30-03-2023,CUST-02724,3
OR202303300000005630,OR,1000,10,0,30-03-2023,CUST-03517,3
OR202303300000003313,OR,1000,10,0,30-03-2023,CUST-00204,3
OR202303300000002626,OR,1000,10,0,30-03-2023,CUST-00691,3
OR202303300000001660,OR,1000,10,0,30-03-2023,CUST-04645,3
OR202303300000009406,OR,1000,10,0,30-03-2023,CUST-01064,3
OR202303300000009205,OR,1000,10,0,30-03-2023,CUST-03589,3
OR202303300000003615,OR,1000,10,0,30-03-2023,CUST-03718,3
OR202303300000009828,OR,1000,10,0,30-03-2023,CUST-02262,3
OR202303300000008627,OR,1000,10,0,30-03-2023,CUST-01406,3
OR202303300000003862,OR,1000,10,0,30-03-2023,CUST-01239,3
OR202303300000007431,OR,1000,10,0,30-03-2023,CUST-01563,3
OR202303300000007181,OR,1000,10,0,30-03-2023,CUST-04008,3
OR202303300000004327,OR,1000,10,0,30-03-2023,CUST-02919,3
OR202303310000003753,OR,1000,10,0,31-03-2023,CUST-01907,3
OR202303310000002394,OR,1000,10,0,31-03-2023,CUST-01802,3
OR202303310000007363,OR,1000,10,0,31-03-2023,CUST-01209,3
OR202303310000005722,OR,1000,10,0,31-03-2023,CUST-02189,3
OR202303310000006591,OR,1000,10,0,31-03-2023,CUST-02097,3
OR202303310000009684,OR,1000,10,0,31-03-2023,CUST-00646,3
OR202303310000005953,OR,1000,10,0,31-03-2023,CUST-00883,3
OR202303310000003706,OR,1000,10,0,31-03-2023,CUST-01910,3
OR202303310000006425,OR,1000,10,0,31-03-2023,CUST-00386,3
OR202303310000007357,OR,1000,10,0,31-03-2023,CUST-00029,3
OR202303310000009412,OR,1000,10,0,31-03-2023,CUST-03369,3
OR202303310000002844,OR,1000,10,0,31-03-2023,CUST-00688,3
OR202303310000006864,OR,1000,10,0,31-03-2023,CUST-04532,3
OR202303310000003405,OR,1000,10,0,31-03-2023,CUST-04858,3
OR202303310000009554,OR,1000,10,0,31-03-2023,CUST-00964,3
OR202303310000005552,OR,1000,10,0,31-03-2023,CUST-03160,3
OR202303310000008451,OR,1000,10,0,31-03-2023,CUST-03976,3
OR202303310000004437,OR,1000,10,0,31-03-2023,CUST-03357,3
OR202304030000003345,OR,1000,10,0,03-04-2023,CUST-00333,4
OR202304030000006253,OR,1000,10,0,03-04-2023,CUST-03951,4
OR202304030000002522,OR,1000,10,0,03-04-2023,CUST-03141,4
OR202304030000006577,OR,1000,10,0,03-04-2023,CUST-03509,4
OR202304030000004608,OR,1000,10,0,03-04-2023,CUST-02046,4
OR202304030000003696,OR,1000,10,0,03-04-2023,CUST-01627,4
OR202304030000008500,OR,1000,10,0,03-04-2023,CUST-03880,4
OR202304030000009049,OR,1000,10,0,03-04-2023,CUST-03470,4
OR202304030000003091,OR,1000,10,0,03-04-2023,CUST-00203,4
OR202304030000009817,OR,1000,10,0,03-04-2023,CUST-04480,4
OR202304030000003187,OR,1000,10,0,03-04-2023,CUST-03012,4
OR202304030000005354,OR,1000,10,0,03-04-2023,CUST-04333,4
OR202304030000004425,OR,1000,10,0,03-04-2023,CUST-02056,4
OR202304030000001003,OR,1000,10,0,03-04-2023,CUST-02012,4
OR202304030000004561,OR,1000,10,0,03-04-2023,CUST-01561,4
OR202304030000001228,OR,1000,10,0,03-04-2023,CUST-03446,4
OR202304030000008733,OR,1000,10,0,03-04-2023,CUST-00164,4
OR202304030000001729,OR,1000,10,0,03-04-2023,CUST-03333,4
OR202304030000007443,OR,1000,10,0,03-04-2023,CUST-00931,4
OR202304030000004108,OR,1000,10,0,03-04-2023,CUST-02277,4
OR202304030000009901,OR,1000,10,0,03-04-2023,CUST-04931,4
OR202304030000009958,OR,1000,10,0,03-04-2023,CUST-04662,4
OR202304030000005123,OR,1000,10,0,03-04-2023,CUST-04197,4
OR202304030000009459,OR,1000,10,0,03-04-2023,CUST-00346,4
OR202304030000008604,OR,1000,10,0,03-04-2023,CUST-01689,4
OR202304040000006643,OR,1000,10,0,04-04-2023,CUST-03804,4
OR202304040000002013,OR,1000,10,0,04-04-2023,CUST-04591,4
OR202304040000002268,OR,1000,10,0,04-04-2023,CUST-03845,4
OR202304040000005935,OR,1000,10,0,04-04-2023,CUST-00885,4
OR202304040000009298,OR,1000,10,0,04-04-2023,CUST-04395,4
OR202304040000005585,OR,1000,10,0,04-04-2023,CUST-02917,4
OR202304040000007743,OR,1000,10,0,04-04-2023,CUST-04561,4
OR202304040000003796,OR,1000,10,0,04-04-2023,CUST-02508,4
OR202304040000009224,OR,1000,10,0,04-04-2023,CUST-02577,4
OR202304040000007186,OR,1000,10,0,04-04-2023,CUST-04219,4
OR202304040000003974,OR,1000,10,0,04-04-2023,CUST-02795,4
OR202304040000009705,OR,1000,10,0,04-04-2023,CUST-03050,4
OR202304040000006362,OR,1000,10,0,04-04-2023,CUST-02121,4
OR202304040000003658,OR,1000,10,0,04-04-2023,CUST-00549,4
OR202304040000003331,OR,1000,10,0,04-04-2023,CUST-04072,4
OR202304040000009541,OR,1000,10,0,04-04-2023,CUST-03936,4
OR202304040000002942,OR,1000,10,0,04-04-2023,CUST-01955,4
OR202304040000001046,OR,1000,10,0,04-04-2023,CUST-04386,4
OR202304040000001718,OR,1000,10,0,04-04-2023,CUST-00730,4
OR202304050000009618,OR,1000,10,0,05-04-2023,CUST-04840,4
OR202304050000007225,OR,1000,10,0,05-04-2023,CUST-00833,4
OR202304050000001596,OR,1000,10,0,05-04-2023,CUST-02327,4
OR202304050000006682,OR,1000,10,0,05-04-2023,CUST-03866,4
OR202304050000004570,OR,1000,10,0,05-04-2023,CUST-03658,4
OR202304050000007780,OR,1000,10,0,05-04-2023,CUST-00751,4
OR202304050000008514,OR,1000,10,0,05-04-2023,CUST-02259,4
OR202304050000005379,OR,1000,10,0,05-04-2023,CUST-03772,4
OR202304050000006723,OR,1000,10,0,05-04-2023,CUST-03008,4
OR202304050000002142,OR,1000,10,0,05-04-2023,CUST-04041,4
OR202304050000001330,OR,1000,10,0,05-04-2023,CUST-00324,4
OR202304050000002200,OR,1000,10,0,05-04-2023,CUST-04920,4
OR202304050000006440,OR,1000,10,0,05-04-2023,CUST-00232,4
OR202304050000004433,OR,1000,10,0,05-04-2023,CUST-03088,4
OR202304050000007592,OR,1000,10,0,05-04-2023,CUST-03548,4
OR202304050000005900,OR,1000,10,0,05-04-2023,CUST-01738,4
OR202304050000007335,OR,1000,10,0,05-04-2023,CUST-04251,4
OR202304050000005773,OR,1000,10,0,05-04-2023,CUST-01558,4
OR202304050000002800,OR,1000,10,0,05-04-2023,CUST-03206,4
OR202304050000002688,OR,1000,10,0,05-04-2023,CUST-02729,4
OR202304050000002438,OR,1000,10,0,05-04-2023,CUST-04027,4
OR202304050000003364,OR,1000,10,0,05-04-2023,CUST-01296,4
OR202304050000005888,OR,1000,10,0,05-04-2023,CUST-04967,4
OR202304050000004231,OR,1000,10,0,05-04-2023,CUST-01857,4
OR202304050000009176,OR,1000,10,0,05-04-2023,CUST-00408,4
OR202304060000007646,OR,1000,10,0,06-04-2023,CUST-04052,4
OR202304060000001914,OR,1000,10,0,06-04-2023,CUST-00615,4
OR202304060000001067,OR,1000,10,0,06-04-2023,CUST-03143,4
OR202304060000009589,OR,1000,10,0,06-04-2023,CUST-01726,4
OR202304060000001605,OR,1000,10,0,06-04-2023,CUST-03216,4
OR202304060000002627,OR,1000,10,0,06-04-2023,CUST-03829,4
OR202304060000008779,OR,1000,10,0,06-04-2023,CUST-00973,4
OR202304060000007070,OR,1000,10,0,06-04-2023,CUST-01067,4
OR202304060000003494,OR,1000,10,0,06-04-2023,CUST-01683,4
OR202304060000004856,OR,1000,10,0,06-04-2023,CUST-04168,4
OR202304060000005209,OR,1000,10,0,06-04-2023,CUST-02967,4
OR202304060000007223,OR,1000,10,0,06-04-2023,CUST-04021,4
OR202304060000009612,OR,1000,10,0,06-04-2023,CUST-04805,4
OR202304060000003669,OR,1000,10,0,06-04-2023,CUST-02591,4
OR202304060000007778,OR,1000,10,0,06-04-2023,CUST-01796,4
OR202304060000003326,OR,1000,10,0,06-04-2023,CUST-02477,4
OR202304060000008355,OR,1000,10,0,06-04-2023,CUST-00290,4
OR202304060000008453,OR,1000,10,0,06-04-2023,CUST-01242,4
OR202304060000002652,OR,1000,10,0,06-04-2023,CUST-00751,4
OR202304060000001340,OR,1000,10,0,06-04-2023,CUST-02574,4
OR202304060000006784,OR,1000,10,0,06-04-2023,CUST-01075,4
OR202304060000001241,OR,1000,10,0,06-04-2023,CUST-01292,4
OR202304060000006318,OR,1000,10,0,06-04-2023,CUST-01056,4
OR202304060000009065,OR,1000,10,0,06-04-2023,CUST-04555,4
OR202304070000003741,OR,1000,10,0,07-04-2023,CUST-01296,4
OR202304070000007335,OR,1000,10,0,07-04-2023,CUST-03258,4
OR202304070000005983,OR,1000,10,0,07-04-2023,CUST-00767,4
OR202304070000008361,OR,1000,10,0,07-04-2023,CUST-02886,4
OR202304070000001236,OR,1000,10,0,07-04-2023,CUST-03873,4
OR202304070000004231,OR,1000,10,0,07-04-2023,CUST-02853,4
OR202304070000004878,OR,1000,10,0,07-04-2023,CUST-03981,4
OR202304070000001953,OR,1000,10,0,07-04-2023,CUST-01318,4
OR202304070000009004,OR,1000,10,0,07-04-2023,CUST-00023,4
OR202304070000004437,OR,1000,10,0,07-04-2023,CUST-03293,4
OR202304070000005544,OR,1000,10,0,07-04-2023,CUST-04996,4
OR202304070000008204,OR,1000,10,0,07-04-2023,CUST-00401,4
OR202304070000001201,OR,1000,10,0,07-04-2023,CUST-02508,4
OR202304070000004882,OR,1000,10,0,07-04-2023,CUST-01818,4
OR202304070000008953,OR,1000,10,0,07-04-2023,CUST-02757,4
OR202304070000002585,OR,1000,10,0,07-04-2023,CUST-04021,4
OR202304070000004518,OR,1000,10,0,07-04-2023,CUST-00668,4
OR202304070000007014,OR,1000,10,0,07-04-2023,CUST-00886,4
OR202304070000001157,OR,1000,10,0,07-04-2023,CUST-04404,4
OR202304070000001044,OR,1000,10,0,07-04-2023,CUST-02038,4
OR202304070000005610,OR,1000,10,0,07-04-2023,CUST-03026,4
OR202304070000007758,OR,1000,10,0,07-04-2023,CUST-03091,4
OR202304070000003352,OR,1000,10,0,07-04-2023,CUST-01473,4
OR202304070000001515,OR,1000,10,0,07-04-2023,CUST-04047,4
OR202304070000006818,OR,1000,10,0,07-04-2023,CUST-01377,4
OR202304070000001083,OR,1000,10,0,07-04-2023,CUST-04667,4
OR202304070000008589,OR,1000,10,0,07-04-2023,CUST-04421,4
OR202304070000005222,OR,1000,10,0,07-04-2023,CUST-00565,4
OR202304070000008543,OR,1000,10,0,07-04-2023,CUST-04241,4
OR202304070000002948,OR,1000,10,0,07-04-2023,CUST-01619,4
OR202304100000009975,OR,1000,10,0,10-04-2023,CUST-02431,4
OR202304100000009241,OR,1000,10,0,10-04-2023,CUST-03058,4
OR202304100000003318,OR,1000,10,0,10-04-2023,CUST-03246,4
OR202304100000007655,OR,1000,10,0,10-04-2023,CUST-00316,4
OR202304100000005088,OR,1000,10,0,10-04-2023,CUST-02208,4
OR202304100000001596,OR,1000,10,0,10-04-2023,CUST-03419,4
OR202304100000004405,OR,1000,10,0,10-04-2023,CUST-04304,4
OR202304100000005644,OR,1000,10,0,10-04-2023,CUST-03396,4
OR202304100000004355,OR,1000,10,0,10-04-2023,CUST-02994,4
OR202304100000009989,OR,1000,10,0,10-04-2023,CUST-00468,4
OR202304100000004153,OR,1000,10,0,10-04-2023,CUST-00498,4
OR202304100000001289,OR,1000,10,0,10-04-2023,CUST-04646,4
OR202304100000009299,OR,1000,10,0,10-04-2023,CUST-02335,4
OR202304100000001554,OR,1000,10,0,10-04-2023,CUST-04888,4
OR202304100000002005,OR,1000,10,0,10-04-2023,CUST-02380,4
OR202304110000002491,OR,1000,10,0,11-04-2023,CUST-03697,4
OR202304110000003665,OR,1000,10,0,11-04-2023,CUST-02929,4
OR202304110000008210,OR,1000,10,0,11-04-2023,CUST-04918,4
OR202304110000005931,OR,1000,10,0,11-04-2023,CUST-00288,4
OR202304110000008396,OR,1000,10,0,11-04-2023,CUST-04257,4
OR202304110000005235,OR,1000,10,0,11-04-2023,CUST-00731,4
OR202304110000004757,OR,1000,10,0,11-04-2023,CUST-00887,4
