material_id,plant_id,storage_location,unrestricted_stock,quality_insp,blocked_stock,safety_stock,last_count_date
MAT-00245,1,WH01,778.5,45,0,113,
MAT-00245,2,WH02,636,4,0,85,
MAT-00245,2,B001,822.5,36,0,113,
MAT-00245,3,WH02,1135.5,32,0,153,
MAT-00245,3,B001,813.5,45,0,113,
MAT-00245,4,A001,654,22,0,87,
MAT-00245,4,B001,759,27,0,101,
MAT-00245,5,WH02,1486.5,15,0,199,
MAT-00245,5,WH01,1122,13,0,154,
MAT-00246,1,WH02,1204.5,47,0,165,
MAT-00246,1,C001,926,27,0,130,
MAT-00246,2,C001,779.5,41,0,115,
MAT-00246,2,A001,946,9,0,129,
MAT-00246,3,C001,218.5,44,0,29,
MAT-00246,3,WH01,337.5,38,0,45,
MAT-00246,4,WH02,1339.5,47,0,179,
MAT-00246,4,A001,701,8,0,108,
MAT-00246,5,C001,972.5,19,0,143,
MAT-00246,5,WH01,1512.5,30,0,150,
MAT-00247,1,WH01,1049,12,0,141,
MAT-00247,1,B001,999,43,0,100,
MAT-00247,2,WH02,340,27,0,48,
MAT-00247,2,C001,955.5,23,0,127,
MAT-00247,3,A001,1025,29,0,141,
MAT-00247,3,WH01,403.5,27,0,59,
MAT-00247,4,WH01,240,0,0,38,
MAT-00247,4,A001,289,41,0,47,
MAT-00247,5,WH01,1521.5,48,0,144,
MAT-00247,5,A001,238.5,43,0,32,
MAT-00248,1,WH02,1464,46,0,195,
MAT-00248,1,C001,1237,43,0,172,
MAT-00248,2,B001,438,34,0,58,
MAT-00248,2,A001,1538,29,0,155,
MAT-00248,3,B001,303.5,7,0,46,
MAT-00248,3,A001,1333,23,0,179,
MAT-00248,4,A001,1113.5,17,0,150,
MAT-00248,4,WH02,657,46,0,92,
MAT-00248,5,WH01,1403,19,0,189,
MAT-00248,5,B001,1352.5,46,0,187,
MAT-00249,1,C001,1158.5,11,0,161,
MAT-00249,1,WH01,254,2,0,51,
MAT-00249,2,A001,618,27,0,89,
MAT-00249,2,WH01,775.5,13,0,103,
MAT-00249,3,B001,1186,22,0,159,
MAT-00249,3,WH02,181.5,33,0,27,
MAT-00249,4,B001,361.5,46,0,59,
MAT-00249,4,C001,351,24,0,47,
MAT-00249,5,B001,501,43,0,69,
MAT-00249,5,C001,933.5,5,0,130,
MAT-00250,1,C001,510,3,0,68,
MAT-00250,1,A001,1510,31,0,152,
MAT-00250,2,C001,1516.5,38,0,195,
MAT-00250,2,WH02,1559,33,0,175,
MAT-00250,3,C001,1182,17,0,158,
MAT-00250,3,A001,394.5,3,0,53,
MAT-00250,4,B001,929.5,19,0,128,
MAT-00250,4,C001,426,48,0,59,
MAT-00250,5,C001,848.5,17,0,120,
MAT-00250,5,A001,1045.5,0,0,95,
MAT-00251,1,WH02,1626.5,15,0,171,
MAT-00251,1,B001,432,32,0,58,
MAT-00251,2,A001,187.5,8,0,25,
MAT-00251,2,WH01,494.5,17,0,74,
MAT-00251,3,A001,1359,12,0,181,
MAT-00251,3,C001,282,1,0,38,
MAT-00251,4,WH02,840.5,30,0,116,
MAT-00251,4,A001,297,42,0,40,
MAT-00251,5,WH02,489.5,43,0,68,
MAT-00251,5,B001,876,44,0,87,
MAT-00252,1,B001,1311,31,0,175,
MAT-00252,1,WH02,856,40,0,117,
MAT-00252,2,B001,781,22,0,109,
MAT-00252,2,WH01,661.5,16,0,90,
MAT-00252,3,WH01,218,28,0,33,
MAT-00252,3,WH02,345,28,0,46,
MAT-00252,4,C001,495,21,0,66,
MAT-00252,4,WH01,582,19,0,86,
MAT-00252,5,WH02,584.5,29,0,79,
MAT-00252,5,A001,265.5,11,0,40,
MAT-00253,1,WH01,807,6,0,108,
MAT-00253,1,WH02,670.5,43,0,89,
MAT-00253,2,B001,1362.5,49,0,183,
MAT-00253,2,WH02,988,47,0,138,
MAT-00253,3,B001,382.5,29,0,57,
MAT-00253,3,C001,1208,3,0,165,
MAT-00253,4,B001,665,3,0,91,
MAT-00253,4,A001,1135.5,6,0,151,
MAT-00253,5,B001,1811,14,0,190,
MAT-00253,5,C001,1121.5,15,0,150,
MAT-00254,1,WH02,760.5,10,0,109,
MAT-00254,1,A001,874.5,39,0,117,
MAT-00254,2,WH02,924,11,0,123,
MAT-00254,2,C001,557,28,0,79,
MAT-00254,3,WH01,480,45,0,64,
MAT-00254,3,B001,1387,36,0,190,
MAT-00254,4,A001,1075.5,38,0,143,
MAT-00254,4,B001,1477.5,2,0,197,
MAT-00254,5,B001,236,44,0,43,
MAT-00254,5,WH01,1071,7,0,143,
MAT-00255,1,B001,674,38,0,91,
MAT-00255,1,WH01,697,36,0,70,
MAT-00255,2,C001,829.5,42,0,115,
MAT-00255,2,WH02,283.5,18,0,38,
MAT-00255,3,B001,1306,47,0,182,
MAT-00255,3,A001,263.5,26,0,38,
MAT-00255,4,B001,201,45,0,27,
MAT-00255,4,WH02,716,41,0,100,
MAT-00255,5,C001,501,0,0,29,
MAT-00255,5,A001,1251,17,0,167,
MAT-00256,1,C001,901.5,16,0,101,
MAT-00256,1,B001,1464.5,13,0,199,
MAT-00256,2,WH01,595.5,16,0,79,
MAT-00256,2,C001,426.5,10,0,63,
MAT-00256,3,WH02,1008,5,0,140,
MAT-00256,3,WH01,507,9,0,72,
MAT-00256,4,B001,1071,3,0,149,
MAT-00256,4,A001,850,40,0,115,
MAT-00256,5,B001,1108,25,0,110,
MAT-00256,5,WH02,1207.5,32,0,167,
MAT-00257,1,B001,388,29,0,52,
MAT-00257,1,C001,1173,3,0,124,
MAT-00257,2,WH02,958,20,0,132,
MAT-00257,2,WH01,1176,30,0,157,
MAT-00257,3,A001,1074,13,0,143,
MAT-00257,3,WH02,436,34,0,58,
MAT-00257,4,C001,191,0,0,28,
MAT-00257,4,B001,203,37,0,29,
MAT-00257,5,A001,1152.5,27,0,156,
MAT-00257,5,WH02,677,40,0,63,
MAT-00258,1,B001,939,46,0,125,
MAT-00258,1,C001,1783.5,27,0,196,
MAT-00258,2,WH01,654,18,0,88,
MAT-00258,2,WH02,768,23,0,102,
MAT-00258,3,WH02,334.5,30,0,45,
MAT-00258,3,WH01,375.5,35,0,54,
MAT-00258,4,C001,1152.5,1,0,154,
MAT-00258,4,WH01,520.5,18,0,69,
MAT-00258,5,C001,1441.5,13,0,151,
MAT-00258,5,WH01,476.5,11,0,65,
MAT-00259,1,C001,681,41,0,92,
MAT-00259,1,WH01,1360.5,48,0,181,
MAT-00259,2,WH01,1492,49,0,188,
MAT-00259,2,C001,205,21,0,33,
MAT-00259,3,C001,1152,12,0,170,
MAT-00259,3,WH01,610,7,0,88,
MAT-00259,4,WH01,1272,13,0,121,
MAT-00259,4,C001,594.5,48,0,84,
MAT-00259,5,A001,633,50,0,42,
MAT-00259,5,C001,1269,31,0,169,
MAT-00260,1,WH01,671.5,45,0,93,
MAT-00260,1,WH02,1304,36,0,187,
MAT-00260,2,C001,652.5,50,0,87,
MAT-00260,2,WH01,1210.5,0,0,104,
MAT-00260,3,A001,1233,14,0,164,
MAT-00260,3,B001,814,47,0,112,
MAT-00260,4,C001,429,36,0,57,
MAT-00260,4,B001,1393.5,25,0,193,
MAT-00260,5,C001,1127,8,0,150,
MAT-00260,5,WH02,283,0,0,38,
MAT-00261,1,WH02,338,8,0,58,
MAT-00261,1,B001,649.5,5,0,87,
MAT-00261,2,C001,877.5,30,0,92,
MAT-00261,2,WH02,1043.5,40,0,140,
MAT-00261,3,C001,842,41,0,113,
MAT-00261,3,B001,349.5,14,0,47,
MAT-00261,4,WH01,731.5,2,0,105,
MAT-00261,4,WH02,540.5,4,0,76,
MAT-00261,5,C001,807.5,19,0,108,
MAT-00261,5,B001,478.5,3,0,64,
MAT-00262,1,B001,220.5,34,0,29,
MAT-00262,1,WH01,218.5,14,0,36,
MAT-00262,2,WH01,416.5,37,0,57,
MAT-00262,2,B001,1192,9,0,134,
MAT-00262,3,A001,1101,49,0,147,
MAT-00262,3,WH02,449.5,23,0,61,
MAT-00262,4,B001,1180.5,12,0,157,
MAT-00262,4,C001,1080,9,0,144,
MAT-00262,5,B001,193.5,5,0,27,
MAT-00262,5,C001,1168.5,43,0,167,
MAT-00263,1,C001,354,35,0,47,
MAT-00263,1,WH01,495,1,0,73,
MAT-00263,2,WH01,1189.5,41,0,159,
MAT-00263,2,WH02,1241.5,37,0,157,
MAT-00263,3,C001,1053.5,3,0,143,
MAT-00263,3,B001,925,29,0,132,
MAT-00263,4,WH02,1114.5,42,0,155,
MAT-00263,4,B001,601.5,48,0,80,
MAT-00263,5,WH01,1241,43,0,114,
MAT-00263,5,WH02,1100,1,0,148,
MAT-00264,1,A001,894.5,9,0,123,
MAT-00264,1,WH01,627,19,0,84,
MAT-00264,2,WH01,751.5,24,0,100,
MAT-00264,2,WH02,1083,19,0,144,
MAT-00264,3,WH02,778.5,43,0,108,
MAT-00264,3,B001,1358.5,0,0,188,
MAT-00264,4,WH02,472.5,33,0,63,
MAT-00264,4,C001,690,32,0,104,
MAT-00264,5,B001,1204,1,0,169,
MAT-00264,5,C001,963,20,0,128,
MAT-00265,1,C001,620,50,0,88,
MAT-00265,1,B001,1099,27,0,150,
MAT-00265,2,B001,1324.5,11,0,182,
MAT-00265,2,WH01,713,24,0,97,
MAT-00265,3,WH02,562.5,49,0,63,
MAT-00265,3,B001,321,20,0,49,
MAT-00265,4,WH01,843.5,15,0,120,
MAT-00265,4,B001,1534.5,19,0,149,
MAT-00265,5,WH01,1045,3,0,117,
MAT-00265,5,B001,1238.5,43,0,169,
MAT-00266,1,C001,399.5,12,0,56,
MAT-00266,1,WH01,1348.5,43,0,180,
MAT-00266,2,B001,1406.5,16,0,151,
MAT-00266,2,C001,2103,27,0,199,
MAT-00266,3,WH01,266.5,2,0,41,
MAT-00266,3,WH02,1104.5,6,0,92,
MAT-00266,4,C001,283.5,34,0,38,
MAT-00266,4,WH01,192.5,24,0,30,
MAT-00266,5,WH02,357,32,0,54,
MAT-00266,5,WH01,1329.5,35,0,187,
MAT-00267,1,WH01,1083,10,0,146,
MAT-00267,1,WH02,660,16,0,76,
MAT-00267,2,WH02,96.5,48,0,24,
MAT-00267,2,C001,489.5,43,0,70,
MAT-00267,3,WH02,277.5,33,0,37,
MAT-00267,3,C001,784.5,39,0,107,
MAT-00267,4,C001,1378.5,5,0,184,
MAT-00267,4,WH01,474.5,42,0,67,
MAT-00267,5,C001,222,35,0,30,
MAT-00267,5,WH02,1091.5,14,0,131,
MAT-00268,1,B001,938.5,15,0,131,
MAT-00268,1,A001,944.5,1,0,131,
MAT-00268,2,A001,987.5,47,0,139,
MAT-00268,2,WH01,429.5,17,0,59,
MAT-00268,3,WH01,1005.5,4,0,140,
MAT-00268,3,WH02,1335.5,8,0,185,
MAT-00268,4,B001,1172.5,38,0,121,
MAT-00268,4,WH01,1324.5,15,0,181,
MAT-00268,5,WH02,289.5,49,0,39,
MAT-00268,5,A001,1101.5,10,0,158,
MAT-00269,1,B001,267,24,0,36,
MAT-00269,1,A001,445,6,0,64,
MAT-00269,2,WH02,415,1,0,57,
MAT-00269,2,C001,159,40,0,21,
MAT-00269,3,B001,1039.5,6,0,139,
MAT-00269,3,WH02,647,9,0,94,
MAT-00269,4,B001,448.5,15,0,60,
MAT-00269,4,A001,1399.5,25,0,187,
MAT-00269,5,B001,514,49,0,80,
MAT-00269,5,A001,512,37,0,21,
MAT-00270,1,WH02,271.5,10,0,36,
MAT-00270,1,B001,861,2,0,119,
MAT-00270,2,B001,554.5,35,0,45,
MAT-00270,2,WH02,1063.5,27,0,142,
MAT-00270,3,WH01,190.5,7,0,27,
MAT-00270,3,B001,421.5,39,0,57,
MAT-00270,4,C001,1424,15,0,194,
MAT-00270,4,A001,300,42,0,40,
MAT-00270,5,WH01,1074,20,0,150,
MAT-00270,5,WH02,923,36,0,102,
MAT-00271,1,A001,1222.5,0,0,163,
MAT-00271,1,WH02,1267,6,0,161,
MAT-00271,2,WH02,838,24,0,115,
MAT-00271,2,A001,1445.5,21,0,198,
MAT-00271,3,B001,601.5,19,0,80,
MAT-00271,3,WH02,902,15,0,128,
MAT-00271,4,C001,1603,32,0,180,
MAT-00271,4,B001,1344,30,0,179,
MAT-00271,5,A001,224,20,0,35,
MAT-00271,5,C001,586.5,46,0,78,
MAT-00272,1,WH01,810.5,39,0,109,
MAT-00272,1,C001,299,7,0,44,
MAT-00272,2,WH01,1248,44,0,166,
MAT-00272,2,A001,962.5,28,0,133,
MAT-00272,3,A001,889,9,0,119,
MAT-00272,3,B001,967.5,11,0,129,
MAT-00272,4,A001,190,2,0,31,
MAT-00272,4,C001,1107,15,0,148,
MAT-00272,5,WH02,1471.5,34,0,196,
MAT-00272,5,A001,1264,12,0,169,
MAT-00273,1,C001,424.5,13,0,57,
MAT-00273,1,A001,406.5,7,0,54,
MAT-00273,2,WH01,187.5,23,0,25,
MAT-00273,2,A001,1471.5,38,0,196,
MAT-00273,3,B001,556.5,44,0,74,
MAT-00273,3,WH02,229.5,34,0,35,
MAT-00273,4,B001,1159.5,47,0,160,
MAT-00273,4,WH02,1286,22,0,174,
MAT-00273,5,B001,739.5,10,0,99,
MAT-00273,5,WH01,703.5,9,0,94,
MAT-00274,1,A001,285,14,0,38,
MAT-00274,1,B001,320,6,0,43,
MAT-00274,2,WH01,1015.5,22,0,135,
MAT-00274,2,WH02,1219,18,0,168,
MAT-00274,3,B001,394.5,24,0,54,
MAT-00274,3,WH02,885.5,43,0,121,
MAT-00274,4,A001,1293.5,48,0,173,
MAT-00274,4,WH02,245.5,25,0,37,
MAT-00274,5,WH01,375.5,27,0,43,
MAT-00274,5,A001,857.5,50,0,116,
MAT-00275,1,WH02,1281,8,0,171,
MAT-00275,1,WH01,1068,0,0,142,
MAT-00275,2,B001,292,21,0,40,
MAT-00275,2,C001,428.5,32,0,59,
MAT-00275,3,WH01,1216,10,0,174,
MAT-00275,3,C001,813,28,0,108,
MAT-00275,4,B001,395,10,0,55,
MAT-00275,4,A001,210.5,39,0,28,
MAT-00275,5,WH02,272.5,30,0,37,
MAT-00275,5,C001,1171,21,0,160,
MAT-00276,1,B001,583.5,43,0,78,
MAT-00276,1,A001,168,23,0,22,
MAT-00276,2,B001,1083,33,0,144,
MAT-00276,2,A001,523.5,49,0,77,
MAT-00276,3,A001,1147,21,0,156,
MAT-00276,3,WH02,192,28,0,26,
MAT-00276,4,C001,95,33,0,20,
MAT-00276,4,WH02,547.5,32,0,73,
MAT-00276,5,C001,960,18,0,132,
MAT-00276,5,B001,778,31,0,104,
MAT-00277,1,WH01,449,50,0,68,
MAT-00277,1,A001,912,32,0,122,
MAT-00277,2,C001,822,39,0,112,
MAT-00277,2,WH01,1005.5,3,0,121,
MAT-00277,3,A001,167,41,0,25,
MAT-00277,3,B001,821,25,0,112,
MAT-00277,4,C001,1753,2,0,190,
MAT-00277,4,WH02,531.5,32,0,89,
MAT-00277,5,B001,609.5,45,0,87,
MAT-00277,5,C001,609.5,5,0,21,
MAT-00278,1,WH01,1072,10,0,110,
MAT-00278,1,B001,847.5,41,0,113,
MAT-00278,2,WH02,447,46,0,70,
MAT-00278,2,WH01,360,35,0,48,
MAT-00278,3,B001,330,44,0,44,
MAT-00278,3,A001,990,15,0,132,
MAT-00278,4,B001,700.5,6,0,94,
MAT-00278,4,A001,390,48,0,38,
MAT-00278,5,B001,1382,12,0,189,
MAT-00278,5,A001,918.5,1,0,72,
MAT-00279,1,WH01,1430,24,0,194,
MAT-00279,1,B001,925,1,0,129,
MAT-00279,2,A001,1002,1,0,94,
MAT-00279,2,WH02,424.5,19,0,57,
MAT-00279,3,A001,726,4,0,84,
MAT-00279,3,WH01,190.5,43,0,33,
MAT-00279,4,WH01,1441,30,0,195,
MAT-00279,4,C001,1381.5,4,0,184,
MAT-00279,5,A001,283,42,0,30,
MAT-00279,5,WH01,1034,17,0,100,
MAT-00280,1,WH02,1343.5,28,0,186,
MAT-00280,1,C001,995,27,0,136,
MAT-00280,2,WH02,400.5,40,0,60,
MAT-00280,2,WH01,1526.5,5,0,155,
MAT-00280,3,B001,1423.5,3,0,190,
MAT-00280,3,C001,837,47,0,112,
MAT-00280,4,WH02,597.5,40,0,83,
MAT-00280,4,A001,855,34,0,81,
MAT-00280,5,A001,980.5,42,0,131,
MAT-00280,5,B001,921.5,7,0,127,
MAT-00281,1,WH02,671.5,6,0,45,
MAT-00281,1,A001,1536.5,17,0,174,
MAT-00281,2,C001,867.5,50,0,122,
MAT-00281,2,WH01,1203.5,25,0,162,
MAT-00281,3,WH01,789,4,0,105,
MAT-00281,3,WH02,1047,21,0,140,
MAT-00281,4,B001,1017,25,0,136,
MAT-00281,4,C001,1272.5,1,0,171,
MAT-00281,5,A001,201.5,36,0,28,
MAT-00281,5,WH01,615,50,0,51,
MAT-00282,1,A001,759,19,0,106,
MAT-00282,1,WH01,658.5,4,0,88,
MAT-00282,2,WH01,1314,2,0,175,
MAT-00282,2,WH02,655,9,0,46,
MAT-00282,3,B001,535.5,45,0,71,
MAT-00282,3,A001,680,14,0,92,
MAT-00282,4,C001,892,10,0,123,
MAT-00282,4,WH01,779,29,0,110,
MAT-00282,5,B001,1432,12,0,196,
MAT-00282,5,C001,1223,9,0,169,
MAT-00283,1,A001,1126.5,37,0,150,
MAT-00283,1,C001,1138.5,44,0,152,
MAT-00283,2,B001,919,36,0,127,
MAT-00283,2,C001,1002,30,0,134,
MAT-00283,3,B001,1223.5,32,0,165,
MAT-00283,3,C001,875,11,0,122,
MAT-00283,4,WH01,1056,38,0,147,
MAT-00283,4,B001,1449.5,12,0,199,
MAT-00283,5,B001,1225.5,30,0,163,
MAT-00283,5,C001,1330,40,0,160,
MAT-00284,1,A001,1738,16,0,163,
MAT-00284,1,B001,439,39,0,26,
MAT-00284,2,B001,1145.5,27,0,156,
MAT-00284,2,WH01,438,45,0,60,
MAT-00284,3,WH02,1190,24,0,177,
MAT-00284,3,C001,517.5,34,0,79,
MAT-00284,4,C001,791,43,0,48,
MAT-00284,4,WH02,823.5,15,0,113,
MAT-00284,5,WH02,639,46,0,85,
MAT-00284,5,B001,1281.5,25,0,175,
MAT-00285,1,C001,1240.5,15,0,165,
MAT-00285,1,B001,1333.5,4,0,143,
MAT-00285,2,WH02,1103.5,29,0,155,
MAT-00285,2,WH01,717,10,0,103,
MAT-00285,3,B001,667,21,0,71,
MAT-00285,3,WH01,1480.5,14,0,197,
MAT-00285,4,B001,101.5,24,0,21,
MAT-00285,4,C001,1117.5,10,0,149,
MAT-00285,5,A001,762,27,0,104,
MAT-00285,5,WH02,448.5,15,0,60,
MAT-00286,1,C001,294.5,16,0,44,
MAT-00286,1,A001,1191.5,8,0,161,
MAT-00286,2,A001,1599.5,44,0,101,
MAT-00286,2,C001,440,16,0,60,
MAT-00286,3,C001,1875,26,0,199,
MAT-00286,3,B001,398,25,0,63,
MAT-00286,4,B001,416,13,0,57,
MAT-00286,4,WH01,412.5,23,0,60,
MAT-00286,5,WH01,585,17,0,78,
MAT-00286,5,A001,520,23,0,74,
MAT-00287,1,C001,1204.5,41,0,171,
MAT-00287,1,A001,585.5,13,0,83,
MAT-00287,2,C001,675,5,0,50,
MAT-00287,2,WH02,234.5,6,0,36,
MAT-00287,3,WH01,556.5,36,0,74,
MAT-00287,3,C001,556.5,18,0,74,
MAT-00287,4,WH02,1866.5,41,0,118,
MAT-00287,4,C001,1002.5,10,0,79,
MAT-00287,5,A001,424.5,40,0,57,
MAT-00287,5,C001,1329,19,0,177,
MAT-00288,1,WH01,1399.5,7,0,123,
MAT-00288,1,B001,842.5,4,0,95,
MAT-00288,2,B001,330.5,26,0,45,
MAT-00288,2,A001,544.5,48,0,76,
MAT-00288,3,WH01,535.5,42,0,71,
MAT-00288,3,B001,744,18,0,99,
MAT-00288,4,B001,408.5,16,0,55,
MAT-00288,4,WH01,795.5,46,0,110,
MAT-00288,5,B001,453.5,41,0,64,
MAT-00288,5,C001,1092,39,0,147,
MAT-00289,1,WH02,717.5,48,0,97,
MAT-00289,1,WH01,1140,36,0,152,
MAT-00289,2,A001,606.5,0,0,69,
MAT-00289,2,C001,224,29,0,32,
MAT-00289,3,C001,550.5,23,0,73,
MAT-00289,3,A001,1106,4,0,153,
MAT-00289,4,WH02,1465.5,17,0,195,
MAT-00289,4,B001,845.5,36,0,118,
MAT-00289,5,B001,472.5,21,0,30,
MAT-00289,5,WH02,1141,35,0,115,
MAT-00290,1,B001,648,47,0,86,
MAT-00290,1,C001,428.5,4,0,60,
MAT-00290,2,A001,320.5,16,0,49,
MAT-00290,2,WH02,754,19,0,103,
MAT-00290,3,B001,917.5,40,0,129,
MAT-00290,3,WH01,1194,24,0,159,
MAT-00290,4,B001,415,47,0,62,
MAT-00290,4,C001,222,40,0,30,
MAT-00290,5,A001,1083.5,26,0,149,
MAT-00290,5,C001,157.5,27,0,23,
MAT-00291,1,WH01,299,46,0,43,
MAT-00291,1,WH02,163.5,24,0,25,
MAT-00291,2,WH02,521,47,0,70,
MAT-00291,2,WH01,831,19,0,111,
MAT-00291,3,WH02,1357.5,9,0,186,
MAT-00291,3,A001,1353,50,0,184,
MAT-00291,4,A001,1379,44,0,142,
MAT-00291,4,WH01,1114.5,2,0,149,
MAT-00291,5,WH01,163.5,27,0,22,
MAT-00291,5,C001,248.5,49,0,36,
MAT-00292,1,C001,268.5,22,0,37,
MAT-00292,1,WH01,1013.5,0,0,139,
MAT-00292,2,A001,672,20,0,54,
MAT-00292,2,WH02,266,8,0,20,
MAT-00292,3,B001,787.5,2,0,105,
MAT-00292,3,A001,353.5,16,0,20,
MAT-00292,4,A001,840,10,0,118,
MAT-00292,4,B001,957.5,39,0,134,
MAT-00292,5,WH02,1332,32,0,182,
MAT-00292,5,WH01,458,40,0,66,
MAT-00293,1,B001,624,3,0,55,
MAT-00293,1,A001,1000.5,25,0,133,
MAT-00293,2,A001,1293.5,44,0,173,
MAT-00293,2,C001,1074.5,35,0,146,
MAT-00293,3,C001,720,2,0,96,
MAT-00293,3,B001,1455,29,0,194,
MAT-00293,4,WH02,1321.5,24,0,176,
MAT-00293,4,WH01,1097,38,0,146,
MAT-00293,5,WH01,480.5,2,0,53,
MAT-00293,5,C001,243.5,41,0,33,
MAT-00294,1,A001,203,17,0,37,
MAT-00294,1,C001,1420,17,0,192,
MAT-00294,2,B001,733.5,0,0,100,
MAT-00294,2,C001,1135.5,30,0,151,
MAT-00294,3,B001,793.5,15,0,55,
MAT-00294,3,WH01,1233,34,0,164,
MAT-00294,4,WH01,1252.5,22,0,167,
MAT-00294,4,A001,1005,23,0,138,
MAT-00294,5,B001,1369.5,38,0,171,
MAT-00294,5,C001,1104.5,38,0,165,
MAT-00295,1,C001,596.5,42,0,86,
MAT-00295,1,WH01,868.5,44,0,116,
MAT-00295,2,WH01,1292.5,31,0,174,
MAT-00295,2,B001,1222.5,48,0,164,
MAT-00295,3,WH02,1060.5,14,0,141,
MAT-00295,3,B001,165.5,21,0,26,
MAT-00295,4,C001,852.5,36,0,118,
MAT-00295,4,WH01,860,42,0,116,
MAT-00295,5,WH02,699.5,28,0,100,
MAT-00295,5,B001,806,1,0,109,
MAT-00296,1,WH01,1255.5,40,0,167,
MAT-00296,1,C001,240,2,0,40,
MAT-00296,2,C001,1078.5,17,0,144,
MAT-00296,2,B001,1184.5,43,0,169,
MAT-00296,3,WH02,596,0,0,85,
MAT-00296,3,A001,1324,17,0,178,
MAT-00296,4,B001,513,21,0,68,
MAT-00296,4,A001,1390.5,27,0,185,
MAT-00296,5,A001,964.5,22,0,129,
MAT-00296,5,B001,1280.5,35,0,177,
MAT-00297,1,WH01,802.5,45,0,107,
MAT-00297,1,WH02,172.5,39,0,23,
MAT-00297,2,WH01,697.5,19,0,93,
MAT-00297,2,B001,1171,29,0,158,
MAT-00297,3,WH01,809.5,20,0,119,
MAT-00297,3,A001,1394.5,5,0,193,
MAT-00297,4,B001,211,5,0,32,
MAT-00297,4,A001,866,18,0,122,
MAT-00297,5,B001,594.5,42,0,54,
MAT-00297,5,WH01,360,24,0,48,
MAT-00298,1,C001,268,33,0,41,
MAT-00298,1,WH02,184.5,50,0,25,
MAT-00298,2,B001,1377.5,37,0,91,
MAT-00298,2,C001,1048,3,0,80,
MAT-00298,3,WH02,1357.5,38,0,181,
MAT-00298,3,C001,1122,14,0,150,
MAT-00298,4,C001,714,15,0,96,
MAT-00298,4,WH01,666,10,0,89,
MAT-00298,5,C001,864.5,49,0,116,
MAT-00298,5,B001,901,48,0,113,
MAT-00299,1,WH02,154,28,0,28,
MAT-00299,1,C001,1579,26,0,168,
MAT-00299,2,C001,806.5,14,0,114,
MAT-00299,2,WH02,895.5,16,0,119,
MAT-00299,3,WH02,1262,47,0,169,
MAT-00299,3,C001,333,21,0,52,
MAT-00299,4,A001,383,21,0,55,
MAT-00299,4,B001,1373.5,47,0,187,
MAT-00299,5,WH02,1222.5,29,0,106,
MAT-00299,5,C001,1330,37,0,182,
MAT-00300,1,A001,1162.5,31,0,155,
MAT-00300,1,WH02,1365,20,0,185,
MAT-00300,2,B001,1527,30,0,194,
MAT-00300,2,WH02,1017.5,48,0,141,
MAT-00300,3,B001,1009,43,0,135,
MAT-00300,3,C001,1318.5,27,0,176,
MAT-00300,4,C001,471,50,0,63,
MAT-00300,4,B001,1084.5,25,0,148,
MAT-00300,5,WH01,1171,37,0,159,
MAT-00300,5,C001,997.5,39,0,135,
MAT-00301,1,A001,191.5,14,0,32,
MAT-00301,1,B001,1160,33,0,156,
MAT-00301,2,C001,143,28,0,28,
MAT-00301,2,WH02,150,3,0,20,
MAT-00301,3,WH02,1267.5,5,0,175,
MAT-00301,3,C001,649,36,0,90,
MAT-00301,4,A001,576.5,9,0,78,
MAT-00301,4,B001,752,36,0,105,
MAT-00301,5,C001,613.5,14,0,85,
MAT-00301,5,WH01,2063.5,44,0,191,
MAT-00302,1,WH02,255,45,0,34,
MAT-00302,1,C001,379,43,0,61,
MAT-00302,2,WH02,726,45,0,97,
MAT-00302,2,WH01,481.5,21,0,71,
MAT-00302,3,B001,776.5,4,0,105,
MAT-00302,3,C001,484.5,8,0,84,
MAT-00302,4,WH01,344,17,0,24,
MAT-00302,4,B001,239,32,0,32,
MAT-00302,5,C001,450,25,0,24,
MAT-00302,5,B001,1277.5,15,0,182,
MAT-00303,1,B001,692.5,4,0,103,
MAT-00303,1,C001,237,33,0,34,
MAT-00303,2,WH02,881,31,0,128,
MAT-00303,2,WH01,437.5,28,0,59,
MAT-00303,3,B001,1121,24,0,153,
MAT-00303,3,WH02,685.5,38,0,91,
MAT-00303,4,B001,1182,32,0,162,
MAT-00303,4,WH02,213,18,0,28,
MAT-00303,5,A001,850,5,0,118,
MAT-00303,5,WH02,1384.5,24,0,185,
MAT-00304,1,A001,455.5,47,0,61,
MAT-00304,1,B001,1374,43,0,184,
MAT-00304,2,B001,924,23,0,123,
MAT-00304,2,A001,571,18,0,80,
MAT-00304,3,A001,467.5,26,0,71,
MAT-00304,3,C001,1119,27,0,154,
MAT-00304,4,A001,1337.5,1,0,159,
MAT-00304,4,B001,1117.5,38,0,149,
MAT-00304,5,B001,435.5,30,0,65,
MAT-00304,5,A001,999,34,0,133,
MAT-00305,1,A001,1605,4,0,160,
MAT-00305,1,B001,198,37,0,26,
MAT-00305,2,B001,832.5,46,0,119,
MAT-00305,2,WH01,1260,26,0,168,
MAT-00305,3,WH01,1351.5,29,0,180,
MAT-00305,3,WH02,747.5,15,0,113,
MAT-00305,4,WH01,1314.5,29,0,177,
MAT-00305,4,C001,797,19,0,97,
MAT-00305,5,C001,576.5,21,0,81,
MAT-00305,5,WH02,1094,3,0,146,
MAT-00306,1,B001,919,7,0,123,
MAT-00306,1,C001,1060,21,0,146,
MAT-00306,2,C001,682,49,0,93,
