plant_id,material_id,movement_type,quantity,amount,document_date,batch_number,storage_location,fiscal_period
2,MAT-00488,261,-16,-732.32,20-09-2023,,A001,9
5,MAT-00028,261,-45,-19472.85,19-09-2023,,B001,9
3,MAT-00526,261,-24,-5045.28,19-09-2023,,B001,9
5,MAT-01137,261,-15,-1429.80,19-09-2023,,A001,9
5,MAT-00088,261,-27,-8054.91,19-09-2023,,C001,9
4,MAT-00631,261,-45,-10672.65,21-09-2023,,WH02,9
4,MAT-00464,261,-15,-6467.55,21-09-2023,,WH02,9
1,MAT-00408,261,-12,-3473.28,21-09-2023,,C001,9
1,MAT-00051,261,-43,-12726.28,21-09-2023,,C001,9
2,MAT-01369,261,-28,-2363.76,21-09-2023,,,9
2,MAT-01087,261,-37,-18417.86,20-09-2023,,WH02,9
5,MAT-00029,261,-10,-338.70,20-09-2023,,B001,9
3,MAT-00043,261,-21,-9646.98,21-09-2023,,B001,9
2,MAT-00466,261,-15,-2296.50,20-09-2023,,B001,9
2,MAT-00120,261,-31,-1144.21,19-09-2023,,C001,9
1,MAT-00994,261,-12,-668.16,21-09-2023,,WH01,9
5,MAT-00735,101,178,67629.31999999999,19-09-2023,BATCH-20230919,B001,9
5,MAT-00350,101,320,39193.60,19-09-2023,,WH02,9
5,MAT-01417,101,101,22901.75,19-09-2023,BATCH-20230919,A001,9
1,MAT-00656,101,285,72566.70,19-09-2023,BATCH-20230919,B001,9
1,MAT-01347,101,286,137837.69999999998,19-09-2023,BATCH-20230919,WH01,9
5,MAT-00625,101,341,111674.09,19-09-2023,BATCH-20230919,WH01,9
5,MAT-00869,101,364,49081.76,19-09-2023,BATCH-20230919,B001,9
3,MAT-00385,101,211,34566.02,19-09-2023,BATCH-20230919,B001,9
5,MAT-01070,101,435,88309.34999999999,19-09-2023,,WH02,9
5,MAT-00520,101,80,23540.00,19-09-2023,BATCH-20230919,C001,9
1,MAT-01456,101,135,2639.25,19-09-2023,,WH02,9
3,MAT-00073,101,245,92394.40,19-09-2023,BATCH-20230919,WH02,9
3,MAT-00692,261,-15,-5461.50,20-09-2023,,C001,9
2,MAT-00641,261,-1,-471.97,21-09-2023,,A001,9
3,MAT-01140,261,-4,-1222.56,22-09-2023,,,9
5,MAT-00505,261,-22,-10275.76,21-09-2023,,WH02,9
3,MAT-00854,261,-9,-2322.99,20-09-2023,,WH02,9
1,MAT-01490,261,-46,-22143.48,20-09-2023,,,9
2,MAT-00899,261,-33,-10261.35,22-09-2023,,A001,9
1,MAT-00670,261,-5,-2349.00,21-09-2023,,WH01,9
1,MAT-00384,261,-14,-731.22,22-09-2023,,A001,9
2,MAT-00569,261,-8,-1626.00,21-09-2023,,A001,9
3,MAT-00020,261,-23,-9657.01,21-09-2023,,,9
5,MAT-00168,261,-32,-398.08,21-09-2023,,WH02,9
4,MAT-00157,261,-41,-5656.36,20-09-2023,,C001,9
1,MAT-00308,261,-12,-2757.60,22-09-2023,,A001,9
1,MAT-01135,261,-21,-3949.89,20-09-2023,,C001,9
5,MAT-00028,261,-12,-5192.76,20-09-2023,,WH01,9
2,MAT-00568,261,-31,-12924.21,20-09-2023,,WH02,9
5,MAT-01004,261,-30,-8773.80,20-09-2023,,A001,9
4,MAT-00927,261,-17,-5889.65,20-09-2023,,A001,9
5,MAT-00877,261,-11,-3836.14,22-09-2023,,WH01,9
3,MAT-00581,261,-49,-23819.88,20-09-2023,,WH01,9
2,MAT-00110,261,-23,-7639.45,21-09-2023,,WH01,9
3,MAT-00549,261,-39,-11373.57,21-09-2023,,B001,9
4,MAT-00041,261,-20,-8909.60,21-09-2023,,WH01,9
4,MAT-01279,261,-40,-11042.80,22-09-2023,,B001,9
2,MAT-00361,261,-20,-6978.40,21-09-2023,,C001,9
1,MAT-00893,261,-13,-4125.16,21-09-2023,,B001,9
5,MAT-00889,261,-19,-8316.87,21-09-2023,,WH01,9
2,MAT-01329,261,-16,-4239.04,22-09-2023,,WH01,9
3,MAT-01212,261,-17,-7448.38,20-09-2023,,WH01,9
2,MAT-00850,261,-42,-4812.78,22-09-2023,,C001,9
4,MAT-00021,261,-21,-8795.43,21-09-2023,,A001,9
4,MAT-00689,261,-40,-12934.00,22-09-2023,,WH02,9
1,MAT-00871,261,-37,-7888.77,20-09-2023,,B001,9
2,MAT-00212,261,-8,-3697.52,22-09-2023,,WH02,9
4,MAT-00105,261,-20,-4602.80,22-09-2023,,A001,9
1,MAT-01196,261,-50,-15549.00,21-09-2023,,A001,9
2,MAT-00100,261,-20,-272.80,22-09-2023,,A001,9
5,MAT-00972,261,-6,-1072.50,22-09-2023,,WH02,9
3,MAT-01405,261,-37,-14069.25,20-09-2023,,C001,9
2,MAT-00930,261,-19,-5179.40,21-09-2023,,WH02,9
3,MAT-01301,261,-25,-1851.00,20-09-2023,,WH02,9
1,MAT-00128,261,-44,-11715.44,22-09-2023,,WH01,9
5,MAT-00215,261,-29,-4805.30,20-09-2023,,C001,9
4,MAT-00295,261,-5,-671.70,22-09-2023,,A001,9
5,MAT-01274,261,-13,-1362.01,21-09-2023,,B001,9
5,MAT-00376,261,-28,-8342.32,21-09-2023,,C001,9
2,MAT-00925,261,-7,-2618.35,21-09-2023,,A001,9
4,MAT-01332,261,-4,-1930.32,21-09-2023,,C001,9
4,MAT-01493,261,-38,-15144.90,21-09-2023,,WH02,9
2,MAT-01330,261,-35,-17386.25,22-09-2023,,WH01,9
4,MAT-00261,261,-17,-1177.42,22-09-2023,,WH01,9
4,MAT-00500,261,-6,-2149.62,20-09-2023,,C001,9
3,MAT-00583,261,-8,-3626.08,20-09-2023,,WH02,9
1,MAT-01069,261,-33,-8847.30,22-09-2023,,C001,9
4,MAT-00933,261,-29,-2836.49,22-09-2023,,WH02,9
2,MAT-01440,261,-29,-9314.22,22-09-2023,,B001,9
3,MAT-00156,261,-14,-1373.40,20-09-2023,,A001,9
4,MAT-00174,261,-8,-1219.12,22-09-2023,,WH02,9
2,MAT-00022,261,-42,-2638.44,21-09-2023,,B001,9
1,MAT-00372,261,-32,-14381.76,20-09-2023,,C001,9
3,MAT-00619,261,-2,-935.56,22-09-2023,,WH02,9
2,MAT-01338,261,-10,-1665.70,20-09-2023,,C001,9
2,MAT-00709,261,-39,-19096.74,20-09-2023,,WH02,9
4,MAT-00406,261,-11,-4552.68,21-09-2023,,WH01,9
2,MAT-00720,261,-11,-149.05,20-09-2023,,B001,9
1,MAT-00166,261,-9,-3713.13,22-09-2023,,B001,9
2,MAT-00889,261,-9,-2617.83,22-09-2023,,C001,9
3,MAT-00964,261,-1,-477.84,20-09-2023,,WH01,9
4,MAT-01413,261,-41,-8586.63,21-09-2023,,WH02,9
4,MAT-00356,261,-38,-18873.46,22-09-2023,,WH02,9
5,MAT-01457,261,-21,-7884.45,20-09-2023,,WH01,9
1,MAT-01381,101,203,54152.28,20-09-2023,BATCH-20230920,WH01,9
5,MAT-00331,101,415,148395.69999999998,20-09-2023,BATCH-20230920,,9
1,MAT-01079,101,415,38516.15,20-09-2023,BATCH-20230920,B001,9
2,MAT-00266,101,301,87232.81,20-09-2023,BATCH-20230920,C001,9
2,MAT-00708,101,458,191998.18,20-09-2023,BATCH-20230920,WH01,9
2,MAT-00401,101,479,203009.78,20-09-2023,,B001,9
4,MAT-00362,101,248,38385.44,20-09-2023,BATCH-20230920,A001,9
1,MAT-01058,101,212,27388.28,20-09-2023,BATCH-20230920,WH01,9
4,MAT-00013,101,158,64317.06,20-09-2023,BATCH-20230920,,9
4,MAT-00620,101,162,47929.32,20-09-2023,BATCH-20230920,A001,9
4,MAT-01316,101,94,28315.620000000003,20-09-2023,BATCH-20230920,A001,9
3,MAT-00194,101,406,61622.68,20-09-2023,BATCH-20230920,C001,9
3,MAT-00594,101,143,70431.79,20-09-2023,BATCH-20230920,,9
3,MAT-00390,101,337,89901.48999999999,20-09-2023,BATCH-20230920,WH02,9
2,MAT-00529,261,-20,-7864.60,21-09-2023,,C001,9
4,MAT-00895,261,-9,-3569.94,21-09-2023,,,9
1,MAT-00999,261,-48,-11115.36,21-09-2023,,B001,9
3,MAT-00706,261,-35,-1388.45,23-09-2023,,,9
4,MAT-00334,261,-23,-9139.05,23-09-2023,,B001,9
3,MAT-01320,261,-3,-897.51,23-09-2023,,B001,9
4,MAT-00067,261,-14,-6008.10,21-09-2023,,A001,9
3,MAT-00277,261,-47,-14422.42,21-09-2023,,WH01,9
4,MAT-00430,261,-20,-8453.00,22-09-2023,,WH01,9
2,MAT-00012,261,-10,-957.60,21-09-2023,,A001,9
2,MAT-01230,261,-35,-2736.30,21-09-2023,,A001,9
3,MAT-00721,261,-28,-1069.32,23-09-2023,,B001,9
3,MAT-00516,261,-3,-1202.97,23-09-2023,,B001,9
1,MAT-00694,261,-26,-4493.84,22-09-2023,,WH02,9
2,MAT-01341,261,-19,-3314.17,21-09-2023,,C001,9
4,MAT-00151,261,-19,-979.83,21-09-2023,,WH02,9
5,MAT-00608,261,-35,-14173.60,23-09-2023,,B001,9
2,MAT-01299,261,-49,-20777.47,23-09-2023,,A001,9
5,MAT-00613,261,-2,-472.58,21-09-2023,,A001,9
5,MAT-00004,261,-35,-14376.25,21-09-2023,,B001,9
1,MAT-01261,261,-40,-17056.00,23-09-2023,,WH02,9
3,MAT-00939,261,-20,-9734.00,21-09-2023,,C001,9
4,MAT-01305,261,-16,-1969.44,23-09-2023,,C001,9
5,MAT-00954,261,-14,-5275.90,22-09-2023,,A001,9
1,MAT-01014,261,-1,-411.18,21-09-2023,,WH02,9
3,MAT-00493,261,-43,-12768.85,23-09-2023,,B001,9
4,MAT-00274,261,-5,-903.20,21-09-2023,,WH02,9
5,MAT-00552,261,-14,-2554.30,23-09-2023,,WH02,9
3,MAT-00074,261,-48,-21233.76,23-09-2023,,WH02,9
5,MAT-01241,261,-46,-18692.10,21-09-2023,,A001,9
3,MAT-00606,261,-47,-14902.76,22-09-2023,,C001,9
4,MAT-00046,261,-27,-11194.47,21-09-2023,,B001,9
5,MAT-00693,261,-6,-206.46,21-09-2023,,C001,9
4,MAT-01133,261,-15,-5701.05,23-09-2023,,B001,9
5,MAT-00542,261,-14,-1840.16,23-09-2023,,,9
5,MAT-00249,261,-43,-11836.18,22-09-2023,,C001,9
1,MAT-00279,261,-44,-13871.44,23-09-2023,,B001,9
1,MAT-00946,261,-30,-6089.10,21-09-2023,,B001,9
5,MAT-00110,261,-15,-867.45,23-09-2023,,A001,9
5,MAT-01350,261,-20,-7167.80,22-09-2023,,A001,9
3,MAT-00598,261,-49,-20695.64,21-09-2023,,WH01,9
5,MAT-00841,261,-39,-3939.39,21-09-2023,,B001,9
4,MAT-01426,261,-25,-1784.75,21-09-2023,,WH02,9
1,MAT-00068,261,-28,-7201.88,21-09-2023,,WH02,9
2,MAT-01321,261,-40,-8431.60,23-09-2023,,A001,9
2,MAT-00514,261,-19,-7353.38,22-09-2023,,A001,9
2,MAT-00906,261,-47,-13700.97,23-09-2023,,B001,9
5,MAT-00698,261,-15,-6281.70,23-09-2023,,A001,9
5,MAT-01373,261,-4,-1686.20,21-09-2023,,WH01,9
4,MAT-01466,261,-23,-10039.04,22-09-2023,,C001,9
1,MAT-00965,261,-39,-5380.44,22-09-2023,,WH02,9
3,MAT-01136,261,-19,-3735.02,21-09-2023,,C001,9
2,MAT-00921,261,-25,-3610.75,22-09-2023,,,9
5,MAT-00840,261,-16,-1687.36,22-09-2023,,C001,9
5,MAT-01334,261,-28,-5662.44,23-09-2023,,WH02,9
4,MAT-00536,261,-34,-11973.78,21-09-2023,,WH02,9
1,MAT-00077,261,-3,-1075.32,21-09-2023,,A001,9
3,MAT-00017,261,-44,-12065.24,21-09-2023,,WH01,9
4,MAT-01080,261,-31,-5212.03,21-09-2023,,B001,9
4,MAT-01024,261,-38,-16513.66,23-09-2023,,WH01,9
4,MAT-01350,261,-44,-7717.60,23-09-2023,,A001,9
4,MAT-01467,261,-9,-3771.54,21-09-2023,,,9
4,MAT-00951,261,-25,-2660.00,23-09-2023,,B001,9
2,MAT-00778,261,-38,-9832.12,21-09-2023,,WH02,9
3,MAT-01295,261,-1,-111.46,21-09-2023,,C001,9
3,MAT-00361,261,-41,-9128.65,21-09-2023,,C001,9
1,MAT-00571,261,-25,-8520.00,21-09-2023,,B001,9
2,MAT-00465,261,-7,-789.67,23-09-2023,,WH01,9
2,MAT-01133,261,-11,-1383.80,22-09-2023,,C001,9
4,MAT-01112,261,-24,-9974.64,22-09-2023,,C001,9
1,MAT-00609,261,-15,-7390.65,22-09-2023,,WH02,9
1,MAT-00465,261,-6,-2276.04,21-09-2023,,A001,9
4,MAT-00497,101,94,11202.92,21-09-2023,BATCH-20230921,C001,9
4,MAT-00450,101,100,18775.00,21-09-2023,BATCH-20230921,WH01,9
3,MAT-00135,101,70,4487.00,21-09-2023,,C001,9
1,MAT-00956,101,436,188212.48,21-09-2023,BATCH-20230921,B001,9
5,MAT-01164,101,183,25901.82,21-09-2023,BATCH-20230921,C001,9
1,MAT-00825,101,313,58850.26,21-09-2023,BATCH-20230921,,9
3,MAT-00267,101,357,36246.21,21-09-2023,BATCH-20230921,B001,9
3,MAT-00970,101,223,10938.15,21-09-2023,BATCH-20230921,WH02,9
4,MAT-01288,101,291,139356.99,21-09-2023,BATCH-20230921,A001,9
2,MAT-01458,101,400,135256.00,21-09-2023,BATCH-20230921,WH01,9
1,MAT-01098,101,434,101712.24,21-09-2023,BATCH-20230921,C001,9
4,MAT-00329,101,225,69909.75,21-09-2023,BATCH-20230921,WH01,9
1,MAT-00054,101,107,13154.58,21-09-2023,BATCH-20230921,B001,9
1,MAT-01232,101,460,33635.200000000004,21-09-2023,BATCH-20230921,A001,9
2,MAT-00139,101,196,26171.88,21-09-2023,BATCH-20230921,WH01,9
4,MAT-00127,101,173,74955.70999999999,21-09-2023,BATCH-20230921,C001,9
3,MAT-00353,101,346,75936.62,21-09-2023,BATCH-20230921,A001,9
4,MAT-00714,101,332,141026.96,21-09-2023,BATCH-20230921,C001,9
1,MAT-00003,101,300,20517.00,21-09-2023,BATCH-20230921,B001,9
4,MAT-00813,101,323,89635.73,21-09-2023,BATCH-20230921,WH02,9
4,MAT-00222,261,-2,-440.12,22-09-2023,,WH01,9
4,MAT-00536,261,-35,-12325.95,22-09-2023,,WH02,9
5,MAT-00341,261,-33,-7510.80,23-09-2023,,C001,9
2,MAT-00793,261,-2,-918.04,24-09-2023,,C001,9
2,MAT-00126,261,-20,-5990.40,22-09-2023,,WH01,9
2,MAT-00929,261,-2,-258.98,24-09-2023,,C001,9
4,MAT-00046,261,-7,-2902.27,23-09-2023,,A001,9
3,MAT-00959,261,-2,-766.20,22-09-2023,,WH01,9
2,MAT-01403,261,-12,-5255.40,24-09-2023,,A001,9
5,MAT-00209,261,-36,-8179.92,24-09-2023,,A001,9
3,MAT-00288,261,-6,-2729.46,24-09-2023,,C001,9
2,MAT-00304,261,-26,-8792.42,23-09-2023,,A001,9
2,MAT-00962,261,-49,-16203.32,23-09-2023,,WH01,9
1,MAT-00712,261,-14,-6828.08,24-09-2023,,B001,9
2,MAT-00378,261,-15,-2494.35,23-09-2023,,B001,9
5,MAT-01243,261,-38,-10007.68,23-09-2023,,A001,9
5,MAT-01460,261,-34,-4575.72,22-09-2023,,C001,9
3,MAT-00224,261,-48,-15278.40,22-09-2023,,C001,9
4,MAT-00028,261,-4,-60.16,24-09-2023,,A001,9
1,MAT-00036,261,-26,-10324.60,22-09-2023,,WH01,9
1,MAT-01294,261,-40,-10134.40,22-09-2023,,WH01,9
4,MAT-00197,261,-23,-3547.98,22-09-2023,,WH02,9
2,MAT-00303,261,-2,-300.92,24-09-2023,,,9
1,MAT-00180,261,-2,-919.76,24-09-2023,,C001,9
2,MAT-00131,261,-2,-59.40,22-09-2023,,WH02,9
5,MAT-00961,261,-37,-10240.12,23-09-2023,,WH02,9
3,MAT-00615,261,-9,-2218.77,23-09-2023,,A001,9
5,MAT-01095,261,-42,-12975.48,22-09-2023,,C001,9
4,MAT-01276,261,-7,-2846.13,24-09-2023,,B001,9
1,MAT-00332,261,-36,-9438.84,23-09-2023,,A001,9
2,MAT-00835,261,-7,-3032.47,24-09-2023,,WH02,9
5,MAT-01179,261,-50,-10348.00,24-09-2023,,B001,9
5,MAT-01026,261,-36,-6949.80,24-09-2023,,B001,9
2,MAT-00370,261,-20,-7892.20,23-09-2023,,A001,9
3,MAT-00010,261,-16,-7467.20,23-09-2023,,B001,9
1,MAT-00419,261,-23,-2612.80,22-09-2023,,C001,9
5,MAT-01460,261,-19,-2557.02,24-09-2023,,WH02,9
5,MAT-00376,261,-32,-9534.08,24-09-2023,,B001,9
3,MAT-00733,261,-22,-6057.26,22-09-2023,,WH01,9
4,MAT-00109,261,-49,-16020.55,24-09-2023,,C001,9
1,MAT-00206,261,-30,-12791.40,24-09-2023,,C001,9
4,MAT-00846,261,-33,-9631.38,24-09-2023,,C001,9
2,MAT-00979,261,-18,-7914.60,24-09-2023,,A001,9
2,MAT-00216,261,-5,-971.15,23-09-2023,,WH02,9
5,MAT-00384,261,-25,-902.25,22-09-2023,,WH01,9
5,MAT-00343,261,-36,-10745.28,22-09-2023,,C001,9
1,MAT-01183,261,-1,-329.78,22-09-2023,,B001,9
3,MAT-01350,261,-11,-2138.73,22-09-2023,,WH01,9
1,MAT-00298,261,-31,-6431.26,24-09-2023,,A001,9
3,MAT-00419,261,-16,-4774.24,24-09-2023,,A001,9
3,MAT-01473,261,-4,-1117.00,23-09-2023,,C001,9
4,MAT-00594,261,-19,-6207.30,23-09-2023,,B001,9
4,MAT-00148,261,-4,-1160.56,22-09-2023,,WH01,9
4,MAT-00668,261,-45,-19683.90,24-09-2023,,WH02,9
2,MAT-00409,261,-6,-700.80,22-09-2023,,A001,9
1,MAT-00801,261,-38,-18771.62,22-09-2023,,WH02,9
2,MAT-00797,261,-40,-10116.00,23-09-2023,,C001,9
5,MAT-00269,261,-40,-17314.40,24-09-2023,,,9
3,MAT-00120,261,-50,-24120.00,22-09-2023,,WH02,9
5,MAT-00852,261,-33,-3070.32,24-09-2023,,WH02,9
3,MAT-00263,261,-31,-13700.76,22-09-2023,,B001,9
5,MAT-00823,261,-37,-13590.47,24-09-2023,,WH02,9
4,MAT-01443,261,-15,-3970.05,22-09-2023,,WH01,9
2,MAT-00946,261,-34,-11450.86,22-09-2023,,C001,9
3,MAT-00426,261,-45,-3254.40,24-09-2023,,B001,9
2,MAT-00611,261,-48,-11052.48,23-09-2023,,B001,9
5,MAT-00429,261,-33,-10163.34,23-09-2023,,WH01,9
5,MAT-00190,261,-17,-4213.28,24-09-2023,,B001,9
4,MAT-00301,261,-7,-1424.85,23-09-2023,,A001,9
3,MAT-00262,261,-10,-3311.40,22-09-2023,,C001,9
5,MAT-01246,261,-19,-8630.94,23-09-2023,,WH01,9
1,MAT-01158,101,132,21910.68,22-09-2023,BATCH-20230922,C001,9
1,MAT-00385,101,192,20699.52,22-09-2023,BATCH-20230922,C001,9
2,MAT-01177,101,294,127643.04000000001,22-09-2023,BATCH-20230922,B001,9
2,MAT-01128,101,404,115956.07999999999,22-09-2023,BATCH-20230922,B001,9
1,MAT-00854,101,183,62392.02,22-09-2023,BATCH-20230922,C001,9
1,MAT-00569,101,123,4626.03,22-09-2023,BATCH-20230922,C001,9
2,MAT-00961,101,51,24375.96,22-09-2023,BATCH-20230922,WH01,9
3,MAT-01300,101,452,155510.60,22-09-2023,BATCH-20230922,A001,9
4,MAT-01320,101,166,76668.76000000001,22-09-2023,BATCH-20230922,B001,9
2,MAT-00476,101,184,38443.12,22-09-2023,BATCH-20230922,B001,9
1,MAT-00986,101,194,4196.22,22-09-2023,BATCH-20230922,B001,9
1,MAT-00049,101,204,20340.84,22-09-2023,BATCH-20230922,C001,9
2,MAT-01435,261,-40,-9537.60,23-09-2023,,C001,9
5,MAT-00347,261,-25,-10241.00,25-09-2023,,,9
1,MAT-01152,261,-5,-1554.10,23-09-2023,,WH01,9
4,MAT-00584,261,-12,-2695.68,23-09-2023,,WH02,9
4,MAT-01037,261,-16,-2292.00,23-09-2023,,A001,9
2,MAT-00037,261,-22,-7398.60,23-09-2023,,C001,9
2,MAT-01031,261,-5,-1283.30,25-09-2023,,WH01,9
2,MAT-00056,261,-33,-3903.24,23-09-2023,,A001,9
1,MAT-00811,261,-49,-19884.20,23-09-2023,,A001,9
2,MAT-01325,261,-16,-4995.52,23-09-2023,,B001,9
3,MAT-00408,261,-21,-4068.33,23-09-2023,,B001,9
1,MAT-00748,261,-29,-6562.12,24-09-2023,,A001,9
4,MAT-01121,261,-9,-1211.40,25-09-2023,,B001,9
5,MAT-01088,261,-6,-1191.60,25-09-2023,,C001,9
2,MAT-01357,261,-18,-8813.88,25-09-2023,,B001,9
1,MAT-01258,261,-1,-224.34,25-09-2023,,C001,9
5,MAT-01084,261,-21,-9963.87,25-09-2023,,WH02,9
5,MAT-00057,261,-32,-11910.08,24-09-2023,,A001,9
4,MAT-01233,261,-16,-5112.96,25-09-2023,,C001,9
5,MAT-00683,261,-20,-5133.20,25-09-2023,,WH01,9
3,MAT-00955,261,-4,-834.72,25-09-2023,,C001,9
2,MAT-00864,261,-29,-1111.57,25-09-2023,,A001,9
1,MAT-00099,261,-26,-8647.08,23-09-2023,,C001,9
5,MAT-00968,261,-29,-12383.87,24-09-2023,,C001,9
1,MAT-01261,261,-45,-19188.00,24-09-2023,,WH01,9
5,MAT-00909,261,-8,-2598.72,25-09-2023,,WH02,9
3,MAT-00037,261,-21,-301.14,23-09-2023,,WH02,9
1,MAT-00783,261,-33,-6376.59,23-09-2023,,C001,9
1,MAT-00072,261,-2,-380.16,23-09-2023,,C001,9
5,MAT-01363,261,-49,-7145.18,24-09-2023,,WH02,9
2,MAT-00075,261,-11,-396.33,24-09-2023,,WH02,9
2,MAT-00191,261,-41,-18539.38,24-09-2023,,A001,9
2,MAT-00962,261,-17,-5621.56,24-09-2023,,C001,9
5,MAT-00812,261,-28,-4553.64,23-09-2023,,B001,9
4,MAT-01067,261,-15,-6817.05,25-09-2023,,B001,9
3,MAT-01468,261,-13,-3515.85,23-09-2023,,B001,9
1,MAT-01297,261,-13,-2532.92,23-09-2023,,A001,9
4,MAT-01356,261,-27,-11896.47,24-09-2023,,B001,9
2,MAT-01230,261,-6,-469.08,24-09-2023,,A001,9
2,MAT-01170,261,-33,-4240.83,25-09-2023,,A001,9
5,MAT-00259,261,-24,-7622.16,25-09-2023,,WH01,9
4,MAT-01426,261,-43,-3069.77,25-09-2023,,A001,9
4,MAT-00800,261,-16,-6250.08,24-09-2023,,A001,9
3,MAT-00008,261,-3,-571.02,25-09-2023,,C001,9
3,MAT-00399,261,-47,-2287.96,25-09-2023,,B001,9
2,MAT-00493,261,-12,-2298.84,23-09-2023,,WH01,9
2,MAT-00501,261,-46,-3908.62,25-09-2023,,A001,9
5,MAT-01090,261,-40,-8396.80,24-09-2023,,WH01,9
2,MAT-00987,261,-37,-2103.45,25-09-2023,,C001,9
1,MAT-00408,261,-1,-289.44,23-09-2023,,B001,9
1,MAT-01282,261,-13,-3488.16,25-09-2023,,WH01,9
2,MAT-00377,261,-3,-1372.71,23-09-2023,,A001,9
3,MAT-00265,261,-18,-4493.88,23-09-2023,,WH02,9
4,MAT-00609,261,-20,-7703.60,24-09-2023,,A001,9
4,MAT-00608,261,-14,-285.88,23-09-2023,,B001,9
3,MAT-00604,261,-28,-6072.92,23-09-2023,,WH01,9
4,MAT-01223,261,-33,-6915.48,24-09-2023,,WH02,9
4,MAT-01056,261,-42,-7922.04,24-09-2023,,C001,9
3,MAT-00818,261,-22,-6651.04,24-09-2023,,C001,9
3,MAT-01375,261,-40,-1214.00,25-09-2023,,B001,9
4,MAT-01244,261,-35,-15629.25,24-09-2023,,B001,9
5,MAT-00819,261,-1,-81.18,25-09-2023,,WH01,9
4,MAT-00511,261,-2,-69.04,24-09-2023,,WH02,9
2,MAT-01421,261,-31,-5035.95,23-09-2023,,B001,9
5,MAT-01307,261,-6,-319.98,23-09-2023,,A001,9
3,MAT-01005,261,-13,-3975.53,24-09-2023,,WH02,9
5,MAT-00043,261,-16,-2575.84,24-09-2023,,B001,9
3,MAT-01049,261,-7,-2005.57,23-09-2023,,A001,9
5,MAT-00541,261,-19,-7144.38,25-09-2023,,A001,9
5,MAT-01189,261,-32,-5820.48,24-09-2023,,B001,9
5,MAT-00298,101,237,70713.69,25-09-2023,,WH01,9
5,MAT-00892,101,152,75074.32,25-09-2023,BATCH-20230925,C001,9
1,MAT-00135,101,325,136015.75,25-09-2023,BATCH-20230925,WH01,9
4,MAT-00485,101,206,37364.28,25-09-2023,BATCH-20230925,WH02,9
2,MAT-00321,101,256,76129.28,25-09-2023,BATCH-20230925,WH01,9
4,MAT-00432,101,210,93775.50,25-09-2023,BATCH-20230925,C001,9
5,MAT-00718,101,398,82927.28,25-09-2023,BATCH-20230925,,9
2,MAT-00724,101,161,7607.25,25-09-2023,BATCH-20230925,WH01,9
1,MAT-01393,101,372,59717.16,25-09-2023,,WH01,9
5,MAT-00389,101,137,32804.65,25-09-2023,BATCH-20230925,WH01,9
4,MAT-00313,101,479,162112.76,25-09-2023,BATCH-20230925,WH02,9
3,MAT-00405,101,107,30802.09,25-09-2023,BATCH-20230925,WH02,9
2,MAT-01352,101,114,27444.36,25-09-2023,BATCH-20230925,C001,9
3,MAT-00395,101,355,119414.90,25-09-2023,BATCH-20230925,A001,9
3,MAT-00653,261,-40,-5584.00,27-09-2023,,C001,9
5,MAT-00200,261,-8,-2458.40,28-09-2023,,B001,9
2,MAT-00734,261,-37,-9578.56,27-09-2023,,WH02,9
2,MAT-00233,261,-43,-10836.43,26-09-2023,,B001,9
2,MAT-01209,261,-40,-18202.00,28-09-2023,,C001,9
5,MAT-00563,261,-18,-5430.60,28-09-2023,,A001,9
4,MAT-00297,261,-45,-15873.30,27-09-2023,,WH02,9
2,MAT-00796,261,-47,-17539.46,26-09-2023,,B001,9
3,MAT-01313,261,-40,-12925.60,28-09-2023,,,9
3,MAT-01117,261,-28,-5877.76,26-09-2023,,WH02,9
2,MAT-01356,261,-43,-20657.20,27-09-2023,,B001,9
5,MAT-00083,261,-32,-8578.88,27-09-2023,,WH02,9
3,MAT-00838,261,-34,-12533.76,27-09-2023,,C001,9
1,MAT-00795,261,-48,-1169.76,27-09-2023,,C001,9
4,MAT-00759,261,-30,-3405.60,28-09-2023,,A001,9
1,MAT-00735,261,-22,-9651.40,28-09-2023,,A001,9
1,MAT-01262,261,-1,-87.77,28-09-2023,,WH01,9
1,MAT-01012,261,-43,-15629.21,27-09-2023,,WH02,9
2,MAT-00306,261,-17,-627.47,28-09-2023,,C001,9
5,MAT-00619,261,-9,-3527.28,26-09-2023,,WH02,9
3,MAT-01160,261,-8,-3475.68,28-09-2023,,C001,9
5,MAT-00325,261,-30,-11369.10,27-09-2023,,WH02,9
1,MAT-00718,261,-37,-2428.31,26-09-2023,,A001,9
4,MAT-00949,261,-42,-14182.98,28-09-2023,,WH02,9
3,MAT-00987,261,-22,-3323.76,27-09-2023,,B001,9
5,MAT-00722,261,-31,-5956.03,26-09-2023,,C001,9
1,MAT-00202,261,-45,-517.95,28-09-2023,,WH02,9
1,MAT-00602,261,-28,-9949.80,26-09-2023,,WH01,9
1,MAT-00036,261,-8,-3176.80,27-09-2023,,B001,9
3,MAT-01335,261,-48,-12394.08,27-09-2023,,B001,9
5,MAT-00603,261,-16,-4447.36,27-09-2023,,B001,9
3,MAT-00149,261,-30,-3205.50,27-09-2023,,C001,9
1,MAT-01066,261,-40,-17597.20,28-09-2023,,WH02,9
2,MAT-00271,261,-38,-14158.42,26-09-2023,,A001,9
4,MAT-01163,261,-22,-2694.34,27-09-2023,,WH01,9
