material_id,plant_id,valuation_area,standard_price,moving_avg_price,price_unit,currency
MAT-00410,2,1000,273.25,264.61,1,USD
MAT-00410,3,1000,39.96,38.71,1,USD
MAT-00410,4,1000,474.04,483.64,1,USD
MAT-00410,5,1000,83.23,85.64,1,USD
MAT-00411,1,1000,160.78,166.5,1,USD
MAT-00411,2,1000,44.17,45.22,1,USD
MAT-00411,3,1000,25.65,24.47,1,USD
MAT-00411,4,1000,448.56,445.05,1,USD
MAT-00411,5,1000,341.62,336.71,1,USD
MAT-00412,1,1000,12.75,13.09,1,USD
MAT-00412,2,1000,275.1,286.48,1,USD
MAT-00412,3,1000,260.11,253.42,1,USD
MAT-00412,4,1000,84.22,87.61,1,USD
MAT-00412,5,1000,53.31,52.74,1,USD
MAT-00413,1,1000,117.77,113.48,1,USD
MAT-00413,2,1000,464.48,454.34,1,USD
MAT-00413,3,1000,342.39,358.06,1,USD
MAT-00413,4,1000,462.53,460.52,1,USD
MAT-00413,5,1000,379.58,398.41,1,USD
MAT-00414,1,1000,282.68,296.31,1,USD
MAT-00414,2,1000,231.06,239.31,1,USD
MAT-00414,3,1000,431.74,413.94,1,USD
MAT-00414,4,1000,300.78,303.6,1,USD
MAT-00414,5,1000,217.51,210.28,1,USD
MAT-00415,1,1000,32.75,34.23,1,USD
MAT-00415,2,1000,127.73,129.91,1,USD
MAT-00415,3,1000,442.33,455.48,1,USD
MAT-00415,4,1000,443.52,427.62,1,USD
MAT-00415,5,1000,191.32,191.72,1,USD
MAT-00416,1,1000,48.09,47.91,1,USD
MAT-00416,2,1000,237.05,225.78,1,USD
MAT-00416,3,1000,301.96,286.9,1,USD
MAT-00416,4,1000,228.01,218.68,1,USD
MAT-00416,5,1000,178.68,172.64,1,USD
MAT-00417,1,1000,359.71,361.53,1,USD
MAT-00417,2,1000,98.66,97.98,1,USD
MAT-00417,3,1000,479.14,459.93,1,USD
MAT-00417,4,1000,399.68,408.7,1,USD
MAT-00417,5,1000,93.75,92.37,1,USD
MAT-00418,1,1000,456.09,469.12,1,USD
MAT-00418,2,1000,265.9,276.8,1,USD
MAT-00418,3,1000,364.17,370.96,1,USD
MAT-00418,4,1000,287.12,285.22,1,USD
MAT-00418,5,1000,388.67,388.79,1,USD
MAT-00419,1,1000,113.6,112.14,1,USD
MAT-00419,2,1000,279.62,267.92,1,USD
MAT-00419,3,1000,298.39,292.81,1,USD
MAT-00419,4,1000,377.32,384.5,1,USD
MAT-00419,5,1000,240.52,245.43,1,USD
MAT-00420,1,1000,56.16,56.47,1,USD
MAT-00420,2,1000,31.78,30.35,1,USD
MAT-00420,3,1000,496.28,488.32,1,USD
MAT-00420,4,1000,125.8,126.24,1,USD
MAT-00420,5,1000,406.06,410.28,1,USD
MAT-00421,1,1000,115.81,116.36,1,USD
MAT-00421,2,1000,193.96,202.54,1,USD
MAT-00421,3,1000,259.17,261.29,1,USD
MAT-00421,4,1000,450.62,464.31,1,USD
MAT-00421,5,1000,145.29,151.99,1,USD
MAT-00422,1,1000,162.39,155.14,1,USD
MAT-00422,2,1000,57.03,57.11,1,USD
MAT-00422,3,1000,92.38,94.73,1,USD
MAT-00422,4,1000,89.63,85.63,1,USD
MAT-00422,5,1000,280.09,283.31,1,USD
MAT-00423,1,1000,272.96,276.38,1,USD
MAT-00423,2,1000,420.95,409.53,1,USD
MAT-00423,3,1000,334.62,323.09,1,USD
MAT-00423,4,1000,133.46,130.49,1,USD
MAT-00423,5,1000,248.76,243.26,1,USD
MAT-00424,1,1000,113.6,109.42,1,USD
MAT-00424,2,1000,377.16,378.1,1,USD
MAT-00424,3,1000,63.76,63.26,1,USD
MAT-00424,4,1000,477.21,470.52,1,USD
MAT-00424,5,1000,305.2,295.93,1,USD
MAT-00425,1,1000,15.0,14.44,1,USD
MAT-00425,2,1000,317.38,301.93,1,USD
MAT-00425,3,1000,27.7,26.89,1,USD
MAT-00425,4,1000,34.85,36.37,1,USD
MAT-00425,5,1000,350.98,341.12,1,USD
MAT-00426,1,1000,74.29,75.9,1,USD
MAT-00426,2,1000,254.03,262.93,1,USD
MAT-00426,3,1000,72.32,75.04,1,USD
MAT-00426,4,1000,129.41,132.23,1,USD
MAT-00426,5,1000,30.3,31.14,1,USD
MAT-00427,1,1000,74.01,71.0,1,USD
MAT-00427,2,1000,174.38,166.48,1,USD
MAT-00427,3,1000,134.2,130.13,1,USD
MAT-00427,4,1000,344.27,355.45,1,USD
MAT-00427,5,1000,178.77,184.01,1,USD
MAT-00428,1,1000,123.1,127.14,1,USD
MAT-00428,2,1000,233.89,230.52,1,USD
MAT-00428,3,1000,452.52,434.24,1,USD
MAT-00428,4,1000,273.26,263.2,1,USD
MAT-00428,5,1000,44.81,42.67,1,USD
MAT-00429,1,1000,89.33,90.21,1,USD
MAT-00429,2,1000,213.7,221.89,1,USD
MAT-00429,3,1000,346.04,354.42,1,USD
MAT-00429,4,1000,240.14,237.21,1,USD
MAT-00429,5,1000,307.98,319.09,1,USD
MAT-00430,1,1000,87.97,90.16,1,USD
MAT-00430,2,1000,270.13,259.85,1,USD
MAT-00430,3,1000,394.73,385.4,1,USD
MAT-00430,4,1000,422.65,432.87,1,USD
MAT-00430,5,1000,412.38,394.52,1,USD
MAT-00431,1,1000,199.68,192.93,1,USD
MAT-00431,2,1000,288.07,296.75,1,USD
MAT-00431,3,1000,109.48,105.3,1,USD
MAT-00431,4,1000,248.56,248.59,1,USD
MAT-00431,5,1000,189.78,190.87,1,USD
MAT-00432,1,1000,190.6,197.1,1,USD
MAT-00432,2,1000,422.3,439.5,1,USD
MAT-00432,3,1000,235.65,241.62,1,USD
MAT-00432,4,1000,446.55,441.33,1,USD
MAT-00432,5,1000,353.21,368.39,1,USD
MAT-00433,1,1000,51.22,51.28,1,USD
MAT-00433,2,1000,202.92,200.11,1,USD
MAT-00433,3,1000,158.57,155.19,1,USD
MAT-00433,4,1000,383.9,374.48,1,USD
MAT-00433,5,1000,331.45,329.49,1,USD
MAT-00434,1,1000,221.43,232.05,1,USD
MAT-00434,2,1000,345.58,349.2,1,USD
MAT-00434,3,1000,102.4,99.58,1,USD
MAT-00434,4,1000,214.25,203.72,1,USD
MAT-00434,5,1000,327.14,323.11,1,USD
MAT-00435,1,1000,232.27,223.66,1,USD
MAT-00435,2,1000,92.78,89.39,1,USD
MAT-00435,3,1000,442.21,425.29,1,USD
MAT-00435,4,1000,154.8,149.33,1,USD
MAT-00435,5,1000,116.06,115.03,1,USD
MAT-00436,1,1000,77.35,79.89,1,USD
MAT-00436,2,1000,178.33,181.09,1,USD
MAT-00436,3,1000,350.76,342.57,1,USD
MAT-00436,4,1000,84.14,85.65,1,USD
MAT-00436,5,1000,426.57,432.38,1,USD
MAT-00437,1,1000,477.93,479.55,1,USD
MAT-00437,2,1000,251.57,263.8,1,USD
MAT-00437,3,1000,475.68,481.28,1,USD
MAT-00437,4,1000,372.55,388.58,1,USD
MAT-00437,5,1000,82.28,80.14,1,USD
MAT-00438,1,1000,162.46,167.67,1,USD
MAT-00438,2,1000,51.47,51.99,1,USD
MAT-00438,3,1000,344.52,336.38,1,USD
MAT-00438,4,1000,108.5,106.75,1,USD
MAT-00438,5,1000,127.32,122.66,1,USD
MAT-00439,1,1000,483.19,506.83,1,USD
MAT-00439,2,1000,474.15,496.63,1,USD
MAT-00439,3,1000,101.46,100.1,1,USD
MAT-00439,4,1000,38.23,38.35,1,USD
MAT-00439,5,1000,120.21,117.33,1,USD
MAT-00440,1,1000,109.13,112.57,1,USD
MAT-00440,2,1000,406.37,395.84,1,USD
MAT-00440,3,1000,48.56,50.18,1,USD
MAT-00440,4,1000,425.69,426.92,1,USD
MAT-00440,5,1000,208.78,206.15,1,USD
MAT-00441,1,1000,362.2,357.48,1,USD
MAT-00441,2,1000,238.78,244.22,1,USD
MAT-00441,3,1000,458.91,461.83,1,USD
MAT-00441,4,1000,141.6,139.2,1,USD
MAT-00441,5,1000,232.23,234.25,1,USD
MAT-00442,1,1000,448.51,461.85,1,USD
MAT-00442,2,1000,141.44,145.29,1,USD
MAT-00442,3,1000,451.73,457.86,1,USD
MAT-00442,4,1000,474.02,467.41,1,USD
MAT-00442,5,1000,127.57,125.92,1,USD
MAT-00443,1,1000,241.37,249.99,1,USD
MAT-00443,2,1000,202.58,211.32,1,USD
MAT-00443,3,1000,301.38,301.46,1,USD
MAT-00443,4,1000,481.51,460.5,1,USD
MAT-00443,5,1000,112.22,109.76,1,USD
MAT-00444,1,1000,48.75,47.99,1,USD
MAT-00444,2,1000,191.27,191.95,1,USD
MAT-00444,3,1000,455.05,458.36,1,USD
MAT-00444,4,1000,463.39,483.63,1,USD
MAT-00444,5,1000,459.36,450.46,1,USD
MAT-00445,1,1000,52.89,52.05,1,USD
MAT-00445,2,1000,382.6,386.27,1,USD
MAT-00445,3,1000,168.32,175.73,1,USD
MAT-00445,4,1000,292.1,289.09,1,USD
MAT-00445,5,1000,423.68,410.2,1,USD
MAT-00446,1,1000,428.19,417.04,1,USD
MAT-00446,2,1000,232.07,243.23,1,USD
MAT-00446,3,1000,76.99,75.97,1,USD
MAT-00446,4,1000,361.53,379.15,1,USD
MAT-00446,5,1000,140.19,138.58,1,USD
MAT-00447,1,1000,467.23,457.23,1,USD
MAT-00447,2,1000,498.87,521.5,1,USD
MAT-00447,3,1000,328.83,331.58,1,USD
MAT-00447,4,1000,131.43,136.65,1,USD
MAT-00447,5,1000,471.07,485.98,1,USD
MAT-00448,1,1000,157.49,154.6,1,USD
MAT-00448,2,1000,161.38,164.9,1,USD
MAT-00448,3,1000,37.36,37.61,1,USD
MAT-00448,4,1000,117.81,120.99,1,USD
MAT-00448,5,1000,120.74,126.31,1,USD
MAT-00449,1,1000,343.53,326.97,1,USD
MAT-00449,2,1000,271.74,276.8,1,USD
MAT-00449,3,1000,69.77,72.84,1,USD
MAT-00449,4,1000,412.76,430.09,1,USD
MAT-00449,5,1000,79.62,76.6,1,USD
MAT-00450,1,1000,190.5,191.43,1,USD
MAT-00450,2,1000,55.27,57.66,1,USD
MAT-00450,3,1000,147.62,142.55,1,USD
MAT-00450,4,1000,187.75,196.56,1,USD
MAT-00450,5,1000,146.89,152.71,1,USD
MAT-00451,1,1000,222.14,231.16,1,USD
MAT-00451,2,1000,400.78,391.15,1,USD
MAT-00451,3,1000,423.63,430.01,1,USD
MAT-00451,4,1000,342.57,327.11,1,USD
MAT-00451,5,1000,253.64,257.26,1,USD
MAT-00452,1,1000,90.16,91.5,1,USD
MAT-00452,2,1000,409.78,390.33,1,USD
MAT-00452,3,1000,269.23,277.22,1,USD
MAT-00452,4,1000,438.9,452.96,1,USD
MAT-00452,5,1000,119.06,118.4,1,USD
MAT-00453,1,1000,231.95,233.74,1,USD
MAT-00453,2,1000,206.15,202.52,1,USD
MAT-00453,3,1000,102.27,101.94,1,USD
MAT-00453,4,1000,64.62,67.28,1,USD
MAT-00453,5,1000,326.4,311.6,1,USD
MAT-00454,1,1000,383.96,391.65,1,USD
MAT-00454,2,1000,409.49,422.33,1,USD
MAT-00454,3,1000,466.89,446.48,1,USD
MAT-00454,4,1000,464.51,458.35,1,USD
MAT-00454,5,1000,328.05,333.24,1,USD
MAT-00455,1,1000,32.36,30.82,1,USD
MAT-00455,2,1000,84.47,87.48,1,USD
MAT-00455,3,1000,97.31,93.69,1,USD
MAT-00455,4,1000,161.5,158.59,1,USD
MAT-00455,5,1000,334.66,349.56,1,USD
MAT-00456,1,1000,68.76,65.5,1,USD
MAT-00456,2,1000,157.55,164.92,1,USD
MAT-00456,3,1000,349.23,336.08,1,USD
MAT-00456,4,1000,460.05,472.15,1,USD
MAT-00456,5,1000,269.25,272.68,1,USD
MAT-00457,1,1000,52.55,55.14,1,USD
MAT-00457,2,1000,455.13,441.41,1,USD
MAT-00457,3,1000,107.08,108.39,1,USD
MAT-00457,4,1000,182.02,175.73,1,USD
MAT-00457,5,1000,390.03,377.39,1,USD
MAT-00458,1,1000,363.21,366.88,1,USD
MAT-00458,2,1000,101.38,103.67,1,USD
MAT-00458,3,1000,429.41,441.61,1,USD
MAT-00458,4,1000,178.55,182.46,1,USD
MAT-00458,5,1000,483.52,476.38,1,USD
MAT-00459,1,1000,447.69,454.82,1,USD
MAT-00459,2,1000,114.47,111.43,1,USD
MAT-00459,3,1000,92.8,94.1,1,USD
MAT-00459,4,1000,387.72,385.5,1,USD
MAT-00459,5,1000,352.66,341.73,1,USD
MAT-00460,1,1000,265.88,268.75,1,USD
MAT-00460,2,1000,10.7,10.55,1,USD
MAT-00460,3,1000,242.1,246.78,1,USD
MAT-00460,4,1000,448.26,463.12,1,USD
MAT-00460,5,1000,393.11,382.32,1,USD
MAT-00461,1,1000,121.05,120.16,1,USD
MAT-00461,2,1000,258.57,270.77,1,USD
MAT-00461,3,1000,240.08,230.28,1,USD
MAT-00461,4,1000,33.99,35.61,1,USD
MAT-00461,5,1000,32.33,31.32,1,USD
MAT-00462,1,1000,307.5,316.35,1,USD
MAT-00462,2,1000,69.19,69.23,1,USD
MAT-00462,3,1000,87.61,90.71,1,USD
MAT-00462,4,1000,196.76,188.86,1,USD
MAT-00462,5,1000,250.78,242.15,1,USD
MAT-00463,1,1000,58.89,59.74,1,USD
MAT-00463,2,1000,476.55,499.45,1,USD
MAT-00463,3,1000,118.91,124.41,1,USD
MAT-00463,4,1000,342.11,346.63,1,USD
MAT-00463,5,1000,99.61,95.52,1,USD
MAT-00464,1,1000,430.92,438.08,1,USD
MAT-00464,2,1000,422.49,419.73,1,USD
MAT-00464,3,1000,356.65,348.17,1,USD
MAT-00464,4,1000,431.17,443.21,1,USD
MAT-00464,5,1000,244.45,240.16,1,USD
MAT-00465,1,1000,379.34,365.34,1,USD
MAT-00465,2,1000,112.81,118.11,1,USD
MAT-00465,3,1000,116.18,118.4,1,USD
MAT-00465,4,1000,84.86,88.7,1,USD
MAT-00465,5,1000,460.62,461.0,1,USD
MAT-00466,1,1000,321.02,329.19,1,USD
MAT-00466,2,1000,153.1,160.71,1,USD
MAT-00466,3,1000,179.59,188.4,1,USD
MAT-00466,4,1000,430.45,433.29,1,USD
MAT-00466,5,1000,361.5,367.46,1,USD
MAT-00467,1,1000,345.81,358.27,1,USD
MAT-00467,2,1000,97.53,102.0,1,USD
MAT-00467,3,1000,208.46,205.9,1,USD
MAT-00467,4,1000,412.32,417.18,1,USD
MAT-00467,5,1000,496.6,482.25,1,USD
MAT-00468,1,1000,331.48,344.75,1,USD
MAT-00468,2,1000,128.7,133.81,1,USD
MAT-00468,3,1000,397.27,396.43,1,USD
MAT-00468,4,1000,401.38,383.99,1,USD
MAT-00468,5,1000,327.4,328.43,1,USD
MAT-00469,1,1000,143.06,145.69,1,USD
MAT-00469,2,1000,250.97,241.05,1,USD
MAT-00469,3,1000,125.79,125.61,1,USD
MAT-00469,4,1000,164.48,170.35,1,USD
MAT-00469,5,1000,475.39,488.33,1,USD
MAT-00470,1,1000,330.07,324.26,1,USD
MAT-00470,2,1000,16.64,16.91,1,USD
MAT-00470,3,1000,117.68,116.33,1,USD
MAT-00470,4,1000,206.63,197.48,1,USD
MAT-00470,5,1000,394.43,400.9,1,USD
MAT-00471,1,1000,122.33,126.34,1,USD
MAT-00471,2,1000,242.03,238.77,1,USD
MAT-00471,3,1000,41.0,41.95,1,USD
MAT-00471,4,1000,397.47,379.39,1,USD
MAT-00471,5,1000,166.03,167.17,1,USD
MAT-00472,1,1000,401.65,419.19,1,USD
MAT-00472,2,1000,333.25,328.86,1,USD
MAT-00472,3,1000,219.78,224.62,1,USD
MAT-00472,4,1000,45.29,45.59,1,USD
MAT-00472,5,1000,459.97,452.71,1,USD
MAT-00473,1,1000,219.85,209.23,1,USD
MAT-00473,2,1000,467.34,448.24,1,USD
MAT-00473,3,1000,363.24,366.6,1,USD
MAT-00473,4,1000,113.64,111.61,1,USD
MAT-00473,5,1000,278.09,274.13,1,USD
MAT-00474,1,1000,100.58,100.35,1,USD
MAT-00474,2,1000,10.26,9.89,1,USD
MAT-00474,3,1000,134.27,133.39,1,USD
MAT-00474,4,1000,87.56,83.31,1,USD
MAT-00474,5,1000,315.15,319.94,1,USD
MAT-00475,1,1000,57.09,58.4,1,USD
MAT-00475,2,1000,54.0,52.96,1,USD
MAT-00475,3,1000,470.99,474.36,1,USD
MAT-00475,4,1000,378.43,375.78,1,USD
MAT-00475,5,1000,473.85,469.28,1,USD
MAT-00476,1,1000,270.67,274.66,1,USD
MAT-00476,2,1000,208.93,210.32,1,USD
MAT-00476,3,1000,266.38,258.8,1,USD
MAT-00476,4,1000,90.84,90.75,1,USD
MAT-00476,5,1000,247.1,236.72,1,USD
MAT-00477,1,1000,304.95,313.2,1,USD
MAT-00477,2,1000,74.61,75.74,1,USD
MAT-00477,3,1000,340.73,324.66,1,USD
MAT-00477,4,1000,479.98,489.36,1,USD
MAT-00477,5,1000,482.28,483.96,1,USD
MAT-00478,1,1000,242.83,243.92,1,USD
MAT-00478,2,1000,182.68,188.9,1,USD
MAT-00478,3,1000,468.62,489.27,1,USD
MAT-00478,4,1000,345.62,359.45,1,USD
MAT-00478,5,1000,352.16,345.43,1,USD
MAT-00479,1,1000,66.49,63.78,1,USD
MAT-00479,2,1000,387.28,380.65,1,USD
MAT-00479,3,1000,102.3,106.94,1,USD
MAT-00479,4,1000,339.34,349.03,1,USD
MAT-00479,5,1000,322.1,311.85,1,USD
MAT-00480,1,1000,71.1,67.87,1,USD
MAT-00480,2,1000,69.32,66.33,1,USD
MAT-00480,3,1000,422.66,434.27,1,USD
MAT-00480,4,1000,248.28,245.25,1,USD
MAT-00480,5,1000,496.66,499.79,1,USD
MAT-00481,1,1000,233.49,243.34,1,USD
MAT-00481,2,1000,245.17,250.34,1,USD
MAT-00481,3,1000,10.58,10.5,1,USD
MAT-00481,4,1000,285.02,282.05,1,USD
MAT-00481,5,1000,161.5,164.17,1,USD
MAT-00482,1,1000,223.28,221.07,1,USD
MAT-00482,2,1000,290.47,293.17,1,USD
MAT-00482,3,1000,462.45,480.25,1,USD
MAT-00482,4,1000,53.62,55.32,1,USD
MAT-00482,5,1000,198.97,195.94,1,USD
MAT-00483,1,1000,348.41,332.17,1,USD
MAT-00483,2,1000,430.37,410.27,1,USD
MAT-00483,3,1000,209.29,206.21,1,USD
MAT-00483,4,1000,352.53,351.48,1,USD
MAT-00483,5,1000,28.44,29.12,1,USD
MAT-00484,1,1000,487.78,490.95,1,USD
MAT-00484,2,1000,312.06,326.5,1,USD
MAT-00484,3,1000,226.28,217.45,1,USD
MAT-00484,4,1000,321.14,325.96,1,USD
MAT-00484,5,1000,77.3,78.81,1,USD
MAT-00485,1,1000,119.14,115.64,1,USD
MAT-00485,2,1000,350.41,353.69,1,USD
MAT-00485,3,1000,362.32,350.7,1,USD
MAT-00485,4,1000,181.38,175.24,1,USD
MAT-00485,5,1000,88.94,88.17,1,USD
MAT-00486,1,1000,111.12,108.89,1,USD
MAT-00486,2,1000,493.85,511.3,1,USD
MAT-00486,3,1000,310.9,323.84,1,USD
MAT-00486,4,1000,314.17,316.04,1,USD
MAT-00486,5,1000,289.26,284.5,1,USD
MAT-00487,1,1000,202.8,211.37,1,USD
MAT-00487,2,1000,212.83,211.44,1,USD
MAT-00487,3,1000,156.28,153.63,1,USD
MAT-00487,4,1000,138.25,143.8,1,USD
MAT-00487,5,1000,462.44,473.78,1,USD
MAT-00488,1,1000,160.62,156.72,1,USD
MAT-00488,2,1000,45.77,47.59,1,USD
MAT-00488,3,1000,309.87,306.63,1,USD
MAT-00488,4,1000,464.72,468.86,1,USD
MAT-00488,5,1000,378.96,369.2,1,USD
MAT-00489,1,1000,355.79,368.52,1,USD
MAT-00489,2,1000,145.14,144.43,1,USD
MAT-00489,3,1000,120.94,125.55,1,USD
MAT-00489,4,1000,439.77,429.38,1,USD
MAT-00489,5,1000,267.65,272.36,1,USD
MAT-00490,1,1000,332.12,334.16,1,USD
MAT-00490,2,1000,81.59,77.9,1,USD
MAT-00490,3,1000,170.81,169.45,1,USD
MAT-00490,4,1000,306.66,305.96,1,USD
MAT-00490,5,1000,468.24,491.11,1,USD
MAT-00491,1,1000,337.81,338.93,1,USD
MAT-00491,2,1000,387.56,388.43,1,USD
MAT-00491,3,1000,430.49,420.57,1,USD
MAT-00491,4,1000,132.1,126.86,1,USD
MAT-00491,5,1000,13.91,14.46,1,USD
MAT-00492,1,1000,289.79,279.04,1,USD
MAT-00492,2,1000,348.72,335.3,1,USD
MAT-00492,3,1000,244.58,233.41,1,USD
MAT-00492,4,1000,170.14,176.93,1,USD
MAT-00492,5,1000,264.1,255.98,1,USD
MAT-00493,1,1000,318.85,327.92,1,USD
MAT-00493,2,1000,191.57,191.05,1,USD
MAT-00493,3,1000,296.95,307.61,1,USD
MAT-00493,4,1000,71.57,69.74,1,USD
MAT-00493,5,1000,31.03,30.34,1,USD
MAT-00494,1,1000,222.09,217.75,1,USD
MAT-00494,2,1000,465.16,448.8,1,USD
MAT-00494,3,1000,309.36,311.42,1,USD
MAT-00494,4,1000,413.25,398.43,1,USD
MAT-00494,5,1000,371.28,365.93,1,USD
MAT-00495,1,1000,76.82,73.86,1,USD
MAT-00495,2,1000,369.58,368.16,1,USD
MAT-00495,3,1000,430.65,446.34,1,USD
MAT-00495,4,1000,269.09,271.64,1,USD
MAT-00495,5,1000,103.25,104.1,1,USD
MAT-00496,1,1000,317.72,328.51,1,USD
MAT-00496,2,1000,482.28,484.95,1,USD
MAT-00496,3,1000,220.82,227.58,1,USD
MAT-00496,4,1000,462.12,467.18,1,USD
MAT-00496,5,1000,472.75,461.46,1,USD
MAT-00497,1,1000,186.64,182.88,1,USD
MAT-00497,2,1000,137.09,134.72,1,USD
MAT-00497,3,1000,200.06,191.75,1,USD
MAT-00497,4,1000,119.18,119.68,1,USD
MAT-00497,5,1000,191.78,199.16,1,USD
MAT-00498,1,1000,155.35,150.43,1,USD
MAT-00498,2,1000,416.12,401.87,1,USD
MAT-00498,3,1000,338.67,326.33,1,USD
MAT-00498,4,1000,430.41,417.28,1,USD
MAT-00498,5,1000,234.18,226.76,1,USD
MAT-00499,1,1000,209.22,212.48,1,USD
MAT-00499,2,1000,19.17,18.66,1,USD
MAT-00499,3,1000,230.87,232.7,1,USD
MAT-00499,4,1000,257.17,262.14,1,USD
MAT-00499,5,1000,402.49,398.31,1,USD
MAT-00500,1,1000,412.56,426.22,1,USD
MAT-00500,2,1000,26.01,26.77,1,USD
MAT-00500,3,1000,494.4,501.87,1,USD
MAT-00500,4,1000,358.27,372.5,1,USD
MAT-00500,5,1000,288.85,282.51,1,USD
MAT-00501,1,1000,379.1,396.51,1,USD
MAT-00501,2,1000,84.97,87.56,1,USD
MAT-00501,3,1000,53.94,54.82,1,USD
MAT-00501,4,1000,248.77,258.45,1,USD
MAT-00501,5,1000,41.56,40.58,1,USD
MAT-00502,1,1000,496.84,487.01,1,USD
MAT-00502,2,1000,422.32,403.67,1,USD
MAT-00502,3,1000,121.91,125.49,1,USD
MAT-00502,4,1000,419.01,437.75,1,USD
MAT-00502,5,1000,90.05,92.89,1,USD
MAT-00503,1,1000,308.66,301.88,1,USD
MAT-00503,2,1000,201.51,195.09,1,USD
MAT-00503,3,1000,378.29,386.98,1,USD
MAT-00503,4,1000,379.41,389.23,1,USD
MAT-00503,5,1000,107.5,103.56,1,USD
MAT-00504,1,1000,497.07,503.21,1,USD
MAT-00504,2,1000,124.55,120.02,1,USD
MAT-00504,3,1000,75.88,75.13,1,USD
MAT-00504,4,1000,495.84,481.73,1,USD
MAT-00504,5,1000,440.13,428.23,1,USD
MAT-00505,1,1000,117.54,114.64,1,USD
MAT-00505,2,1000,239.54,229.19,1,USD
MAT-00505,3,1000,349.21,355.16,1,USD
MAT-00505,4,1000,219.61,218.65,1,USD
MAT-00505,5,1000,467.08,444.23,1,USD
MAT-00506,1,1000,429.39,414.02,1,USD
MAT-00506,2,1000,244.41,247.1,1,USD
MAT-00506,3,1000,377.94,370.96,1,USD
MAT-00506,4,1000,450.34,430.37,1,USD
MAT-00506,5,1000,146.22,144.32,1,USD
MAT-00507,1,1000,37.46,39.11,1,USD
MAT-00507,2,1000,94.79,92.24,1,USD
MAT-00507,3,1000,295.04,302.99,1,USD
MAT-00507,4,1000,409.87,396.37,1,USD
MAT-00507,5,1000,24.23,23.67,1,USD
MAT-00508,1,1000,459.77,473.21,1,USD
MAT-00508,2,1000,32.87,33.0,1,USD
MAT-00508,3,1000,234.64,245.12,1,USD
MAT-00508,4,1000,401.78,414.22,1,USD
MAT-00508,5,1000,400.61,417.33,1,USD
MAT-00509,1,1000,18.03,17.95,1,USD
MAT-00509,2,1000,89.89,86.86,1,USD
MAT-00509,3,1000,400.56,392.26,1,USD
MAT-00509,4,1000,441.73,422.23,1,USD
MAT-00509,5,1000,409.02,418.11,1,USD
MAT-00510,1,1000,458.98,447.92,1,USD
MAT-00510,2,1000,442.72,441.06,1,USD
MAT-00510,3,1000,390.33,374.78,1,USD
MAT-00510,4,1000,459.5,466.03,1,USD
MAT-00510,5,1000,348.58,342.34,1,USD
MAT-00511,1,1000,137.62,132.2,1,USD
MAT-00511,2,1000,395.46,399.44,1,USD
MAT-00511,3,1000,432.51,450.92,1,USD
MAT-00511,4,1000,34.52,34.04,1,USD
MAT-00511,5,1000,275.4,276.41,1,USD
MAT-00512,1,1000,461.04,445.09,1,USD
MAT-00512,2,1000,342.04,346.45,1,USD
MAT-00512,3,1000,176.34,182.9,1,USD
MAT-00512,4,1000,41.4,39.97,1,USD
MAT-00512,5,1000,303.41,312.59,1,USD
MAT-00513,1,1000,296.62,302.2,1,USD
MAT-00513,2,1000,198.79,203.92,1,USD
MAT-00513,3,1000,148.06,144.43,1,USD
MAT-00513,4,1000,258.5,264.69,1,USD
MAT-00513,5,1000,474.11,473.42,1,USD
MAT-00514,1,1000,317.33,315.79,1,USD
MAT-00514,2,1000,387.02,370.62,1,USD
MAT-00514,3,1000,101.29,97.54,1,USD
MAT-00514,4,1000,52.12,49.76,1,USD
MAT-00514,5,1000,270.15,282.74,1,USD
MAT-00515,1,1000,30.56,31.16,1,USD
MAT-00515,2,1000,491.43,494.02,1,USD
MAT-00515,3,1000,405.6,415.45,1,USD
MAT-00515,4,1000,34.5,35.94,1,USD
MAT-00515,5,1000,488.24,467.44,1,USD
MAT-00516,1,1000,428.98,444.55,1,USD
MAT-00516,2,1000,247.52,252.31,1,USD
MAT-00516,3,1000,400.99,418.33,1,USD
MAT-00516,4,1000,303.15,298.68,1,USD
MAT-00516,5,1000,298.0,301.56,1,USD
MAT-00517,1,1000,133.39,131.46,1,USD
MAT-00517,2,1000,303.11,310.24,1,USD
MAT-00517,3,1000,449.73,432.16,1,USD
MAT-00517,4,1000,59.99,58.04,1,USD
MAT-00517,5,1000,453.6,473.8,1,USD
MAT-00518,1,1000,376.73,367.3,1,USD
MAT-00518,2,1000,283.2,274.19,1,USD
MAT-00518,3,1000,20.52,21.25,1,USD
MAT-00518,4,1000,83.33,80.11,1,USD
MAT-00518,5,1000,96.31,98.04,1,USD
MAT-00519,1,1000,345.7,337.43,1,USD
MAT-00519,2,1000,440.74,435.56,1,USD
MAT-00519,3,1000,479.48,499.08,1,USD
MAT-00519,4,1000,372.62,354.05,1,USD
MAT-00519,5,1000,274.39,266.03,1,USD
MAT-00520,1,1000,488.32,478.28,1,USD
MAT-00520,2,1000,226.98,236.17,1,USD
MAT-00520,3,1000,19.08,19.08,1,USD
MAT-00520,4,1000,264.1,264.33,1,USD
MAT-00520,5,1000,294.25,289.27,1,USD
MAT-00521,1,1000,142.77,135.93,1,USD
MAT-00521,2,1000,91.44,94.73,1,USD
MAT-00521,3,1000,310.79,306.98,1,USD
MAT-00521,4,1000,258.67,254.77,1,USD
